source	target	weight	edge_sample	edge_color
Acidovorax sp. JHL-9	Acidithiobacillus caldus	1.0	Mixed	#cccccc
Acidovorax sp. JHL-9	Acidovorax delafieldii	1.0	Anterior_nares	#8000ff
Acidovorax sp. JS42	Acidovorax caeni	7.0	Mixed	#cccccc
Acidovorax sp. MR-S7	Acidithiobacillus caldus	9.0	Buccal_mucosa	#425ffa
Acidovorax sp. MR-S7	Acidovorax sp. JHL-9	1.0	Mixed	#cccccc
Acidovorax temperans	Acidovorax caeni	10.0	Mixed	#cccccc
Acidovorax temperans	Acidovorax sp. JS42	11.0	Mixed	#cccccc
Acinetobacter johnsonii	Acetobacter pasteurianus	1.0	Mixed	#cccccc
Acinetobacter junii	Acidithiobacillus caldus	5.0	Mixed	#cccccc
Actinobacillus minor	Abiotrophia defectiva	26.0	Buccal_mucosa	#425ffa
Actinobacillus succinogenes	Acidovorax sp. MR-S7	2.0	Mixed	#cccccc
Actinobacillus succinogenes	Acinetobacter junii	2.0	Mixed	#cccccc
Actinobacillus ureae	Acidovorax caeni	5.0	Mixed	#cccccc
Actinobacillus ureae	Actinobacillus minor	12.0	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Abiotrophia defectiva	6.0	Mixed	#cccccc
Actinomyces georgiae	Acidovorax temperans	12.0	Mixed	#cccccc
Actinomyces georgiae	Actinobaculum sp. oral taxon 183	4.0	Subgingival_plaque	#feb562
Actinomyces gerencseriae	Actinomyces georgiae	13.0	Subgingival_plaque	#feb562
Actinomyces graevenitzii	Abiotrophia defectiva	15.0	Mixed	#cccccc
Actinomyces graevenitzii	Acidovorax ebreus	9.0	Mixed	#cccccc
Actinomyces graevenitzii	Acidovorax temperans	11.0	Mixed	#cccccc
Actinomyces graevenitzii	Actinobacillus minor	12.0	Mixed	#cccccc
Actinomyces graevenitzii	Actinomyces georgiae	21.0	Mixed	#cccccc
Actinomyces graevenitzii	Actinomyces gerencseriae	10.0	Mixed	#cccccc
Actinomyces johnsonii	Abiotrophia defectiva	31.0	Mixed	#cccccc
Actinomyces johnsonii	Acidovorax temperans	16.0	Mixed	#cccccc
Actinomyces johnsonii	Actinobacillus minor	18.0	Mixed	#cccccc
Actinomyces johnsonii	Actinomyces georgiae	29.0	Subgingival_plaque	#feb562
Actinomyces johnsonii	Actinomyces gerencseriae	20.0	Subgingival_plaque	#feb562
Actinomyces johnsonii	Actinomyces graevenitzii	41.0	Mixed	#cccccc
Actinomyces massiliensis	Abiotrophia defectiva	12.0	Mixed	#cccccc
Actinomyces massiliensis	Acidovorax temperans	12.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces georgiae	17.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces graevenitzii	15.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces israelii	7.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces johnsonii	26.0	Mixed	#cccccc
Actinomyces meyeri	Acidovorax ebreus	5.0	Mixed	#cccccc
Actinomyces meyeri	Acinetobacter junii	5.0	Mixed	#cccccc
Actinomyces meyeri	Actinomyces johnsonii	18.0	Subgingival_plaque	#feb562
Actinomyces meyeri	Actinomyces massiliensis	9.0	Mixed	#cccccc
Actinomyces naeslundii	Abiotrophia defectiva	27.0	Mixed	#cccccc
Actinomyces naeslundii	Acidovorax caeni	8.0	Mixed	#cccccc
Actinomyces naeslundii	Acidovorax temperans	12.0	Mixed	#cccccc
Actinomyces naeslundii	Actinobacillus minor	13.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces georgiae	17.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces gerencseriae	13.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces graevenitzii	33.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces johnsonii	51.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces massiliensis	26.0	Supragingival_plaque	#ff8e4a
Actinomyces naeslundii	Actinomyces meyeri	12.0	Mixed	#cccccc
Actinomyces odontolyticus	Abiotrophia defectiva	29.0	Mixed	#cccccc
Actinomyces odontolyticus	Acidovorax temperans	12.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinobacillus minor	23.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinobacillus ureae	11.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces dentalis	9.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces georgiae	14.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces gerencseriae	10.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces graevenitzii	36.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces israelii	11.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces johnsonii	42.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces massiliensis	20.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces meyeri	17.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces naeslundii	31.0	Mixed	#cccccc
Actinomyces oris	Abiotrophia defectiva	25.0	Mixed	#cccccc
Actinomyces oris	Acidovorax caeni	11.0	Mixed	#cccccc
Actinomyces oris	Acidovorax temperans	14.0	Mixed	#cccccc
Actinomyces oris	Actinobacillus minor	20.0	Mixed	#cccccc
Actinomyces oris	Actinobacillus ureae	13.0	Mixed	#cccccc
Actinomyces oris	Actinomyces dentalis	8.0	Mixed	#cccccc
Actinomyces oris	Actinomyces georgiae	13.0	Mixed	#cccccc
Actinomyces oris	Actinomyces gerencseriae	14.0	Mixed	#cccccc
Actinomyces oris	Actinomyces graevenitzii	22.0	Mixed	#cccccc
Actinomyces oris	Actinomyces israelii	11.0	Mixed	#cccccc
Actinomyces oris	Actinomyces johnsonii	41.0	Mixed	#cccccc
Actinomyces oris	Actinomyces massiliensis	15.0	Supragingival_plaque	#ff8e4a
Actinomyces oris	Actinomyces meyeri	10.0	Mixed	#cccccc
Actinomyces oris	Actinomyces naeslundii	28.0	Supragingival_plaque	#ff8e4a
Actinomyces oris	Actinomyces odontolyticus	36.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Abiotrophia defectiva	14.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Acidovorax caeni	11.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Acidovorax temperans	11.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinobacillus minor	17.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinobacillus ureae	14.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces georgiae	19.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces graevenitzii	32.0	Tongue_dorsum	#ff3219
Actinomyces sp. HPA0247	Actinomyces johnsonii	32.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces massiliensis	11.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces meyeri	22.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces naeslundii	23.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces odontolyticus	44.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces oris	26.0	Mixed	#cccccc
Actinomyces sp. ICM39	Abiotrophia defectiva	27.0	Mixed	#cccccc
Actinomyces sp. ICM39	Acidovorax ebreus	10.0	Mixed	#cccccc
Actinomyces sp. ICM39	Acidovorax temperans	12.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinobacillus minor	19.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces georgiae	11.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces graevenitzii	33.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM39	Actinomyces johnsonii	37.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces massiliensis	15.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces meyeri	10.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces naeslundii	25.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces odontolyticus	46.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces oris	33.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces sp. HPA0247	24.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Abiotrophia defectiva	19.0	Mixed	#cccccc
Actinomyces sp. ICM47	Acidovorax ebreus	10.0	Mixed	#cccccc
Actinomyces sp. ICM47	Acidovorax temperans	15.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinobacillus minor	12.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinobacillus ureae	11.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces georgiae	20.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces graevenitzii	54.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces johnsonii	42.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces massiliensis	18.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces meyeri	14.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces naeslundii	36.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces odontolyticus	54.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces oris	28.0	Mixed	#cccccc
