source	target	weight	edge_sample	edge_color
Actinomyces graevenitzii	Acinetobacter baumannii	0.9335190866	Mixed	#cccccc
Actinomyces sp. HPA0247	Acinetobacter baumannii	0.942420035867	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces graevenitzii	0.990463414734	Tongue_dorsum	#ff3219
Actinomyces sp. ICM39	Acinetobacter baumannii	0.937262175703	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces graevenitzii	0.987731703542	Tongue_dorsum	#ff3219
Actinomyces sp. ICM39	Actinomyces sp. HPA0247	0.994854390106	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Acinetobacter baumannii	0.940794421267	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces graevenitzii	0.991887858655	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces sp. HPA0247	0.998526038855	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces sp. ICM39	0.996699021888	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Acinetobacter baumannii	0.939413743857	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces graevenitzii	0.988951717252	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. HPA0247	0.996913975501	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM39	0.996582258217	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM47	0.997522587783	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Acinetobacter baumannii	0.91687899596	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Actinomyces graevenitzii	0.967073407497	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. HPA0247	0.973815322056	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM39	0.977712367255	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM47	0.976281384151	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM58	0.976669519155	Tongue_dorsum	#ff3219
Actinomyces sp. ph3	Actinomyces sp. oral taxon 181	0.862751193938	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Acinetobacter baumannii	0.940846332468	Mixed	#cccccc
Actinomyces sp. S6-Spd3	Actinomyces graevenitzii	0.992124276088	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Actinomyces sp. HPA0247	0.998518871385	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Actinomyces sp. ICM39	0.997032143719	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Actinomyces sp. ICM47	0.999076814405	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Actinomyces sp. ICM58	0.997641763382	Tongue_dorsum	#ff3219
Actinomyces sp. S6-Spd3	Actinomyces sp. oral taxon 172	0.977141159506	Tongue_dorsum	#ff3219
Alistipes obesi	Alistipes finegoldii	0.947973471316	Stool	#ded579
Alistipes putredinis	Alistipes finegoldii	0.922350627236	Stool	#ded579
Alistipes shahii	Alistipes finegoldii	0.81956016182	Stool	#ded579
Alistipes shahii	Alistipes putredinis	0.93465695891	Stool	#ded579
Anaerococcus lactolyticus	Acidovorax avenae	1.0	Mixed	#cccccc
Atopobium sp. BS2	Acinetobacter baumannii	0.871462886767	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces graevenitzii	0.915857224034	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. HPA0247	0.925578964593	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. ICM39	0.92247758705	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. ICM47	0.923749235595	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. ICM58	0.922529825978	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. oral taxon 172	0.899642543468	Mixed	#cccccc
Atopobium sp. BS2	Actinomyces sp. S6-Spd3	0.923858051739	Mixed	#cccccc
Atopobium sp. ICM42b	Acinetobacter baumannii	0.942420035867	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces graevenitzii	0.990463414734	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. HPA0247	1.0	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. ICM39	0.994854390106	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. ICM47	0.998526038855	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. ICM58	0.996913975501	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. oral taxon 172	0.973815322056	Mixed	#cccccc
Atopobium sp. ICM42b	Actinomyces sp. S6-Spd3	0.998518871385	Mixed	#cccccc
Atopobium sp. ICM42b	Atopobium sp. BS2	0.925578964593	Saliva	#beec8e
Atopobium sp. oral taxon 199	Atopobium rimae	0.915810300948	Subgingival_plaque	#feb562
Atopobium sp. oral taxon 810	Atopobium rimae	0.902304776716	Mixed	#cccccc
Atopobium sp. oral taxon 810	Atopobium sp. oral taxon 199	0.942420035867	Mixed	#cccccc
Bacteroides caccae	Akkermansia muciniphila	0.999222860638	Stool	#ded579
Bacteroides dorei	Acetivibrio ethanolgignens	0.991433181952	Stool	#ded579
Bacteroides eggerthii	Bacteroides coprophilus	0.970037730941	Stool	#ded579
Bacteroides faecis	Akkermansia muciniphila	0.988385493602	Stool	#ded579
Bacteroides faecis	Bacteroides caccae	0.988821985154	Stool	#ded579
Bacteroides finegoldii	Acetivibrio ethanolgignens	0.999714106155	Stool	#ded579
Bacteroides finegoldii	Bacteroides dorei	0.993183655874	Stool	#ded579
Bacteroides massiliensis	Acetivibrio ethanolgignens	0.9990247012	Stool	#ded579
Bacteroides massiliensis	Bacteroides dorei	0.993991555166	Stool	#ded579
Bacteroides massiliensis	Bacteroides finegoldii	0.999410352066	Stool	#ded579
Bacteroides nordii	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Bacteroides nordii	Bacteroides caccae	0.998757788596	Stool	#ded579
Bacteroides nordii	Bacteroides faecis	0.988099926911	Stool	#ded579
Bacteroides sp. 1_1_30	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Bacteroides sp. 1_1_30	Bacteroides caccae	0.998757788596	Stool	#ded579
Bacteroides sp. 1_1_30	Bacteroides faecis	0.988099926911	Stool	#ded579
Bacteroides sp. 1_1_30	Bacteroides nordii	1.0	Stool	#ded579
Bacteroides sp. 1_1_6	bacterium LF-3	1.0	Stool	#ded579
Bacteroides sp. 2_2_4	Bacteroides ovatus	0.921095571167	Stool	#ded579
Bacteroides sp. 3_1_13	Akkermansia muciniphila	0.893577628983	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides caccae	0.892393731772	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides faecis	0.882541714002	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides fragilis	0.806789720167	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides nordii	0.893764181863	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides sp. 1_1_30	0.893764181863	Stool	#ded579
Bacteroides sp. 3_1_19	Acetivibrio ethanolgignens	1.0	Stool	#ded579
Bacteroides sp. 3_1_19	Bacteroides dorei	0.991433181952	Stool	#ded579
Bacteroides sp. 3_1_19	Bacteroides finegoldii	0.999714106155	Stool	#ded579
Bacteroides sp. 3_1_19	Bacteroides massiliensis	0.9990247012	Stool	#ded579
Bacteroides sp. 3_1_23	Bacteroides ovatus	0.849787830663	Stool	#ded579
Bacteroides sp. 3_1_23	Bacteroides sp. 2_2_4	0.912306028555	Stool	#ded579
Bacteroides sp. 3_1_33FAA	Acetivibrio ethanolgignens	1.0	Stool	#ded579
Bacteroides sp. 3_1_33FAA	Bacteroides dorei	0.991433181952	Stool	#ded579
Bacteroides sp. 3_1_33FAA	Bacteroides finegoldii	0.999714106155	Stool	#ded579
Bacteroides sp. 3_1_33FAA	Bacteroides massiliensis	0.9990247012	Stool	#ded579
Bacteroides sp. 3_1_33FAA	Bacteroides sp. 3_1_19	1.0	Stool	#ded579
Bacteroides sp. 4_1_36	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Bacteroides sp. 4_1_36	Bacteroides caccae	0.998757788596	Stool	#ded579
Bacteroides sp. 4_1_36	Bacteroides faecis	0.988099926911	Stool	#ded579
Bacteroides sp. 4_1_36	Bacteroides nordii	1.0	Stool	#ded579
Bacteroides sp. 4_1_36	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Bacteroides sp. 4_1_36	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Acetivibrio ethanolgignens	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides dorei	0.991433181952	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides finegoldii	0.999714106155	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides massiliensis	0.9990247012	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides sp. 3_1_19	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides sp. 3_1_33FAA	1.0	Stool	#ded579
Bacteroides sp. D2	Actinomyces cardiffensis	0.811976039118	Mixed	#cccccc
Bacteroides sp. D2	Bacteroides sp. 2_2_4	0.81599492098	Stool	#ded579
Bacteroides sp. D2	Bacteroides sp. 3_1_23	0.894096414262	Stool	#ded579
Bacteroides sp. D20	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Bacteroides sp. D20	Bacteroides caccae	0.998757788596	Stool	#ded579
Bacteroides sp. D20	Bacteroides faecis	0.988099926911	Stool	#ded579
Bacteroides sp. D20	Bacteroides nordii	1.0	Stool	#ded579
Bacteroides sp. D20	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Bacteroides sp. D20	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Bacteroides sp. D20	Bacteroides sp. 4_1_36	1.0	Stool	#ded579
Bacteroides sp. D22	Actinomyces cardiffensis	0.811976039118	Mixed	#cccccc
Bacteroides sp. D22	Bacteroides sp. 2_2_4	0.81599492098	Stool	#ded579
Bacteroides sp. D22	Bacteroides sp. 3_1_23	0.894096414262	Stool	#ded579
Bacteroides sp. D22	Bacteroides sp. D2	1.0	Stool	#ded579
Bacteroides stercoris	Alistipes obesi	0.833569899644	Stool	#ded579
Bacteroides thetaiotaomicron	Akkermansia muciniphila	0.95074557563	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides caccae	0.95027878832	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides faecis	0.936748918931	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides nordii	0.948450028739	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides sp. 1_1_30	0.948450028739	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides sp. 3_1_13	0.846625844423	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides sp. 4_1_36	0.948450028739	Stool	#ded579
Bacteroides thetaiotaomicron	Bacteroides sp. D20	0.948450028739	Stool	#ded579
Bacteroides uniformis	Akkermansia muciniphila	0.841963883346	Stool	#ded579
Bacteroides uniformis	Bacteroides caccae	0.842952050123	Stool	#ded579
Bacteroides uniformis	Bacteroides faecis	0.829549276636	Stool	#ded579
Bacteroides uniformis	Bacteroides fragilis	0.81605423606	Stool	#ded579
Bacteroides uniformis	Bacteroides nordii	0.840723703488	Stool	#ded579
Bacteroides uniformis	Bacteroides sp. 1_1_30	0.840723703488	Stool	#ded579
Bacteroides uniformis	Bacteroides sp. 3_1_13	0.854768929984	Stool	#ded579
Bacteroides uniformis	Bacteroides sp. 4_1_36	0.840723703488	Stool	#ded579
Bacteroides uniformis	Bacteroides sp. D20	0.840723703488	Stool	#ded579
Bacteroides uniformis	Bacteroides stercoris	0.882016163781	Stool	#ded579
Bacteroides uniformis	Bacteroides thetaiotaomicron	0.870416513471	Stool	#ded579
Bacteroides vulgatus	Acetivibrio ethanolgignens	0.919657933969	Stool	#ded579
Bacteroides vulgatus	Alistipes obesi	0.802552883072	Stool	#ded579
Bacteroides vulgatus	Bacteroides dorei	0.939398059939	Stool	#ded579
Bacteroides vulgatus	Bacteroides finegoldii	0.92151648597	Stool	#ded579
Bacteroides vulgatus	Bacteroides massiliensis	0.927007512337	Stool	#ded579
Bacteroides vulgatus	Bacteroides sp. 3_1_19	0.919657933969	Stool	#ded579
Bacteroides vulgatus	Bacteroides sp. 3_1_33FAA	0.919657933969	Stool	#ded579
Bacteroides vulgatus	Bacteroides sp. 9_1_42FAA	0.919657933969	Stool	#ded579
Bacteroides vulgatus	Bacteroides stercoris	0.84196743274	Stool	#ded579
Bacteroides xylanisolvens	Actinomyces cardiffensis	0.811976039118	Mixed	#cccccc
Bacteroides xylanisolvens	Bacteroides sp. 2_2_4	0.81599492098	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. 3_1_23	0.894096414262	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. D2	1.0	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. D22	1.0	Stool	#ded579
Barnesiella intestinihominis	Alistipes finegoldii	0.883694547746	Stool	#ded579
Barnesiella intestinihominis	Alistipes putredinis	0.976333122561	Stool	#ded579
Barnesiella intestinihominis	Alistipes shahii	0.932349285697	Stool	#ded579
Bifidobacterium pseudocatenulatum	Actinomyces cardiffensis	0.811976039118	Mixed	#cccccc
Bifidobacterium pseudocatenulatum	Bacteroides sp. 2_2_4	0.81599492098	Mixed	#cccccc
Bifidobacterium pseudocatenulatum	Bacteroides sp. 3_1_23	0.894096414262	Mixed	#cccccc
Bifidobacterium pseudocatenulatum	Bacteroides sp. D2	1.0	Mixed	#cccccc
Bifidobacterium pseudocatenulatum	Bacteroides sp. D22	1.0	Mixed	#cccccc
Bifidobacterium pseudocatenulatum	Bacteroides xylanisolvens	1.0	Mixed	#cccccc
Blautia wexlerae	bacterium LF-3	1.0	Stool	#ded579
Blautia wexlerae	Bacteroides sp. 1_1_6	1.0	Stool	#ded579
Carnobacterium maltaromaticum	Acinetobacter baumannii	0.927636494289	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces graevenitzii	0.978827217644	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. HPA0247	0.981809017399	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. ICM39	0.990938377585	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. ICM47	0.987049047607	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. ICM58	0.987436769904	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. oral taxon 172	0.972900257352	Mixed	#cccccc
Carnobacterium maltaromaticum	Actinomyces sp. S6-Spd3	0.989125858308	Mixed	#cccccc
Carnobacterium maltaromaticum	Atopobium sp. BS2	0.907095451772	Mixed	#cccccc
Carnobacterium maltaromaticum	Atopobium sp. ICM42b	0.981809017399	Mixed	#cccccc
Cellulomonas carbonis	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Cellulomonas carbonis	Bacteroides caccae	0.998757788596	Stool	#ded579
Cellulomonas carbonis	Bacteroides faecis	0.988099926911	Stool	#ded579
Cellulomonas carbonis	Bacteroides nordii	1.0	Stool	#ded579
Cellulomonas carbonis	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Cellulomonas carbonis	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Cellulomonas carbonis	Bacteroides sp. 4_1_36	1.0	Stool	#ded579
Cellulomonas carbonis	Bacteroides sp. D20	1.0	Stool	#ded579
Cellulomonas carbonis	Bacteroides thetaiotaomicron	0.948450028739	Stool	#ded579
Cellulomonas carbonis	Bacteroides uniformis	0.840723703488	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Acetivibrio ethanolgignens	1.0	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides dorei	0.991433181952	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides finegoldii	0.999714106155	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides massiliensis	0.9990247012	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides sp. 3_1_19	1.0	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides sp. 3_1_33FAA	1.0	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides sp. 9_1_42FAA	1.0	Stool	#ded579
Clostridia bacterium UC5.1-1D10	Bacteroides vulgatus	0.919657933969	Stool	#ded579
[Clostridium] clostridioforme	Akkermansia muciniphila	0.814807408244	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides caccae	0.813727873364	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides faecis	0.804744325876	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides nordii	0.814977516206	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides ovatus	0.867242867803	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides sp. 1_1_30	0.814977516206	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides sp. 2_2_4	0.942223263929	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides sp. 3_1_13	0.911848486149	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides sp. 4_1_36	0.814977516206	Stool	#ded579
[Clostridium] clostridioforme	Bacteroides sp. D20	0.814977516206	Stool	#ded579
[Clostridium] clostridioforme	Cellulomonas carbonis	0.814977516206	Stool	#ded579
Clostridium sp. GD3	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Clostridium sp. GD3	Bacteroides caccae	0.998757788596	Stool	#ded579
Clostridium sp. GD3	Bacteroides faecis	0.988099926911	Stool	#ded579
Clostridium sp. GD3	Bacteroides nordii	1.0	Stool	#ded579
Clostridium sp. GD3	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Clostridium sp. GD3	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Clostridium sp. GD3	Bacteroides sp. 4_1_36	1.0	Stool	#ded579
Clostridium sp. GD3	Bacteroides sp. D20	1.0	Stool	#ded579
Clostridium sp. GD3	Bacteroides thetaiotaomicron	0.948450028739	Stool	#ded579
Clostridium sp. GD3	Bacteroides uniformis	0.840723703488	Stool	#ded579
Clostridium sp. GD3	Cellulomonas carbonis	1.0	Stool	#ded579
Clostridium sp. GD3	[Clostridium] clostridioforme	0.814977516206	Stool	#ded579
Clostridium sp. L2-50	Akkermansia muciniphila	0.999356817824	Stool	#ded579
Clostridium sp. L2-50	Bacteroides caccae	0.999362148067	Stool	#ded579
Clostridium sp. L2-50	Bacteroides faecis	0.989647947291	Stool	#ded579
Clostridium sp. L2-50	Bacteroides nordii	0.999195025066	Stool	#ded579
Clostridium sp. L2-50	Bacteroides sp. 1_1_30	0.999195025066	Stool	#ded579
Clostridium sp. L2-50	Bacteroides sp. 3_1_13	0.8930447241	Stool	#ded579
Clostridium sp. L2-50	Bacteroides sp. 4_1_36	0.999195025066	Stool	#ded579
Clostridium sp. L2-50	Bacteroides sp. D20	0.999195025066	Stool	#ded579
Clostridium sp. L2-50	Bacteroides thetaiotaomicron	0.94768655024	Stool	#ded579
Clostridium sp. L2-50	Bacteroides uniformis	0.84004694198	Stool	#ded579
Clostridium sp. L2-50	Cellulomonas carbonis	0.999195025066	Stool	#ded579
Clostridium sp. L2-50	[Clostridium] clostridioforme	0.814321479733	Stool	#ded579
Clostridium sp. L2-50	Clostridium sp. GD3	0.999195025066	Stool	#ded579
Clostridium sp. M62/1	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Clostridium sp. M62/1	Bacteroides caccae	0.998757788596	Stool	#ded579
Clostridium sp. M62/1	Bacteroides faecis	0.988099926911	Stool	#ded579
Clostridium sp. M62/1	Bacteroides nordii	1.0	Stool	#ded579
Clostridium sp. M62/1	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Clostridium sp. M62/1	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Clostridium sp. M62/1	Bacteroides sp. 4_1_36	1.0	Stool	#ded579
Clostridium sp. M62/1	Bacteroides sp. D20	1.0	Stool	#ded579
Clostridium sp. M62/1	Bacteroides thetaiotaomicron	0.948450028739	Stool	#ded579
Clostridium sp. M62/1	Bacteroides uniformis	0.840723703488	Stool	#ded579
Clostridium sp. M62/1	Cellulomonas carbonis	1.0	Stool	#ded579
Clostridium sp. M62/1	[Clostridium] clostridioforme	0.814977516206	Stool	#ded579
Clostridium sp. M62/1	Clostridium sp. GD3	1.0	Stool	#ded579
Clostridium sp. M62/1	Clostridium sp. L2-50	0.999195025066	Stool	#ded579
Collinsella aerofaciens	Akkermansia muciniphila	0.999849551164	Stool	#ded579
Collinsella aerofaciens	Bacteroides caccae	0.998757788596	Stool	#ded579
Collinsella aerofaciens	Bacteroides faecis	0.988099926911	Stool	#ded579
Collinsella aerofaciens	Bacteroides nordii	1.0	Stool	#ded579
Collinsella aerofaciens	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Collinsella aerofaciens	Bacteroides sp. 3_1_13	0.893764181863	Stool	#ded579
Collinsella aerofaciens	Bacteroides sp. 4_1_36	1.0	Stool	#ded579
