source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Neisseriaceae	128	Neisseriaceae	Leptotrichiaceae	8.0	36	31	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	61	1.0	2.0	#622ffe	#10a2f0
Leptotrichiaceae	129	Leptotrichiaceae	Neisseriaceae	8.0	31	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	61	11.0	1.0	#ded579	#4856fb
Nocardiaceae	130	Nocardiaceae	Caulobacteraceae	1.0	3	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	61	9.0	9.0	#9efaa2	#ff0000
Caulobacteraceae	131	Caulobacteraceae	Nocardiaceae	1.0	2	3	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	61	15.0	9.0	#ff3219	#ff0000
Oscillospiraceae	132	Oscillospiraceae	Akkermansiaceae	5.0	20	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	3.0	3.0	#218cf4	#2adddd
Akkermansiaceae	133	Akkermansiaceae	Oscillospiraceae	5.0	21	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	3.0	3.0	#218cf4	#2adddd
Oscillospiraceae	134	Oscillospiraceae	Coriobacteriaceae	5.0	20	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	3.0	3.0	#218cf4	#2adddd
Coriobacteriaceae	135	Coriobacteriaceae	Oscillospiraceae	5.0	17	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	3.0	3.0	#218cf4	#2adddd
Oxalobacteraceae	136	Oxalobacteraceae	Dermabacteraceae	1.0	8	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	14.0	9.0	#ff6232	#ff0000
Dermabacteraceae	137	Dermabacteraceae	Oxalobacteraceae	1.0	1	8	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	15.0	9.0	#ff3219	#ff0000
Oxalobacteraceae	138	Oxalobacteraceae	Nocardiaceae	2.0	8	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	14.0	9.0	#ff6232	#ff0000
Nocardiaceae	139	Nocardiaceae	Oxalobacteraceae	2.0	3	8	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	9.0	9.0	#9efaa2	#ff0000
Paenibacillaceae	140	Paenibacillaceae	Nocardiaceae	1.0	2	3	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	61	9.0	9.0	#9efaa2	#ff0000
Nocardiaceae	141	Nocardiaceae	Paenibacillaceae	1.0	3	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	61	9.0	9.0	#9efaa2	#ff0000
Pasteurellaceae	142	Pasteurellaceae	Cyclobacteriaceae	2.0	41	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	10.0	8.0	#beec8e	#ff592d
Cyclobacteriaceae	143	Cyclobacteriaceae	Pasteurellaceae	2.0	2	41	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	10.0	8.0	#beec8e	#ff592d
Peptococcaceae	144	Peptococcaceae	Catabacteriaceae	1.0	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	8.0	8.0	#7effb5	#ff592d
Catabacteriaceae	145	Catabacteriaceae	Peptococcaceae	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	15.0	8.0	#ff3219	#ff592d
Peptococcaceae	146	Peptococcaceae	Cyclobacteriaceae	2.0	5	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	61	8.0	8.0	#7effb5	#ff592d
Cyclobacteriaceae	147	Cyclobacteriaceae	Peptococcaceae	2.0	2	5	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	61	10.0	8.0	#beec8e	#ff592d
Planococcaceae	148	Planococcaceae	Alcaligenaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Alcaligenaceae	149	Alcaligenaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	150	Planococcaceae	Bacillaceae	1.0	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Bacillaceae	151	Bacillaceae	Planococcaceae	1.0	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	152	Planococcaceae	Bradyrhizobiaceae	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Bradyrhizobiaceae	153	Bradyrhizobiaceae	Planococcaceae	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	154	Planococcaceae	Chromatiaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Chromatiaceae	155	Chromatiaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	156	Planococcaceae	Geodermatophilaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Geodermatophilaceae	157	Geodermatophilaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	158	Planococcaceae	Hydrogenophilaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Hydrogenophilaceae	159	Hydrogenophilaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	160	Planococcaceae	Intrasporangiaceae	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Intrasporangiaceae	161	Intrasporangiaceae	Planococcaceae	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#62fbc4
Planococcaceae	162	Planococcaceae	Mycobacteriaceae	1.0	1	10	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	61	0.0	4.0	#8000ff	#62fbc4
Mycobacteriaceae	163	Mycobacteriaceae	Planococcaceae	1.0	10	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	61	0.0	4.0	#8000ff	#62fbc4
Porphyromonadaceae	164	Porphyromonadaceae	Aerococcaceae	4.0	55	33	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Aerococcaceae	165	Aerococcaceae	Porphyromonadaceae	4.0	33	55	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Porphyromonadaceae	166	Porphyromonadaceae	Fusobacteriaceae	7.0	55	29	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Fusobacteriaceae	167	Fusobacteriaceae	Porphyromonadaceae	7.0	29	55	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Prevotellaceae	168	Prevotellaceae	Cellulomonadaceae	4.0	59	6	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61	10.0	2.0	#beec8e	#10a2f0
Cellulomonadaceae	169	Cellulomonadaceae	Prevotellaceae	4.0	6	59	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61	10.0	2.0	#beec8e	#10a2f0
Prolixibacteraceae	170	Prolixibacteraceae	Peptococcaceae	1.0	1	5	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	61	8.0	8.0	#7effb5	#ff592d
Peptococcaceae	171	Peptococcaceae	Prolixibacteraceae	1.0	5	1	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	61	8.0	8.0	#7effb5	#ff592d
Promicromonosporaceae	172	Promicromonosporaceae	Neisseriaceae	7.0	17	36	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	61	1.0	2.0	#622ffe	#10a2f0
Neisseriaceae	173	Neisseriaceae	Promicromonosporaceae	7.0	36	17	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	61	1.0	2.0	#622ffe	#10a2f0
Propionibacteriaceae	174	Propionibacteriaceae	Burkholderiaceae	4.0	40	37	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	61	2.0	1.0	#425ffa	#4856fb
Burkholderiaceae	175	Burkholderiaceae	Propionibacteriaceae	4.0	37	40	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	61	2.0	1.0	#425ffa	#4856fb
Pseudomonadaceae	176	Pseudomonadaceae	Nocardiaceae	2.0	19	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	12.0	9.0	#feb562	#ff0000
Nocardiaceae	177	Nocardiaceae	Pseudomonadaceae	2.0	3	19	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	9.0	9.0	#9efaa2	#ff0000
Pseudomonadaceae	178	Pseudomonadaceae	Oxalobacteraceae	2.0	19	8	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	12.0	9.0	#feb562	#ff0000
Oxalobacteraceae	179	Oxalobacteraceae	Pseudomonadaceae	2.0	8	19	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	14.0	9.0	#ff6232	#ff0000
Rhodobacteraceae	180	Rhodobacteraceae	Listeriaceae	1.0	7	4	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	61	10.0	1.0	#beec8e	#4856fb
Listeriaceae	181	Listeriaceae	Rhodobacteraceae	1.0	4	7	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	61	10.0	1.0	#beec8e	#4856fb
Rhodobacteraceae	182	Rhodobacteraceae	Peptoniphilaceae	1.0	7	46	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	10.0	1.0	#beec8e	#4856fb
Peptoniphilaceae	183	Peptoniphilaceae	Rhodobacteraceae	1.0	46	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	10.0	1.0	#beec8e	#4856fb
Rikenellaceae	184	Rikenellaceae	Acidaminococcaceae	4.0	29	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	4.0	0.0	#01b3ec	#8000ff
Acidaminococcaceae	185	Acidaminococcaceae	Rikenellaceae	4.0	7	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	4.0	0.0	#01b3ec	#8000ff
Rikenellaceae	186	Rikenellaceae	Bacteroidaceae	5.0	29	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	4.0	0.0	#01b3ec	#8000ff
Bacteroidaceae	187	Bacteroidaceae	Rikenellaceae	5.0	47	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	4.0	0.0	#01b3ec	#8000ff
Ruminococcaceae	188	Ruminococcaceae	Cytophagaceae	3.0	43	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61	6.0	2.0	#3febd5	#10a2f0
Cytophagaceae	189	Cytophagaceae	Ruminococcaceae	3.0	8	43	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Ruminococcaceae	190	Ruminococcaceae	Eubacteriaceae	5.0	43	41	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	6.0	2.0	#3febd5	#10a2f0
Eubacteriaceae	191	Eubacteriaceae	Ruminococcaceae	5.0	41	43	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	6.0	2.0	#3febd5	#10a2f0
Sanguibacteraceae	192	Sanguibacteraceae	Dermacoccaceae	4.0	17	12	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	11.0	6.0	#ded579	#d4dd80
Dermacoccaceae	193	Dermacoccaceae	Sanguibacteraceae	4.0	12	17	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	11.0	6.0	#ded579	#d4dd80
Sanguibacteraceae	194	Sanguibacteraceae	Erysipelotrichaceae	5.0	17	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	61	11.0	6.0	#ded579	#d4dd80
Erysipelotrichaceae	195	Erysipelotrichaceae	Sanguibacteraceae	5.0	41	17	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	61	11.0	6.0	#ded579	#d4dd80
Sanguibacteraceae	196	Sanguibacteraceae	Leptotrichiaceae	5.0	17	31	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	11.0	6.0	#ded579	#d4dd80
Leptotrichiaceae	197	Leptotrichiaceae	Sanguibacteraceae	5.0	31	17	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	11.0	1.0	#ded579	#4856fb
Sanguibacteraceae	198	Sanguibacteraceae	Mycoplasmataceae	4.0	17	17	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	61	11.0	6.0	#ded579	#d4dd80
Mycoplasmataceae	199	Mycoplasmataceae	Sanguibacteraceae	4.0	17	17	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	61	15.0	6.0	#ff3219	#d4dd80
Sphingomonadaceae	200	Sphingomonadaceae	Pseudomonadaceae	3.0	13	19	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	61	12.0	9.0	#feb562	#ff0000
Pseudomonadaceae	201	Pseudomonadaceae	Sphingomonadaceae	3.0	19	13	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	61	12.0	9.0	#feb562	#ff0000
Spirochaetaceae	202	Spirochaetaceae	Eggerthellaceae	4.0	33	19	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Eggerthellaceae	203	Eggerthellaceae	Spirochaetaceae	4.0	19	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	6.0	2.0	#3febd5	#10a2f0
Spirochaetaceae	204	Spirochaetaceae	Fusobacteriaceae	5.0	33	29	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Fusobacteriaceae	205	Fusobacteriaceae	Spirochaetaceae	5.0	29	33	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Spirochaetaceae	206	Spirochaetaceae	Micrococcaceae	4.0	33	40	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Micrococcaceae	207	Micrococcaceae	Spirochaetaceae	4.0	40	33	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	61	10.0	6.0	#beec8e	#d4dd80
Spirochaetaceae	208	Spirochaetaceae	Neisseriaceae	4.0	33	36	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Neisseriaceae	209	Neisseriaceae	Spirochaetaceae	4.0	36	33	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	61	1.0	2.0	#622ffe	#10a2f0
Spirochaetaceae	210	Spirochaetaceae	Porphyromonadaceae	4.0	33	55	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Porphyromonadaceae	211	Porphyromonadaceae	Spirochaetaceae	4.0	55	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	5.0	2.0	#1fd3e1	#10a2f0
Staphylococcaceae	212	Staphylococcaceae	Aurantimonadaceae	1.0	31	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Aurantimonadaceae	213	Aurantimonadaceae	Staphylococcaceae	1.0	1	31	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Staphylococcaceae	214	Staphylococcaceae	Chromobacteriaceae	1.0	31	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Chromobacteriaceae	215	Chromobacteriaceae	Staphylococcaceae	1.0	1	31	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Staphylococcaceae	216	Staphylococcaceae	Enterobacteriaceae	2.0	31	27	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61	7.0	7.0	#5efac6	#ffa558
Enterobacteriaceae	217	Enterobacteriaceae	Staphylococcaceae	2.0	27	31	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61	15.0	7.0	#ff3219	#ffa558
Staphylococcaceae	218	Staphylococcaceae	Helicobacteraceae	1.0	31	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Helicobacteraceae	219	Helicobacteraceae	Staphylococcaceae	1.0	1	31	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptococcaceae	220	Streptococcaceae	Micrococcaceae	8.0	55	40	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	10.0	6.0	#beec8e	#d4dd80
Micrococcaceae	221	Micrococcaceae	Streptococcaceae	8.0	40	55	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	10.0	6.0	#beec8e	#d4dd80
Streptomycetaceae	222	Streptomycetaceae	Aurantimonadaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Aurantimonadaceae	223	Aurantimonadaceae	Streptomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptomycetaceae	224	Streptomycetaceae	Chromobacteriaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Chromobacteriaceae	225	Chromobacteriaceae	Streptomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptomycetaceae	226	Streptomycetaceae	Helicobacteraceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Helicobacteraceae	227	Helicobacteraceae	Streptomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptomycetaceae	228	Streptomycetaceae	Microbacteriaceae	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Microbacteriaceae	229	Microbacteriaceae	Streptomycetaceae	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptomycetaceae	230	Streptomycetaceae	Staphylococcaceae	1.0	1	31	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Staphylococcaceae	231	Staphylococcaceae	Streptomycetaceae	1.0	31	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	232	Thermoactinomycetaceae	Aurantimonadaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Aurantimonadaceae	233	Aurantimonadaceae	Thermoactinomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	234	Thermoactinomycetaceae	Chromobacteriaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Chromobacteriaceae	235	Chromobacteriaceae	Thermoactinomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	236	Thermoactinomycetaceae	Helicobacteraceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Helicobacteraceae	237	Helicobacteraceae	Thermoactinomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	238	Thermoactinomycetaceae	Microbacteriaceae	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Microbacteriaceae	239	Microbacteriaceae	Thermoactinomycetaceae	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	240	Thermoactinomycetaceae	Staphylococcaceae	1.0	1	31	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Staphylococcaceae	241	Staphylococcaceae	Thermoactinomycetaceae	1.0	31	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Thermoactinomycetaceae	242	Thermoactinomycetaceae	Streptomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Streptomycetaceae	243	Streptomycetaceae	Thermoactinomycetaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	7.0	7.0	#5efac6	#ffa558
Veillonellaceae	244	Veillonellaceae	Burkholderiaceae	3.0	55	37	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Burkholderiaceae	245	Burkholderiaceae	Veillonellaceae	3.0	37	55	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	2.0	1.0	#425ffa	#4856fb
Veillonellaceae	246	Veillonellaceae	Campylobacteraceae	5.0	55	37	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Campylobacteraceae	247	Campylobacteraceae	Veillonellaceae	5.0	37	55	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	11.0	1.0	#ded579	#4856fb
Veillonellaceae	248	Veillonellaceae	Cardiobacteriaceae	2.0	55	20	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Cardiobacteriaceae	249	Cardiobacteriaceae	Veillonellaceae	2.0	20	55	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	2.0	1.0	#425ffa	#4856fb
Veillonellaceae	250	Veillonellaceae	Cellulomonadaceae	2.0	55	6	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Cellulomonadaceae	251	Cellulomonadaceae	Veillonellaceae	2.0	6	55	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61	10.0	2.0	#beec8e	#10a2f0
Veillonellaceae	252	Veillonellaceae	Clostridiaceae	1.0	55	33	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Clostridiaceae	253	Clostridiaceae	Veillonellaceae	1.0	33	55	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61	15.0	8.0	#ff3219	#ff592d
Veillonellaceae	254	Veillonellaceae	Clostridiales Family XIII. Incertae Sedis	3.0	55	27	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	15.0	2.0	#ff3219	#10a2f0
Clostridiales Family XIII. Incertae Sedis	255	Clostridiales Family XIII. Incertae Sedis	Veillonellaceae	3.0	27	55	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	11.0	6.0	#ded579	#d4dd80
Veillonellaceae	256	Veillonellaceae	Corynebacteriaceae	2.0	55	39	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Corynebacteriaceae	257	Corynebacteriaceae	Veillonellaceae	2.0	39	55	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Veillonellaceae	258	Veillonellaceae	Eggerthellaceae	7.0	55	19	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Eggerthellaceae	259	Eggerthellaceae	Veillonellaceae	7.0	19	55	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61	6.0	2.0	#3febd5	#10a2f0
Veillonellaceae	260	Veillonellaceae	Erythrobacteraceae	1.0	55	13	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	61	15.0	2.0	#ff3219	#10a2f0
Erythrobacteraceae	261	Erythrobacteraceae	Veillonellaceae	1.0	13	55	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	61	15.0	1.0	#ff3219	#4856fb
