source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Mycoplasmatales	439	Mycoplasmatales	Propionibacteriales	1.0	17	40	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	4.0	0.0	#d4dd80	#8000ff
Propionibacteriales	440	Propionibacteriales	Neisseriales	5.0	40	36	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	1.0	3.0	#2c7ef7	#feb562
Neisseriales	441	Neisseriales	Propionibacteriales	5.0	36	40	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	442	Propionibacteriales	Pasteurellales	2.0	40	41	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Pasteurellales	443	Pasteurellales	Propionibacteriales	2.0	41	40	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5.0	0.0	#ff8143	#8000ff
Propionibacteriales	444	Propionibacteriales	Pleurocapsales	1.0	40	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Pleurocapsales	445	Pleurocapsales	Propionibacteriales	1.0	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pseudomonadales	446	Pseudomonadales	Actinomycetales	2.0	39	44	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Actinomycetales	447	Actinomycetales	Pseudomonadales	2.0	44	39	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pseudomonadales	448	Pseudomonadales	Bacillales	2.0	39	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacillales	449	Bacillales	Pseudomonadales	2.0	53	39	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pseudomonadales	450	Pseudomonadales	Bacteroidales	1.0	39	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacteroidales	451	Bacteroidales	Pseudomonadales	1.0	60	39	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pseudomonadales	452	Pseudomonadales	Burkholderiales	1.0	39	54	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Burkholderiales	453	Burkholderiales	Pseudomonadales	1.0	54	39	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	6.0	1.0	#ff0000	#01b3ec
Pseudomonadales	454	Pseudomonadales	Campylobacterales	1.0	39	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Campylobacterales	455	Campylobacterales	Pseudomonadales	1.0	37	39	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pseudomonadales	456	Pseudomonadales	Clostridiales	1.0	39	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Clostridiales	457	Clostridiales	Pseudomonadales	1.0	58	39	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pseudomonadales	458	Pseudomonadales	Corynebacteriales	2.0	39	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Corynebacteriales	459	Corynebacteriales	Pseudomonadales	2.0	43	39	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pseudomonadales	460	Pseudomonadales	Lactobacillales	1.0	39	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	3.0	#2c7ef7	#feb562
Lactobacillales	461	Lactobacillales	Pseudomonadales	1.0	61	39	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Pseudomonadales	462	Pseudomonadales	Micrococcales	1.0	39	42	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Micrococcales	463	Micrococcales	Pseudomonadales	1.0	42	39	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pseudomonadales	464	Pseudomonadales	Pasteurellales	1.0	39	41	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Pasteurellales	465	Pasteurellales	Pseudomonadales	1.0	41	39	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5.0	0.0	#ff8143	#8000ff
Pseudomonadales	466	Pseudomonadales	Propionibacteriales	1.0	39	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Propionibacteriales	467	Propionibacteriales	Pseudomonadales	1.0	40	39	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Rhizobiales	468	Rhizobiales	Actinomycetales	1.0	9	44	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	2.0	3.0	#2adddd	#feb562
Actinomycetales	469	Actinomycetales	Rhizobiales	1.0	44	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhizobiales	470	Rhizobiales	Bacillales	1.0	9	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	2.0	3.0	#2adddd	#feb562
Bacillales	471	Bacillales	Rhizobiales	1.0	53	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhizobiales	472	Rhizobiales	Chlamydiales	1.0	9	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	2.0	3.0	#2adddd	#feb562
Chlamydiales	473	Chlamydiales	Rhizobiales	1.0	8	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhizobiales	474	Rhizobiales	Chromatiales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	475	Chromatiales	Rhizobiales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	476	Rhizobiales	Corynebacteriales	2.0	9	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	2.0	3.0	#2adddd	#feb562
Corynebacteriales	477	Corynebacteriales	Rhizobiales	2.0	43	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhizobiales	478	Rhizobiales	Cytophagales	1.0	9	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	479	Cytophagales	Rhizobiales	1.0	9	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Rhizobiales	480	Rhizobiales	Desulfovibrionales	1.0	9	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	2.0	3.0	#2adddd	#feb562
Desulfovibrionales	481	Desulfovibrionales	Rhizobiales	1.0	13	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhizobiales	482	Rhizobiales	Geodermatophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	483	Geodermatophilales	Rhizobiales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	484	Rhizobiales	Hydrogenophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Hydrogenophilales	485	Hydrogenophilales	Rhizobiales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	486	Rhizobiales	Mycoplasmatales	1.0	9	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	2.0	3.0	#2adddd	#feb562
Mycoplasmatales	487	Mycoplasmatales	Rhizobiales	1.0	17	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	4.0	0.0	#d4dd80	#8000ff
Rhizobiales	488	Rhizobiales	Pleurocapsales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pleurocapsales	489	Pleurocapsales	Rhizobiales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	490	Rhizobiales	Propionibacteriales	1.0	9	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	491	Propionibacteriales	Rhizobiales	1.0	40	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Rhizobiales	492	Rhizobiales	Pseudomonadales	1.0	9	39	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pseudomonadales	493	Pseudomonadales	Rhizobiales	1.0	39	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Rhodobacterales	494	Rhodobacterales	Bacillales	1.0	7	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacillales	495	Bacillales	Rhodobacterales	1.0	53	7	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodobacterales	496	Rhodobacterales	Bacteroidales	1.0	7	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacteroidales	497	Bacteroidales	Rhodobacterales	1.0	60	7	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodobacterales	498	Rhodobacterales	Burkholderiales	1.0	7	54	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Burkholderiales	499	Burkholderiales	Rhodobacterales	1.0	54	7	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	6.0	1.0	#ff0000	#01b3ec
Rhodobacterales	500	Rhodobacterales	Campylobacterales	1.0	7	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Campylobacterales	501	Campylobacterales	Rhodobacterales	1.0	37	7	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodobacterales	502	Rhodobacterales	Eggerthellales	1.0	7	19	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Eggerthellales	503	Eggerthellales	Rhodobacterales	1.0	19	7	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodobacterales	504	Rhodobacterales	Fusobacteriales	1.0	7	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	1.0	3.0	#2c7ef7	#feb562
Fusobacteriales	505	Fusobacteriales	Rhodobacterales	1.0	33	7	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodobacterales	506	Rhodobacterales	Lactobacillales	1.0	7	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	3.0	#2c7ef7	#feb562
Lactobacillales	507	Lactobacillales	Rhodobacterales	1.0	61	7	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Rhodobacterales	508	Rhodobacterales	Rhizobiales	1.0	7	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Rhizobiales	509	Rhizobiales	Rhodobacterales	1.0	9	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhodocyclales	510	Rhodocyclales	Actinomycetales	1.0	3	44	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	511	Actinomycetales	Rhodocyclales	1.0	44	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	512	Rhodocyclales	Bacillales	1.0	3	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	513	Bacillales	Rhodocyclales	1.0	53	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodocyclales	514	Rhodocyclales	Bacteroidales	1.0	3	60	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	515	Bacteroidales	Rhodocyclales	1.0	60	3	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodocyclales	516	Rhodocyclales	Burkholderiales	2.0	3	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	517	Burkholderiales	Rhodocyclales	2.0	54	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	1.0	#ff0000	#01b3ec
Rhodocyclales	518	Rhodocyclales	Campylobacterales	1.0	3	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	519	Campylobacterales	Rhodocyclales	1.0	37	3	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	520	Rhodocyclales	Cardiobacteriales	1.0	3	20	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	521	Cardiobacteriales	Rhodocyclales	1.0	20	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	522	Rhodocyclales	Corynebacteriales	1.0	3	43	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	523	Corynebacteriales	Rhodocyclales	1.0	43	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	524	Rhodocyclales	Eggerthellales	1.0	3	19	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	525	Eggerthellales	Rhodocyclales	1.0	19	3	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Rhodocyclales	526	Rhodocyclales	Flavobacteriales	1.0	3	35	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	527	Flavobacteriales	Rhodocyclales	1.0	35	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	528	Rhodocyclales	Fusobacteriales	1.0	3	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	529	Fusobacteriales	Rhodocyclales	1.0	33	3	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	530	Rhodocyclales	Lactobacillales	1.0	3	61	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	531	Lactobacillales	Rhodocyclales	1.0	61	3	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	3.0	0.0	#7effb5	#8000ff
Rhodocyclales	532	Rhodocyclales	Mycoplasmatales	1.0	3	17	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	533	Mycoplasmatales	Rhodocyclales	1.0	17	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#d4dd80	#8000ff
Rhodocyclales	534	Rhodocyclales	Neisseriales	2.0	3	36	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	535	Neisseriales	Rhodocyclales	2.0	36	3	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	536	Rhodocyclales	Propionibacteriales	1.0	3	40	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	537	Propionibacteriales	Rhodocyclales	1.0	40	3	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Selenomonadales	538	Selenomonadales	Acidaminococcales	1.0	29	7	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Acidaminococcales	539	Acidaminococcales	Selenomonadales	1.0	7	29	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	540	Selenomonadales	Actinomycetales	7.0	29	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	541	Actinomycetales	Selenomonadales	7.0	44	29	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	542	Selenomonadales	Bacillales	1.0	29	53	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	543	Bacillales	Selenomonadales	1.0	53	29	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	544	Selenomonadales	Bacteroidales	1.0	29	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	545	Bacteroidales	Selenomonadales	1.0	60	29	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	546	Selenomonadales	Burkholderiales	2.0	29	54	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	547	Burkholderiales	Selenomonadales	2.0	54	29	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	6.0	1.0	#ff0000	#01b3ec
Selenomonadales	548	Selenomonadales	Campylobacterales	4.0	29	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	549	Campylobacterales	Selenomonadales	4.0	37	29	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	550	Selenomonadales	Cardiobacteriales	4.0	29	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	551	Cardiobacteriales	Selenomonadales	4.0	20	29	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	552	Selenomonadales	Chlamydiales	1.0	29	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Chlamydiales	553	Chlamydiales	Selenomonadales	1.0	8	29	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	554	Selenomonadales	Clostridiales	3.0	29	58	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Clostridiales	555	Clostridiales	Selenomonadales	3.0	58	29	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	556	Selenomonadales	Coriobacteriales	1.0	29	40	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Coriobacteriales	557	Coriobacteriales	Selenomonadales	1.0	40	29	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	558	Selenomonadales	Corynebacteriales	5.0	29	43	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	559	Corynebacteriales	Selenomonadales	5.0	43	29	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	560	Selenomonadales	Eggerthellales	2.0	29	19	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	561	Eggerthellales	Selenomonadales	2.0	19	29	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	562	Selenomonadales	Erysipelotrichales	1.0	29	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Erysipelotrichales	563	Erysipelotrichales	Selenomonadales	1.0	41	29	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	564	Selenomonadales	Flavobacteriales	5.0	29	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	565	Flavobacteriales	Selenomonadales	5.0	35	29	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	566	Selenomonadales	Fusobacteriales	5.0	29	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	567	Fusobacteriales	Selenomonadales	5.0	33	29	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	568	Selenomonadales	Lactobacillales	3.0	29	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	569	Lactobacillales	Selenomonadales	3.0	61	29	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	3.0	0.0	#7effb5	#8000ff
Selenomonadales	570	Selenomonadales	Micrococcales	2.0	29	42	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	571	Micrococcales	Selenomonadales	2.0	42	29	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Selenomonadales	572	Selenomonadales	Mycoplasmatales	1.0	29	17	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	573	Mycoplasmatales	Selenomonadales	1.0	17	29	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	0.0	#d4dd80	#8000ff
Selenomonadales	574	Selenomonadales	Neisseriales	4.0	29	36	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	575	Neisseriales	Selenomonadales	4.0	36	29	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	576	Selenomonadales	Rhodocyclales	1.0	29	3	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	577	Rhodocyclales	Selenomonadales	1.0	3	29	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingobacteriales	578	Sphingobacteriales	Burkholderiales	1.0	10	54	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	579	Burkholderiales	Sphingobacteriales	1.0	54	10	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	6.0	1.0	#ff0000	#01b3ec
Sphingobacteriales	580	Sphingobacteriales	Corynebacteriales	1.0	10	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	581	Corynebacteriales	Sphingobacteriales	1.0	43	10	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingobacteriales	582	Sphingobacteriales	Rhizobiales	1.0	10	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	1.0	#2c7ef7	#01b3ec
Rhizobiales	583	Rhizobiales	Sphingobacteriales	1.0	9	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
