	TAXA	sample_type	sample_color	frequency
0	Lactobacillus iners	Posterior_fornix	#8efeac	4
1	Lactobacillus kefiranofaciens	Vaginal_introitus	#ff0000	4
2	Lactobacillus vaginalis	Posterior_fornix	#8efeac	4
3	Propionibacterium humerusii	R_Retroauricular_crease	#acf59a	4
5	Gardnerella vaginalis	Vaginal_introitus	#ff0000	4
6	Finegoldia magna	R_Retroauricular_crease	#acf59a	4
7	Lactobacillus crispatus	Mid_vagina	#52f5cb	4
