	source	target	weight	edge_sample	edge_color
0	Dialister micraerophilus	Corynebacterium matruchotii	4.0	Mixed	#cccccc
1	Lactobacillus jensenii	Aerococcus christensenii	4.0	Posterior_fornix	#8efeac
2	Lactobacillus vaginalis	Corynebacterium matruchotii	4.0	Mixed	#cccccc
3	Lawsonella clevelandensis	Bacteroides vulgatus	3.0	Mixed	#cccccc
4	Parabacteroides merdae	Herbaspirillum sp. B39	4.0	Mixed	#cccccc
5	Prevotella disiens	Dialister micraerophilus	4.0	Mixed	#cccccc
6	Rothia dentocariosa	Faecalibacterium prausnitzii	3.0	Mixed	#cccccc
7	Sphingobium yanoikuyae	Herbaspirillum huttiense	4.0	Vaginal_introitus	#ff0000
8	Sphingomonas sp. MEA3-1	Bacteroides vulgatus	3.0	Mixed	#cccccc
9	Sphingomonas sp. MEA3-1	Lawsonella clevelandensis	4.0	Mixed	#cccccc
