TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus minor	Buccal_mucosa_NA	#2686f5	3	2.0	1.0	#7effb5	#4856fb
Actinomyces georgiae	Subgingival_plaque	#ffac5c	2	2.0	1.0	#7effb5	#4856fb
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	8	2.0	2.0	#7effb5	#10a2f0
Actinomyces massiliensis	Supragingival_plaque	#ff8646	8	2.0	1.0	#7effb5	#4856fb
Actinomyces meyeri	Subgingival_plaque	#ffac5c	8	2.0	2.0	#7effb5	#10a2f0
Actinomyces naeslundii	Supragingival_plaque	#ff8646	8	2.0	0.0	#7effb5	#8000ff
Actinomyces oris	Supragingival_plaque	#ff8646	12	2.0	0.0	#7effb5	#8000ff
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	12	2.0	0.0	#7effb5	#8000ff
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	12	2.0	3.0	#7effb5	#2adddd
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	9	2.0	2.0	#7effb5	#10a2f0
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	12	2.0	3.0	#7effb5	#2adddd
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	8	2.0	2.0	#7effb5	#10a2f0
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	8	2.0	2.0	#7effb5	#10a2f0
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	12	2.0	3.0	#7effb5	#2adddd
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	8	2.0	0.0	#7effb5	#8000ff
Actinomyces sp. oral taxon 180	Tongue_dorsum	#ff2f18	2	2.0	1.0	#7effb5	#4856fb
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	10	2.0	2.0	#7effb5	#10a2f0
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	4	2.0	3.0	#7effb5	#2adddd
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	10	2.0	4.0	#7effb5	#62fbc4
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10a2f0
Actinomyces viscosus	Attached	#622ffe	12	2.0	2.0	#7effb5	#10a2f0
Aggregatibacter segnis	Supragingival_plaque	#ff8646	8	2.0	0.0	#7effb5	#8000ff
Aggregatibacter sp. oral taxon 458	Saliva	#cbe486	12	2.0	1.0	#7effb5	#4856fb
Alistipes putredinis	Stool	#e8cb72	4	2.0	0.0	#7effb5	#8000ff
Alistipes shahii	Stool	#e8cb72	2	2.0	1.0	#7effb5	#4856fb
Alloprevotella rava	Saliva	#cbe486	12	2.0	3.0	#7effb5	#2adddd
Alloprevotella tannerae	Subgingival_plaque	#ffac5c	12	2.0	0.0	#7effb5	#8000ff
Anaeroglobus geminatus	Subgingival_plaque	#ffac5c	12	2.0	0.0	#7effb5	#8000ff
Atopobium parvulum	Saliva	#cbe486	12	2.0	2.0	#7effb5	#10a2f0
Atopobium rimae	Subgingival_plaque	#ffac5c	12	2.0	2.0	#7effb5	#10a2f0
