	source	target	weight	edge_sample	edge_color
0	Acidovorax avenae	Abiotrophia defectiva	2.0	Mixed	#cccccc
1	Actinobaculum sp. oral taxon 183	Abiotrophia defectiva	3.0	Mixed	#cccccc
2	Actinobaculum sp. oral taxon 183	Acidovorax avenae	2.0	Mixed	#cccccc
3	Actinomyces dentalis	Abiotrophia defectiva	2.0	Mixed	#cccccc
4	Actinomyces dentalis	Acidovorax avenae	2.0	Mixed	#cccccc
5	Actinomyces dentalis	Actinobaculum sp. oral taxon 183	2.0	Subgingival_plaque	#ffac5c
6	Actinomyces georgiae	Actinobacillus capsulatus	2.0	Mixed	#cccccc
7	Actinomyces gerencseriae	Abiotrophia defectiva	4.0	Mixed	#cccccc
8	Actinomyces gerencseriae	Actinobaculum sp. oral taxon 183	3.0	Subgingival_plaque	#ffac5c
9	Actinomyces graevenitzii	Actinobaculum sp. oral taxon 183	14.0	Mixed	#cccccc
10	Actinomyces johnsonii	Abiotrophia defectiva	5.0	Mixed	#cccccc
11	Actinomyces johnsonii	Acidovorax avenae	2.0	Mixed	#cccccc
12	Actinomyces johnsonii	Actinomyces dentalis	2.0	Subgingival_plaque	#ffac5c
13	Actinomyces johnsonii	Actinomyces gerencseriae	2.0	Subgingival_plaque	#ffac5c
14	Actinomyces massiliensis	Acidovorax avenae	2.0	Supragingival_plaque	#ff8646
15	Actinomyces massiliensis	Actinobaculum sp. oral taxon 183	7.0	Mixed	#cccccc
16	Actinomyces massiliensis	Actinomyces dentalis	2.0	Mixed	#cccccc
17	Actinomyces massiliensis	Actinomyces johnsonii	3.0	Mixed	#cccccc
18	Actinomyces meyeri	Abiotrophia defectiva	11.0	Mixed	#cccccc
19	Actinomyces meyeri	Actinobaculum sp. oral taxon 183	12.0	Subgingival_plaque	#ffac5c
20	Actinomyces meyeri	Actinomyces graevenitzii	104.0	Mixed	#cccccc
21	Actinomyces naeslundii	Actinobaculum sp. oral taxon 183	10.0	Mixed	#cccccc
22	Actinomyces naeslundii	Actinomyces gerencseriae	2.0	Mixed	#cccccc
23	Actinomyces naeslundii	Actinomyces massiliensis	6.0	Supragingival_plaque	#ff8646
24	Actinomyces naeslundii	Actinomyces meyeri	10.0	Mixed	#cccccc
25	Actinomyces odontolyticus	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
26	Actinomyces odontolyticus	Actinomyces graevenitzii	93.0	Mixed	#cccccc
27	Actinomyces odontolyticus	Actinomyces meyeri	129.0	Mixed	#cccccc
28	Actinomyces oris	Actinobaculum sp. oral taxon 183	9.0	Mixed	#cccccc
29	Actinomyces oris	Actinomyces georgiae	4.0	Mixed	#cccccc
30	Actinomyces oris	Actinomyces graevenitzii	19.0	Mixed	#cccccc
31	Actinomyces oris	Actinomyces johnsonii	6.0	Mixed	#cccccc
32	Actinomyces oris	Actinomyces meyeri	22.0	Mixed	#cccccc
33	Actinomyces oris	Actinomyces naeslundii	6.0	Supragingival_plaque	#ff8646
34	Actinomyces oris	Actinomyces odontolyticus	18.0	Mixed	#cccccc
35	Actinomyces sp. HPA0247	Actinomyces graevenitzii	55.0	Tongue_dorsum	#ff2f18
36	Actinomyces sp. HPA0247	Actinomyces johnsonii	11.0	Mixed	#cccccc
37	Actinomyces sp. HPA0247	Actinomyces meyeri	50.0	Mixed	#cccccc
38	Actinomyces sp. HPA0247	Actinomyces odontolyticus	50.0	Mixed	#cccccc
39	Actinomyces sp. HPA0247	Actinomyces oris	20.0	Mixed	#cccccc
40	Actinomyces sp. ICM39	Actinomyces graevenitzii	62.0	Tongue_dorsum	#ff2f18
41	Actinomyces sp. ICM39	Actinomyces massiliensis	8.0	Mixed	#cccccc
42	Actinomyces sp. ICM39	Actinomyces meyeri	60.0	Mixed	#cccccc
43	Actinomyces sp. ICM39	Actinomyces odontolyticus	57.0	Mixed	#cccccc
44	Actinomyces sp. ICM39	Actinomyces oris	12.0	Mixed	#cccccc
45	Actinomyces sp. ICM39	Actinomyces sp. HPA0247	43.0	Tongue_dorsum	#ff2f18
46	Actinomyces sp. ICM47	Abiotrophia defectiva	10.0	Mixed	#cccccc
47	Actinomyces sp. ICM47	Actinomyces graevenitzii	124.0	Tongue_dorsum	#ff2f18
48	Actinomyces sp. ICM47	Actinomyces johnsonii	13.0	Mixed	#cccccc
49	Actinomyces sp. ICM47	Actinomyces meyeri	110.0	Mixed	#cccccc
50	Actinomyces sp. ICM47	Actinomyces naeslundii	11.0	Mixed	#cccccc
51	Actinomyces sp. ICM47	Actinomyces odontolyticus	102.0	Mixed	#cccccc
52	Actinomyces sp. ICM47	Actinomyces oris	26.0	Mixed	#cccccc
53	Actinomyces sp. ICM47	Actinomyces sp. HPA0247	80.0	Tongue_dorsum	#ff2f18
54	Actinomyces sp. ICM47	Actinomyces sp. ICM39	72.0	Tongue_dorsum	#ff2f18
55	Actinomyces sp. ICM54	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
56	Actinomyces sp. ICM54	Actinomyces graevenitzii	71.0	Tongue_dorsum	#ff2f18
57	Actinomyces sp. ICM54	Actinomyces johnsonii	12.0	Mixed	#cccccc
58	Actinomyces sp. ICM54	Actinomyces meyeri	51.0	Mixed	#cccccc
59	Actinomyces sp. ICM54	Actinomyces naeslundii	12.0	Mixed	#cccccc
60	Actinomyces sp. ICM54	Actinomyces odontolyticus	46.0	Mixed	#cccccc
61	Actinomyces sp. ICM54	Actinomyces oris	21.0	Mixed	#cccccc
62	Actinomyces sp. ICM54	Actinomyces sp. HPA0247	87.0	Tongue_dorsum	#ff2f18
63	Actinomyces sp. ICM54	Actinomyces sp. ICM39	51.0	Tongue_dorsum	#ff2f18
64	Actinomyces sp. ICM54	Actinomyces sp. ICM47	99.0	Tongue_dorsum	#ff2f18
65	Actinomyces sp. ICM58	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
66	Actinomyces sp. ICM58	Actinomyces graevenitzii	112.0	Tongue_dorsum	#ff2f18
67	Actinomyces sp. ICM58	Actinomyces johnsonii	10.0	Mixed	#cccccc
68	Actinomyces sp. ICM58	Actinomyces meyeri	102.0	Mixed	#cccccc
69	Actinomyces sp. ICM58	Actinomyces naeslundii	13.0	Mixed	#cccccc
70	Actinomyces sp. ICM58	Actinomyces odontolyticus	81.0	Mixed	#cccccc
71	Actinomyces sp. ICM58	Actinomyces oris	19.0	Mixed	#cccccc
72	Actinomyces sp. ICM58	Actinomyces sp. HPA0247	73.0	Tongue_dorsum	#ff2f18
73	Actinomyces sp. ICM58	Actinomyces sp. ICM39	56.0	Tongue_dorsum	#ff2f18
74	Actinomyces sp. ICM58	Actinomyces sp. ICM47	138.0	Tongue_dorsum	#ff2f18
75	Actinomyces sp. ICM58	Actinomyces sp. ICM54	102.0	Tongue_dorsum	#ff2f18
76	Actinomyces sp. oral taxon 170	Abiotrophia defectiva	2.0	Mixed	#cccccc
77	Actinomyces sp. oral taxon 170	Actinobaculum sp. oral taxon 183	5.0	Mixed	#cccccc
78	Actinomyces sp. oral taxon 170	Actinomyces johnsonii	3.0	Mixed	#cccccc
79	Actinomyces sp. oral taxon 170	Actinomyces naeslundii	2.0	Supragingival_plaque	#ff8646
80	Actinomyces sp. oral taxon 171	Actinobaculum sp. oral taxon 183	9.0	Mixed	#cccccc
81	Actinomyces sp. oral taxon 171	Actinomyces graevenitzii	29.0	Mixed	#cccccc
82	Actinomyces sp. oral taxon 171	Actinomyces johnsonii	7.0	Mixed	#cccccc
83	Actinomyces sp. oral taxon 171	Actinomyces meyeri	46.0	Mixed	#cccccc
84	Actinomyces sp. oral taxon 171	Actinomyces naeslundii	9.0	Supragingival_plaque	#ff8646
85	Actinomyces sp. oral taxon 171	Actinomyces odontolyticus	38.0	Mixed	#cccccc
86	Actinomyces sp. oral taxon 171	Actinomyces oris	17.0	Supragingival_plaque	#ff8646
87	Actinomyces sp. oral taxon 171	Actinomyces sp. HPA0247	27.0	Mixed	#cccccc
88	Actinomyces sp. oral taxon 171	Actinomyces sp. ICM39	27.0	Mixed	#cccccc
89	Actinomyces sp. oral taxon 171	Actinomyces sp. ICM47	47.0	Mixed	#cccccc
90	Actinomyces sp. oral taxon 171	Actinomyces sp. ICM54	30.0	Mixed	#cccccc
91	Actinomyces sp. oral taxon 171	Actinomyces sp. ICM58	29.0	Mixed	#cccccc
92	Actinomyces sp. oral taxon 172	Actinomyces graevenitzii	37.0	Tongue_dorsum	#ff2f18
93	Actinomyces sp. oral taxon 172	Actinomyces meyeri	26.0	Mixed	#cccccc
94	Actinomyces sp. oral taxon 172	Actinomyces odontolyticus	26.0	Mixed	#cccccc
95	Actinomyces sp. oral taxon 172	Actinomyces sp. HPA0247	40.0	Tongue_dorsum	#ff2f18
96	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM39	25.0	Tongue_dorsum	#ff2f18
97	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM47	44.0	Tongue_dorsum	#ff2f18
98	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM54	39.0	Tongue_dorsum	#ff2f18
99	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM58	34.0	Tongue_dorsum	#ff2f18
