	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Actinomyces gerencseriae	Abiotrophia defectiva	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
1	Abiotrophia defectiva	Actinomyces gerencseriae	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
2	Actinomyces naeslundii	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
3	[Pasteurella] pneumotropica	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
4	Actinomyces sp. oral taxon 171	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
5	[Pasteurella] pneumotropica	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
6	Actinomyces sp. oral taxon 175	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
7	[Pasteurella] pneumotropica	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
8	Actinomyces viscosus	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
9	[Pasteurella] pneumotropica	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
10	Aggregatibacter actinomycetemcomitans	[Pasteurella] pneumotropica	3.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5
11	[Pasteurella] pneumotropica	Aggregatibacter actinomycetemcomitans	3.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5
12	Aggregatibacter actinomycetemcomitans	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
13	Actinomyces naeslundii	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
14	Aggregatibacter actinomycetemcomitans	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
15	Actinomyces sp. oral taxon 171	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
16	Aggregatibacter actinomycetemcomitans	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
17	Actinomyces sp. oral taxon 175	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
18	Aggregatibacter actinomycetemcomitans	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
19	Actinomyces viscosus	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
20	Aggregatibacter segnis	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
21	Actinomyces naeslundii	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
22	Aggregatibacter segnis	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
23	Actinomyces sp. oral taxon 171	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
24	Aggregatibacter segnis	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
25	Actinomyces sp. oral taxon 175	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
26	Aggregatibacter segnis	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
27	Actinomyces viscosus	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
28	Campylobacter gracilis	Actinomyces oris	2.0	3	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
29	Actinomyces oris	Campylobacter gracilis	2.0	2	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
30	Campylobacter rectus	[Pasteurella] pneumotropica	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
31	[Pasteurella] pneumotropica	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
32	Campylobacter rectus	Aggregatibacter actinomycetemcomitans	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
33	Aggregatibacter actinomycetemcomitans	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
34	Campylobacter rectus	Aggregatibacter segnis	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
35	Aggregatibacter segnis	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
36	Campylobacter showae	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
37	Campylobacter gracilis	Campylobacter showae	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
38	Capnocytophaga sp. oral taxon 326	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
39	Campylobacter gracilis	Capnocytophaga sp. oral taxon 326	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
40	Capnocytophaga sp. oral taxon 329	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
41	Campylobacter gracilis	Capnocytophaga sp. oral taxon 329	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
42	Capnocytophaga sp. oral taxon 332	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
43	[Pasteurella] pneumotropica	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
44	Capnocytophaga sp. oral taxon 332	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
45	Aggregatibacter actinomycetemcomitans	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
46	Capnocytophaga sp. oral taxon 332	Aggregatibacter sp. oral taxon 458	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
47	Aggregatibacter sp. oral taxon 458	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
48	Capnocytophaga sp. oral taxon 338	Abiotrophia defectiva	3.0	4	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
49	Abiotrophia defectiva	Capnocytophaga sp. oral taxon 338	3.0	3	4	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
50	Corynebacterium matruchotii	Abiotrophia defectiva	3.0	4	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
51	Abiotrophia defectiva	Corynebacterium matruchotii	3.0	3	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
52	Filifactor alocis	Capnocytophaga sp. oral taxon 863	2.0	2	3	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	5
53	Capnocytophaga sp. oral taxon 863	Filifactor alocis	2.0	3	2	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	5
54	Fusobacterium sp. CM22	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
55	Aggregatibacter segnis	Fusobacterium sp. CM22	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
56	Fusobacterium sp. CM22	Capnocytophaga sp. oral taxon 863	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
57	Capnocytophaga sp. oral taxon 863	Fusobacterium sp. CM22	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
58	Gemella morbillorum	Abiotrophia defectiva	3.0	4	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
59	Abiotrophia defectiva	Gemella morbillorum	3.0	3	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
60	Haemophilus paraphrohaemolyticus	Granulicatella elegans	2.0	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	5
61	Granulicatella elegans	Haemophilus paraphrohaemolyticus	2.0	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	5
62	Kingella oralis	Actinomyces naeslundii	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
63	Actinomyces naeslundii	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
64	Kingella oralis	Actinomyces sp. oral taxon 171	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
65	Actinomyces sp. oral taxon 171	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
66	Kingella oralis	Actinomyces sp. oral taxon 175	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
67	Actinomyces sp. oral taxon 175	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
68	Kingella oralis	Actinomyces viscosus	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
69	Actinomyces viscosus	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
70	Kingella oralis	Aggregatibacter segnis	3.0	3	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
71	Aggregatibacter segnis	Kingella oralis	3.0	3	3	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
72	Kingella oralis	Campylobacter rectus	2.0	3	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
73	Campylobacter rectus	Kingella oralis	2.0	2	3	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
74	Kingella oralis	Fusobacterium sp. CM22	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
75	Fusobacterium sp. CM22	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
76	Leptotrichia buccalis	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	5
77	Faecalibacterium prausnitzii	Leptotrichia buccalis	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	5
78	Leptotrichia buccalis	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	5
79	Gardnerella vaginalis	Leptotrichia buccalis	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	5
80	Leptotrichia goodfellowii	Centipeda periodontii	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
81	Centipeda periodontii	Leptotrichia goodfellowii	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
82	Leptotrichia hofstadii	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	5
83	Faecalibacterium prausnitzii	Leptotrichia hofstadii	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	5
84	Leptotrichia hofstadii	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	5
85	Gardnerella vaginalis	Leptotrichia hofstadii	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	5
86	Leptotrichia hofstadii	Leptotrichia buccalis	3.0	3	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
87	Leptotrichia buccalis	Leptotrichia hofstadii	3.0	3	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5
88	Leptotrichia shahii	Faecalibacterium prausnitzii	2.0	3	2	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	5
89	Faecalibacterium prausnitzii	Leptotrichia shahii	2.0	2	3	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	5
90	Leptotrichia shahii	Gardnerella vaginalis	2.0	3	2	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	5
91	Gardnerella vaginalis	Leptotrichia shahii	2.0	2	3	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	5
92	Leptotrichia shahii	Lachnospiraceae bacterium oral taxon 082	3.0	3	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
93	Lachnospiraceae bacterium oral taxon 082	Leptotrichia shahii	3.0	5	3	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
94	Leptotrichia sp. oral taxon 225	Centipeda periodontii	2.0	2	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5
95	Centipeda periodontii	Leptotrichia sp. oral taxon 225	2.0	3	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5
96	Leptotrichia trevisanii	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	5
97	Faecalibacterium prausnitzii	Leptotrichia trevisanii	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	5
98	Leptotrichia trevisanii	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	5
99	Gardnerella vaginalis	Leptotrichia trevisanii	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	5
100	Leptotrichia trevisanii	Lachnospiraceae bacterium oral taxon 082	3.0	3	5	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	5
101	Lachnospiraceae bacterium oral taxon 082	Leptotrichia trevisanii	3.0	5	3	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	5
102	Leptotrichia trevisanii	Leptotrichia shahii	3.0	3	3	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	5
103	Leptotrichia shahii	Leptotrichia trevisanii	3.0	3	3	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	5
104	Leptotrichia wadei	Faecalibacterium prausnitzii	2.0	5	2	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	5
105	Faecalibacterium prausnitzii	Leptotrichia wadei	2.0	2	5	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	5
106	Leptotrichia wadei	Gardnerella vaginalis	2.0	5	2	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	5
107	Gardnerella vaginalis	Leptotrichia wadei	2.0	2	5	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	5
108	Leptotrichia wadei	Lachnospiraceae bacterium oral taxon 082	3.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
109	Lachnospiraceae bacterium oral taxon 082	Leptotrichia wadei	3.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
110	Leptotrichia wadei	Leptotrichia shahii	3.0	5	3	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
111	Leptotrichia shahii	Leptotrichia wadei	3.0	3	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5
112	Leptotrichia wadei	Leptotrichia trevisanii	3.0	5	3	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	5
113	Leptotrichia trevisanii	Leptotrichia wadei	3.0	3	5	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	5
114	Megasphaera micronuciformis	Alloprevotella rava	3.0	5	5	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	5
115	Alloprevotella rava	Megasphaera micronuciformis	3.0	5	5	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	5
116	Megasphaera micronuciformis	Leptotrichia sp. oral taxon 879	2.0	5	2	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	5
117	Leptotrichia sp. oral taxon 879	Megasphaera micronuciformis	2.0	2	5	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	5
118	Neisseria flavescens	Alloprevotella tannerae	3.0	4	4	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	5
119	Alloprevotella tannerae	Neisseria flavescens	3.0	4	4	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	5
120	Neisseria gonorrhoeae	Campylobacter gracilis	2.0	2	3	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc	5
121	Campylobacter gracilis	Neisseria gonorrhoeae	2.0	3	2	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc	5
122	Neisseria lactamica	Leptotrichia goodfellowii	3.0	3	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	5
123	Leptotrichia goodfellowii	Neisseria lactamica	3.0	4	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	5
124	Neisseria mucosa	Neisseria flavescens	3.0	3	4	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	5
125	Neisseria flavescens	Neisseria mucosa	3.0	4	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	5
126	Neisseria polysaccharea	Actinomyces oris	2.0	3	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	5
127	Actinomyces oris	Neisseria polysaccharea	2.0	2	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	5
128	Neisseria polysaccharea	Campylobacter gracilis	3.0	3	3	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	5
129	Campylobacter gracilis	Neisseria polysaccharea	3.0	3	3	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	5
130	Neisseria polysaccharea	Campylobacter showae	3.0	3	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	5
131	Campylobacter showae	Neisseria polysaccharea	3.0	4	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	5
132	Neisseria polysaccharea	Capnocytophaga sp. oral taxon 326	3.0	3	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	5
133	Capnocytophaga sp. oral taxon 326	Neisseria polysaccharea	3.0	4	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	5
134	Neisseria polysaccharea	Capnocytophaga sp. oral taxon 329	3.0	3	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	5
135	Capnocytophaga sp. oral taxon 329	Neisseria polysaccharea	3.0	4	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	5
136	Neisseria polysaccharea	Neisseria gonorrhoeae	2.0	3	2	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	5
137	Neisseria gonorrhoeae	Neisseria polysaccharea	2.0	2	3	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	5
138	Neisseria sicca	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
139	Actinomyces naeslundii	Neisseria sicca	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
140	Neisseria sicca	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
141	Actinomyces sp. oral taxon 171	Neisseria sicca	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
142	Neisseria sicca	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
143	Actinomyces sp. oral taxon 175	Neisseria sicca	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
144	Neisseria sicca	Actinomyces sp. oral taxon 180	3.0	3	4	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	5
145	Actinomyces sp. oral taxon 180	Neisseria sicca	3.0	4	3	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	5
146	Neisseria sicca	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5
147	Actinomyces viscosus	Neisseria sicca	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	5
148	Neisseria sicca	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
149	Campylobacter rectus	Neisseria sicca	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
150	Neisseria sicca	candidate division SR1 bacterium RAAC1_SR1_1	2.0	3	2	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	5
151	candidate division SR1 bacterium RAAC1_SR1_1	Neisseria sicca	2.0	2	3	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	5
152	Neisseria sicca	Dialister invisus	3.0	3	4	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	5
153	Dialister invisus	Neisseria sicca	3.0	4	3	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	5
154	Neisseria sicca	Eubacterium brachy	3.0	3	4	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5
155	Eubacterium brachy	Neisseria sicca	3.0	4	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5
