	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
171	Actinomyces meyeri	Gemella sanguinis	3.0	6	4	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	8
172	Gemella sanguinis	Capnocytophaga sp. oral taxon 332	3.0	4	8	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	8
173	Capnocytophaga sp. oral taxon 332	Gemella sanguinis	3.0	8	4	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	8
174	Gemella sanguinis	Carnobacterium maltaromaticum	3.0	4	4	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	8
175	Carnobacterium maltaromaticum	Gemella sanguinis	3.0	4	4	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	8
176	Granulicatella adiacens	Capnocytophaga granulosa	5.0	8	8	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	8
177	Capnocytophaga granulosa	Granulicatella adiacens	5.0	8	8	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	8
178	Granulicatella adiacens	Gemella morbillorum	6.0	8	8	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	8
179	Gemella morbillorum	Granulicatella adiacens	6.0	8	8	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	8
180	Granulicatella elegans	Alloprevotella tannerae	3.0	5	4	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	8
181	Alloprevotella tannerae	Granulicatella elegans	3.0	4	5	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	8
182	Granulicatella elegans	Campylobacter curvus	3.0	5	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	8
183	Campylobacter curvus	Granulicatella elegans	3.0	4	5	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	8
184	Haemophilus haemolyticus	Capnocytophaga sp. oral taxon 326	5.0	7	8	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	8
