TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinobaculum	Subgingival_plaque	#ffac5c	11	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Afipia	Anterior_nares	#8000ff	2	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Alistipes	Stool	#e8cb72	3	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Bacillus	Anterior_nares	#8000ff	2	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Bradyrhizobium	Anterior_nares	#8000ff	2	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Brochothrix	Saliva	#cbe486	2	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	6	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	5	6.0	0.0	#d4dd80	#8000ff	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	15	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	6	5.0	6.0	#9bfba5	#ff703a	Mixed	#cccccc
Citrobacter	Anterior_nares	#8000ff	1	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Conchiformibius	R_Retroauricular_crease	#acf59a	2	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	15	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Dolosigranulum	Anterior_nares	#8000ff	2	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	13	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	3	2.0	1.0	#10a2f0	#386df9	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	8	1.0	4.0	#4856fb	#a2f9a0	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	15	6.0	0.0	#d4dd80	#8000ff	Mixed	#cccccc
