TAXA	Abiotrophia	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Aggregatibacter	Alistipes	Alloprevotella	Anaeroglobus	Atopobium	Avibacterium	Bacteroides	Bifidobacterium	Blautia	Brochothrix	Bulleidia	Butyrivibrio	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Catonella	Centipeda	Chryseobacterium	Clostridium	Corynebacterium	Cryptobacterium	Dialister	Eggerthia	Eikenella	Escherichia	Eubacterium	Faecalibacterium	Filifactor	Fusobacterium	Gallibacterium	Gardnerella	Gemella	Granulicatella	Haemophilus	Hallella	Isoptericola	Johnsonella	Kingella	Kytococcus	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Leuconostoc	Mannheimia	Megasphaera	Mitsuokella	Mobiluncus	Morococcus	Mycoplasma	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Ottowia	Parabacteroides	Paraprevotella	Parvimonas	Pasteurella	Pectobacterium	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Porphyrobacter	Porphyromonas	Prevotella	Propionibacterium	Pseudomonas	Psychrobacter	Riemerella	Roseburia	Rothia	Ruminiclostridium	Sanguibacter	Scardovia	Selenomonas	Serratia	Simonsiella	Slackia	Solobacterium	Stomatobaculum	Tannerella	Treponema	Trueperella	Veillonella	Vibrio	Xenorhabdus	Xylanimonas
Eggerthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8164965809277263	0.9788387324595678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.921053872223403	0.0	0.0	0.9454767426122532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9570202978345286	0.0	0.0	0.0	0.0	0.9715397206682799	0.0	0.0	0.0	0.0	0.8798521998883075	0.0	0.0	0.0
Eikenella	0.8288789289037879	0.0	0.0	0.9729830783318838	0.0	0.0	0.0	0.9626100547261414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.830976320877373	0.9891041916958884	0.0	0.0	0.0	0.9417197182355405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9601148518833003	0.0	0.0	0.0	0.9417197182355405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9531297423160663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9652907408769629	0.0	0.0	0.0	0.0	0.0	0.0	0.8137526474305933	0.0	0.0	0.0	0.8523358013529805	0.0	0.0	0.9576256492464617	0.9607673789042388	0.0	0.9771015514031404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8879529351832787	0.9194969233854319	0.0	0.0	0.0	0.0	0.0
Escherichia	0.0	0.0	0.0	0.0	0.919280269851249	0.0	0.0	0.0	0.0	0.900812018713448	0.0	0.0	1.0	0.0	0.999562011804672	0.0	0.0	0.0	0.0	0.0	0.8490391280520837	0.0	0.8315218406203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.8043901807320061	0.9349534378964993	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.9768308314557045	0.9542058149170172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993762344751218	1.0	0.0	0.0	0.0	0.0	0.9731217906395251	0.0	0.9333770864097458	1.0	0.0	0.0	0.0	0.8757059769312219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.8528750601049073	0.0	0.8358643439703074	0.9139662365689195	0.0	0.0	0.0	0.8871861095750903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9297201863267892	0.9555846493226176	0.0	0.0	0.0	0.9251322996540106	0.0	0.0	0.0	0.0	0.0	0.9601148518833003	0.0	0.0	0.0	0.0	0.0	0.9251322996540106	0.0	0.0	0.0	0.8180295089811063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9286875832155209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9768432353875949	0.0	0.0	0.0	0.0	0.0	0.0	0.9174234629095708	0.0	0.0	0.0	0.8701271814472188	0.0	0.0	0.9563085021807363	0.9613917876970138	0.0	0.8894576540745607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.815114839398386	0.0	0.0	0.0	0.8356091885963295	0.9500587326741607	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	0.0	0.0	0.850690843762161	0.0	0.0	0.9388673175109745	0.8790560714216806	0.0	0.0	0.0	0.0	0.9173664174494593	0.0	0.0	0.0	0.8877210046144892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9461725566042652	0.8675393374758618	0.9836112880999988	0.0	0.8624276931124265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8234525634618591	0.0	0.0	0.0	0.0	0.0	0.9836112880999988	0.0	0.9496149067490631	0.0	0.0	0.8619355325027578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9958152077788769	0.0	0.9819119385848808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498993015313886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9303605832783783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8635857727435622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8913100562278509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.909996654451137	0.0	0.0	0.0	0.0	0.9570463323293013	0.0	0.0	0.8195557284891352	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8161179414175705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallibacterium	0.8159569869856776	0.0	0.0	0.9139829860157396	0.0	0.0	0.0	0.9177714418893741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9143935887675247	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9417197182355405	0.0	0.9251322996540106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.912227682711364	0.0	0.0	0.0	0.0	0.0	0.8161516800078897	0.0	0.0	0.0	0.0	0.0	0.0	0.8600732686214938	0.0	0.9302402327869645	0.0	0.0	0.0	0.0	0.0	0.0	0.8053872662568292	0.0	0.0	0.0	0.8984779183888729	0.0	0.0	0.9938837346736188	0.9250468006445616	0.0	0.9138740608910739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8170469523700677	0.0	0.0	0.0	0.0	0.0
Gardnerella	0.0	0.0	0.0	0.0	0.919280269851249	0.0	0.0	0.0	0.0	0.900812018713448	0.0	0.0	1.0	0.0	0.999562011804672	0.0	0.0	0.0	0.0	0.0	0.8490391280520837	0.0	0.8315218406203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.8043901807320061	0.9349534378964993	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.9768308314557045	0.9542058149170172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993762344751218	1.0	0.0	0.0	0.0	0.0	0.9731217906395251	0.0	0.9333770864097458	1.0	0.0	0.0	0.0	0.8757059769312219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8901322357126049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.8302697708338572	0.0	0.9369781102555358	0.0	0.0	0.9503861906633992	0.8291868048451689	0.0	0.0	0.0	0.0	0.8800335920182132	0.0	0.0	0.0	0.8757927669021079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9461725566042652	0.0	0.0	0.0	0.0	0.8901322357126049	0.0	0.9454422460856149	0.9336076853985015	0.0	0.9409723752359609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8708506978841186	0.0	0.0	0.0	0.0	0.0	0.9336076853985015	0.0	0.8983642604485956	0.8498154108866324	0.0	0.8685815205124722	0.0	0.8776282394467707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9421735679429919	0.0	0.9283256345367642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haemophilus	0.9489691085402377	0.0	0.9992960316583686	0.0	0.0	0.9767425826075222	0.8691163347108048	0.0	0.0	0.0	0.0	0.8933259615189939	0.0	0.0	0.0	0.0	0.0	0.0	0.858001463784075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180295089811063	0.8675393374758618	0.0	0.0	0.0	0.0	0.0	0.9454422460856149	0.0	0.8163691404177926	0.0	0.89467795289887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9032689452248424	0.0	0.870586455323016	0.8033990496389207	0.0	0.0	0.8163691404177926	0.0	0.889470104870688	0.9481796323935965	0.0	0.9547971214204495	0.0	0.929400373570213	0.0	0.0	0.8237292987330287	0.0	0.0	0.0	0.0	0.0	0.0	0.8830493207754984	0.0	0.8511783616476087	0.0	0.0	0.0	0.0	0.9050980046960331	0.0	0.0	0.0	0.0	0.8350108446016127	0.0	0.0	0.0	0.0	0.0
Hallella	0.0	0.0	0.8000000000000003	0.0	0.0	0.883928134376845	0.0	0.0	0.0	0.0	0.0	0.8377689203627271	0.0	0.0	0.0	0.9471804812612035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9836112880999988	0.0	0.0	0.0	0.0	0.0	0.9336076853985015	0.8163691404177926	0.0	0.0	0.8916398686260065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8159371450409245	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.8957603668643018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683296637314889	0.0	0.9693630921740699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isoptericola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8105293383811408	0.0	0.0	0.907959384500452	0.0	0.9075617090082019	0.0	0.0	0.0	0.0	0.0	0.804632394860447	0.0	0.8183436998901042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.9303605832783783	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8115026712006889	0.0	0.8539228234410925	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.907959384500452	0.907959384500452	0.0	0.0	0.0	0.0	0.8869227204895851	0.9873358193168282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90739303073841	0.907959384500452	0.0	0.0	0.0	0.0	0.8995470088978919	0.0	0.9819226195043439	0.907959384500452	0.0	0.0	0.0	0.9901870967991668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Johnsonella	0.8644655876337408	0.0	0.8947251276869959	0.0	0.0	0.8655066454461935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9358805758751201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.912227682711364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8624276931124265	0.0	0.0	0.912227682711364	0.0	0.0	0.9409723752359609	0.89467795289887	0.8916398686260065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9384223790704117	0.0	0.8459964375875269	0.0	0.0	0.0	0.8916398686260065	0.0	0.0	0.8152381610342876	0.0	0.0	0.0	0.9379567695415575	0.0	0.0	0.9104192233631938	0.0	0.0	0.0	0.0	0.0	0.0	0.8435891746035447	0.0	0.8544224118363719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942913825377786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498914106770281	0.0	0.0	0.0	0.0	0.0	0.0	0.8986344593377877	0.0	0.0	0.0	0.0	0.0	0.8399914287026216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kytococcus	0.0	0.0	0.0	0.0	0.8183422718130187	0.0	0.0	0.0	0.0	0.8856536452163875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8115026712006889	0.0	0.0	0.0	0.8283695352374585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8289023301026963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8498465024167026	0.0	0.847254822983565	0.0	0.0	0.0	0.0	0.8195303093452775	0.0	0.0	0.0	0.0	0.0	0.0	0.8509629433967631
Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.9297532292792441	0.0	0.0	0.0	0.0	0.964057087805451	0.0	0.0	0.8043901807320061	0.0	0.8040378673284067	0.0	0.0	0.0	0.0	0.0	0.9886362033631433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8043901807320061	0.0	0.0	0.0	0.0	0.0	0.8043901807320061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8283695352374585	0.0	0.0	0.0	0.0	0.0	0.8043901807320061	0.0	0.0	0.8043901807320061	0.8043901807320061	0.0	0.0	0.0	0.0	0.0	0.8329892966808454	0.0	0.0	0.0	0.0	0.0	0.0	0.8703882797784892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8038884298687146	0.8043901807320061	0.0	0.0	0.0	0.0	0.9120335058507203	0.0	0.8626869128422845	0.8043901807320061	0.0	0.0	0.0	0.8020853992920693	0.0	0.0	0.0	0.0	0.0	0.0	0.9012070866857737
Lactobacillus	0.0	0.0	0.0	0.0	0.8128402511533104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349534378964993	0.0	0.9364868581202985	0.0	0.0	0.0	0.0	0.0	0.8022344607173437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349534378964993	0.0	0.0	0.0	0.0	0.0	0.9349534378964993	0.0	0.0	0.0	0.0	0.8539228234410925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349534378964993	0.0	0.0	0.9349534378964993	0.9349534378964993	0.0	0.0	0.0	0.0	0.8992407080495322	0.8978710015591673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9366887827655767	0.9349534378964993	0.0	0.0	0.0	0.0	0.882835333255562	0.0	0.8684686152359136	0.9349534378964993	0.0	0.0	0.0	0.8241292491531654	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8832304409477963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9256597677105338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lautropia	0.8456401201380046	0.8154797605590246	0.0	0.9038691988284847	0.0	0.0	0.0	0.8773156758334727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8891293578039288	0.9544152698010246	0.0	0.0	0.0	0.8161516800078897	0.0	0.0	0.0	0.0	0.0	0.9531297423160663	0.0	0.9286875832155209	0.0	0.0	0.0	0.8161516800078897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9465377766772045	0.0	0.0	0.0	0.0	0.0	0.0	0.8251943937911976	0.0	0.0	0.0	0.0	0.0	0.0	0.860222840807309	0.890415345499389	0.0	0.9237600135862715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831425290347396	0.0	0.0	0.0	0.8850732961917602	0.9711175953004212	0.0	0.0	0.0	0.0	0.0
Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9310858206504853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498914106770281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8531281334469903	0.0	0.0	0.0	0.0	0.0	0.9370518633440781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc	0.0	0.0	0.0	0.0	0.919280269851249	0.0	0.0	0.0	0.0	0.900812018713448	0.0	0.0	1.0	0.0	0.999562011804672	0.0	0.0	0.0	0.0	0.0	0.8490391280520837	0.0	0.8315218406203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.8043901807320061	0.9349534378964993	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.9768308314557045	0.9542058149170172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993762344751218	1.0	0.0	0.0	0.0	0.0	0.9731217906395251	0.0	0.9333770864097458	1.0	0.0	0.0	0.0	0.8757059769312219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mannheimia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8087360843031886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8215838362577492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9058809800746009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8635857727435622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8383367893602528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9106093174684715	0.0	0.0	0.0
Mitsuokella	0.0	0.0	0.0	0.0	0.919280269851249	0.0	0.0	0.0	0.0	0.900812018713448	0.0	0.0	1.0	0.0	0.999562011804672	0.0	0.0	0.0	0.0	0.0	0.8490391280520837	0.0	0.8315218406203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.8043901807320061	0.9349534378964993	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9768308314557045	0.9542058149170172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993762344751218	1.0	0.0	0.0	0.0	0.0	0.9731217906395251	0.0	0.9333770864097458	1.0	0.0	0.0	0.0	0.8757059769312219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mobiluncus	0.0	0.0	0.0	0.0	0.919280269851249	0.0	0.0	0.0	0.0	0.900812018713448	0.0	0.0	1.0	0.0	0.999562011804672	0.0	0.0	0.0	0.0	0.0	0.8490391280520837	0.0	0.8315218406203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.907959384500452	0.0	0.0	0.0	0.8043901807320061	0.9349534378964993	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9768308314557045	0.9542058149170172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993762344751218	1.0	0.0	0.0	0.0	0.0	0.9731217906395251	0.0	0.9333770864097458	1.0	0.0	0.0	0.0	0.8757059769312219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morococcus	0.94304145478121	0.0	0.9065968278232488	0.0	0.0	0.8764345497595115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8543296420360385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8600732686214938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8234525634618591	0.0	0.0	0.8600732686214938	0.0	0.0	0.8708506978841186	0.9032689452248424	0.8159371450409245	0.0	0.9384223790704117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8750555856861043	0.0	0.0	0.0	0.8159371450409245	0.0	0.0	0.8273821811003481	0.897315461837001	0.8784585919193315	0.0	0.9545819788889429	0.0	0.0	0.8759193219971554	0.0	0.0	0.0	0.0	0.0	0.0	0.808577922366164	0.0	0.8030610298589518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8723932597649453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8986344593377877	0.0	0.0	0.0	0.0	0.0	0.8531281334469903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
