TAXA	Abiotrophia	Actinobacillus	Actinobaculum	Actinomyces	Aggregatibacter	Akkermansia	Alistipes	Alloprevotella	Anaeroglobus	Atopobium	Bacteroides	Barnesiella	Brochothrix	Bulleidia	Butyricimonas	Campylobacter	Capnocytophaga	Carnobacterium	Catonella	Cellulomonas	Centipeda	Chlamydia	Clostridium	Corynebacterium	Dialister	Eggerthia	Eikenella	Eubacterium	Faecalibacterium	Filifactor	Finegoldia	Fusobacterium	Gemella	Gordonibacter	Granulicatella	Haemophilus	Isoptericola	Johnsonella	Kingella	Kytococcus	Lachnoanaerobaculum	Lactococcus	Lautropia	Leptotrichia	Leuconostoc	Mannheimia	Megasphaera	Mogibacterium	Morococcus	Mycoplasma	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Parabacteroides	Paraprevotella	Parvimonas	Pasteurella	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Porphyrobacter	Porphyromonas	Prevotella	Pseudomonas	Pseudoramibacter	Psychrobacter	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Sanguibacter	Selenomonas	Simonsiella	Slackia	Solobacterium	Stomatobaculum	Sutterella	Tannerella	Treponema	Trueperella	Varibaculum	Veillonella	Xylanimonas
Gemella	0.0	0.8454527262055339	0.8265637254366205	0.0	0.871940687472292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9465618095959841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8454527262055339	0.0	0.0	0.0	0.0	0.8588014520282394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9305192344794816	0.0	0.9796048412573433	0.0	0.0	0.9548948818992435	0.0	0.0	0.0	0.0	0.0	0.8578707687013416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9541732815790326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8567373142345787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8701940751106704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haemophilus	0.0	0.9704403764515626	0.8350714900902414	0.0	0.9331850749690405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9465618095959841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9704403764515626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9635959626144217	0.0	0.8999629530740387	0.0	0.0	0.9717881030488174	0.0	0.0	0.0	0.0	0.0	0.9508921062392771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isoptericola	0.0	0.0	0.0	0.8726014851135298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8336327106418717	0.0	0.0	0.0	0.0	0.0	0.0	0.8780141361143717
Johnsonella	0.8041943476478624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8250286473253896	0.8998735001758111	0.0	0.0	0.0	0.0	0.9429720115947837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9117943697500792	0.0	0.9555096552690552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9286396732654956	0.8799793991623499	0.0	0.0	0.0	0.8862268601059299	0.0	0.0	0.0	0.0	0.9656566055490435	0.0	0.0	0.0	0.0	0.8783100656536802	0.0	0.0	0.8783100656536802	0.0	0.8783100656536802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914552092531594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.8668900159392174	0.0	0.0	0.0	0.8612700690519883	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.0	0.825286380623508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8285533801865559	0.0	0.8677218312746252	0.0	0.0	0.8677218312746252	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8440849390180323	0.0	0.8677218312746252	0.852941176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0
Kytococcus	0.0	0.0	0.0	0.930335792248355	0.0	0.0	0.0	0.0	0.0	0.8608524853404848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480264949694748	0.0	0.0	0.0	0.0	0.839974011342963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9006830928757698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480264949694748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9288925556342325	0.0	0.0	0.0	0.0	0.0	0.0	0.9655767998617529
Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.827419847210567	0.0	0.0	0.0	0.0	0.0	0.8647109683889639	0.0	0.0	0.8631331197264411	0.0	0.0	0.0	0.0	0.8631331197264411	0.8839493192319284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8286733639162525	0.0	0.0	0.8631331197264411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9675746474861429	0.0	0.0	0.0	0.0	0.0	0.8631331197264411	0.0	0.0
Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9012399087525516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lautropia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8469279723578513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8567373142345787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8075023308258105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9528757504104509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8619388064119399	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8866206949335727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mannheimia	0.0	1.0000000000000002	0.0	0.0	0.8852934865509083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8454527262055339	0.0	0.0	0.9704403764515626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9052060501957758	0.0	0.0	0.0	0.0	0.9312613203592919	0.0	0.0	0.0	0.0	0.0	0.9434680999214939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.8829020565992793	0.0	0.0	0.0	0.0	0.0	0.9422723936499906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9421987888157344	0.0	0.0	0.0	0.0	0.9547489686654818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9006830928757698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9421987888157344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8586112844866101	0.0	0.8707102319974461	0.0	0.9225382407850358	0.0	0.0	0.8944781172089082
Mogibacterium	0.9063500381548117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8336864716716061	0.0	0.0	0.0	0.92185901284704	0.9869535896505919	0.0	0.0	0.0	0.0	0.0	0.0	0.8439315062251314	0.0	0.0	0.0	0.0	0.0	0.0	0.9906836935845851	0.0	0.9936463115639773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9286396732654956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9707598578834227	0.0	0.0	0.0	0.9838948255761096	0.0	0.0	0.0	0.0	0.9455325888791438	0.0	0.0	0.0	0.0	0.9813938615610089	0.0	0.0	0.9813938615610089	0.0	0.9813938615610089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9669712537432829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morococcus	0.9680415399049631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9444531625192308	0.9920233349294885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986067792274034	0.0	0.9697687804879163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8799793991623499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9707598578834227	0.0	0.0	0.0	0.0	0.9922130149701467	0.0	0.0	0.0	0.0	0.9264077421437996	0.0	0.0	0.0	0.0	0.9948075180752114	0.0	0.0	0.9948075180752114	0.0	0.9948075180752114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9578022820980698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.9898362513205057	0.8422306737300678	0.0	0.0	0.9930694915380182	0.9907860384425764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	0.9626613065100504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8285533801865559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	0.0	0.9907860384425764	0.9907860384425764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.983688620313959	0.0	0.9907860384425764	0.9775836086359524	0.8264477397144534	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8472862642601671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8231058001189093	0.8588014520282394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9007263192865886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8625742410335031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Odoribacter	0.0	0.0	0.0	0.0	0.0	1.0	0.9990413801918697	0.8431195576232376	0.0	0.0	0.9994204922357071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9759067480288028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943767126843694	0.0	1.0	0.9761870601839533	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olsenella	0.9596159176088488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9388300167621729	0.9993623216340712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973769532519932	0.0	0.9786885302989218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8862268601059299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9838948255761096	0.9922130149701467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9269651951222265	0.0	0.0	0.0	0.0	0.9994608748837968	0.0	0.0	0.9994608748837968	0.0	0.9994608748837968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9674561035861571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9672464960688091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.915902525592407	0.0	0.0	0.0	0.0	0.915902525592407	0.93646262508036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8286733639162525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.915902525592407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8642293331250485	0.0	0.0	0.0	0.0	0.0	0.915902525592407	0.8480848150095337	0.0
Oscillibacter	0.0	0.0	0.0	0.0	0.0	1.0	0.9990413801918697	0.8431195576232376	0.0	0.0	0.9994204922357071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9759067480288028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943767126843694	0.0	1.0	0.9761870601839533	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides	0.0	0.0	0.0	0.0	0.0	1.0	0.9990413801918697	0.8431195576232376	0.0	0.0	0.9994204922357071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9759067480288028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8677218312746252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907860384425764	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943767126843694	0.0	1.0	0.9761870601839533	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9287606794290136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	1.0000000000000002	0.8321239887063548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8631331197264411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.915902525592407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9391398835964877	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0
Parvimonas	0.8381706388151967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8598851638190799	0.9395528876979504	0.0	0.0	0.0	0.0	0.9043365664960868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9470648014611724	0.0	0.9553255838756507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9656566055490435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9455325888791438	0.9264077421437996	0.0	0.0	0.0	0.9269651951222265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9215069138510078	0.0	0.0	0.9215069138510078	0.0	0.9215069138510078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9378199248239547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurella	0.0	0.9052060501957758	0.8555980383028863	0.0	0.9769118722740351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9305192344794816	0.0	0.0	0.9635959626144217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9052060501957758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9188646810647754	0.0	0.0	0.9068620711183104	0.0	0.0	0.0	0.0	0.0	0.9251492208868096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus	0.0	0.0	0.8075109742049938	0.0	0.8760065889715725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9796048412573433	0.0	0.0	0.8999629530740387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9007263192865886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9188646810647754	0.0	0.0	0.0	0.0	0.9043995200454413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8179780035728778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9012399087525516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyrobacter	0.9633867886762202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9393364366277247	0.9983110931619029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9950180808518951	0.0	0.975683295682465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9813938615610089	0.9948075180752114	0.0	0.0	0.0	0.9994608748837968	0.0	0.0	0.0	0.0	0.9215069138510078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9655351182200103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas	0.0	0.9312613203592919	0.0	0.0	0.8505287009021845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9548948818992435	0.0	0.0	0.9717881030488174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9312613203592919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9068620711183104	0.0	0.9043995200454413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8690436882518192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9511206695298606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8411322832512598	0.0	0.0	0.0	0.0	0.0	0.0	0.9197085556675245	0.0	0.0	0.0	0.0
Pseudomonas	0.9633867886762202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9393364366277247	0.9983110931619029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9950180808518951	0.0	0.975683295682465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9813938615610089	0.9948075180752114	0.0	0.0	0.0	0.9994608748837968	0.0	0.0	0.0	0.0	0.9215069138510078	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9655351182200103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
