TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acinetobacter	Anterior_nares	#8000ff	5	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Alysiella	Keratinized_gingiva	#17cbe4	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Anaeroglobus	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Atopobium	Posterior_fornix	#8efeac	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Avibacterium	Attached	#622ffe	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	8	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Brochothrix	Saliva	#cbe486	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Campylobacter	Attached	#622ffe	10	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	10	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Cellulomonas	Stool	#e8cb72	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Chlamydia	Keratinized_gingiva	#17cbe4	6	3.0	7.0	#18cde4	#e4cf74	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	6	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Cryptobacterium	Saliva	#cbe486	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Dechloromonas	Buccal_mucosa	#445cfb	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Dialister	Stool	#e8cb72	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Gallibacterium	Keratinized_gingiva	#17cbe4	5	3.0	7.0	#18cde4	#e4cf74	Mixed	#cccccc
Hallella	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Helcococcus	L_Retroauricular_crease	#34e4d9	2	2.0	9.0	#1996f3	#ff5029	Mixed	#cccccc
Histophilus	Buccal_mucosa	#445cfb	2	2.0	9.0	#1996f3	#ff5029	Mixed	#cccccc
Isoptericola	Tongue_dorsum	#ff2f18	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Lachnoanaerobaculum	Tongue_dorsum	#ff2f18	8	5.0	10.0	#7effb5	#ff0000	Mixed	#cccccc
Lactococcus	Anterior_nares	#8000ff	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Leptotrichia	Tongue_dorsum	#ff2f18	9	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Mannheimia	Buccal_mucosa_NA	#2686f5	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Megasphaera	Saliva	#cbe486	6	5.0	10.0	#7effb5	#ff0000	Mixed	#cccccc
Mitsuokella	Subgingival_plaque	#ffac5c	4	7.0	6.0	#e4cf74	#b2f396	Mixed	#cccccc
Mogibacterium	Palatine_Tonsils	#70febc	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Morococcus	Palatine_Tonsils	#70febc	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Necropsobacter	Attached	#622ffe	2	9.0	8.0	#ff5029	#ff964f	Mixed	#cccccc
Olsenella	Palatine_Tonsils	#70febc	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Oribacterium	Throat	#ff5c2f	7	9.0	3.0	#ff5029	#18cde4	Mixed	#cccccc
Ottowia	Supragingival_plaque	#ff8646	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Parabacteroides	Stool	#e8cb72	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Paracoccus	R_Retroauricular_crease	#acf59a	2	10.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Paraprevotella	Stool	#e8cb72	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Parvimonas	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Peptoniphilus	Anterior_nares	#8000ff	6	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Peptostreptococcus	Throat	#ff5c2f	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Phocaeicola	Subgingival_plaque	#ffac5c	2	8.0	4.0	#ff964f	#4df3ce	Mixed	#cccccc
Porphyrobacter	Saliva	#cbe486	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Porphyromonas	Saliva	#cbe486	8	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Prevotella	Palatine_Tonsils	#70febc	10	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Pseudomonas	Vaginal_introitus	#ff0000	3	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Pseudoramibacter	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Rothia	Hard_palate	#08acee	10	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Sanguibacter	Throat	#ff5c2f	8	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Scardovia	Buccal_mucosa	#445cfb	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Selenomonas	Supragingival_plaque	#ff8646	8	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Simonsiella	Keratinized_gingiva	#17cbe4	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Sneathia	L_Retroauricular_crease	#34e4d9	2	9.0	8.0	#ff5029	#ff964f	Mixed	#cccccc
Stomatobaculum	Tongue_dorsum	#ff2f18	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Streptobacillus	Attached	#622ffe	2	9.0	8.0	#ff5029	#ff964f	Mixed	#cccccc
Treponema	Subgingival_plaque	#ffac5c	8	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Trueperella	Tongue_dorsum	#ff2f18	6	9.0	3.0	#ff5029	#18cde4	Mixed	#cccccc
Vibrio	Anterior_nares	#8000ff	2	2.0	9.0	#1996f3	#ff5029	Mixed	#cccccc
Xylanimonas	Throat	#ff5c2f	4	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Abiotrophia	Buccal_mucosa	#445cfb	6	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Acidovorax	L_Retroauricular_crease	#34e4d9	2	4.0	1.0	#4df3ce	#4e4dfc	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	2	6.0	2.0	#b2f396	#1996f3	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	10	0.0	5.0	#8000ff	#7effb5	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	6	3.0	7.0	#18cde4	#e4cf74	Mixed	#cccccc
Geobacillus	Attached	#622ffe	2	2.0	9.0	#1996f3	#ff5029	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	8	5.0	10.0	#7effb5	#ff0000	Mixed	#cccccc
Barnesiella	Stool	#e8cb72	3	7.0	6.0	#e4cf74	#b2f396	Mixed	#cccccc
Cetobacterium	Attached	#622ffe	2	9.0	8.0	#ff5029	#ff964f	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	10	9.0	3.0	#ff5029	#18cde4	Mixed	#cccccc
Carnobacterium	Hard_palate	#08acee	7	1.0	0.0	#4e4dfc	#8000ff	Mixed	#cccccc
Algoriphagus	Attached	#622ffe	2	8.0	4.0	#ff964f	#4df3ce	Mixed	#cccccc
