TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Adlercreutzia	Stool	#e8cb72	2	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Aerococcus	Posterior_fornix	#8efeac	26	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Agrobacterium	R_Retroauricular_crease	#acf59a	19	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Aliterella	Anterior_nares	#8000ff	20	17.0	3.0	#27dade	#6629fe	Mixed	#cccccc
Asanoa	Anterior_nares	#8000ff	2	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Azohydromonas	Anterior_nares	#8000ff	4	17.0	3.0	#27dade	#6629fe	Mixed	#cccccc
Bdellovibrio	Anterior_nares	#8000ff	1	13.0	17.0	#01b3ec	#14cae5	Mixed	#cccccc
Bilophila	Stool	#e8cb72	2	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Brevibacillus	Anterior_nares	#8000ff	1	35.0	15.0	#d6db7e	#02b7eb	Mixed	#cccccc
Brevibacterium	Anterior_nares	#8000ff	78	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Caldilinea	Anterior_nares	#8000ff	1	30.0	23.0	#a6f89d	#4af2cf	Mixed	#cccccc
Catenibacterium	Stool	#e8cb72	16	9.0	5.0	#2884f6	#5641fd	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	57	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Collinsella	Stool	#e8cb72	37	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Crocosphaera	L_Retroauricular_crease	#34e4d9	71	7.0	12.0	#3c68f9	#1898f2	Mixed	#cccccc
Curtobacterium	L_Retroauricular_crease	#34e4d9	8	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Cystobacter	Anterior_nares	#8000ff	1	41.0	22.0	#ff9d53	#40ecd4	Mixed	#cccccc
Dechloromonas	Buccal_mucosa	#445cfb	17	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Demetria	Anterior_nares	#8000ff	1	41.0	22.0	#ff9d53	#40ecd4	Mixed	#cccccc
Desulfovibrio	Stool	#e8cb72	4	34.0	24.0	#cce385	#52f5cb	Mixed	#cccccc
Devosia	L_Retroauricular_crease	#34e4d9	38	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Elizabethkingia	Anterior_nares	#8000ff	6	50.0	34.0	#ff1f10	#abf69b	Mixed	#cccccc
Empedobacter	Anterior_nares	#8000ff	35	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	42	20.0	31.0	#44eed2	#90feab	Mixed	#cccccc
Erwinia	Anterior_nares	#8000ff	3	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Ewingella	Anterior_nares	#8000ff	6	22.0	33.0	#56f7ca	#a2f9a0	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	148	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Fenollaria	Anterior_nares	#8000ff	31	20.0	31.0	#44eed2	#90feab	Mixed	#cccccc
Flavihumibacter	Anterior_nares	#8000ff	2	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Flavonifractor	Stool	#e8cb72	2	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Gardnerella	Vaginal_introitus	#ff0000	106	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Gemmata	R_Retroauricular_crease	#acf59a	1	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Gloeocapsa	Anterior_nares	#8000ff	4	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Gluconobacter	R_Retroauricular_crease	#acf59a	1	0.0	1.0	#8000ff	#780dff	Mixed	#cccccc
Gordonia	L_Retroauricular_crease	#34e4d9	52	7.0	12.0	#3c68f9	#1898f2	Mixed	#cccccc
Gulbenkiania	L_Retroauricular_crease	#34e4d9	46	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Haematobacter	R_Retroauricular_crease	#acf59a	7	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Halomonas	Anterior_nares	#8000ff	9	0.0	37.0	#8000ff	#c4e88a	Mixed	#cccccc
Herbaspirillum	Vaginal_introitus	#ff0000	14	50.0	34.0	#ff1f10	#abf69b	Mixed	#cccccc
Holdemania	Stool	#e8cb72	7	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Hungatella	Stool	#e8cb72	17	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Hydrogenobacter	Anterior_nares	#8000ff	2	34.0	24.0	#cce385	#52f5cb	Mixed	#cccccc
Ilumatobacter	Anterior_nares	#8000ff	1	41.0	22.0	#ff9d53	#40ecd4	Mixed	#cccccc
Intestinimonas	Stool	#e8cb72	30	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Janthinobacterium	Anterior_nares	#8000ff	7	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Kandleria	Stool	#e8cb72	1	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Kineosphaera	Subgingival_plaque	#ffac5c	3	21.0	44.0	#4df3ce	#ffb05f	Mixed	#cccccc
Kineosporia	Anterior_nares	#8000ff	1	0.0	1.0	#8000ff	#780dff	Mixed	#cccccc
Kurthia	Anterior_nares	#8000ff	2	0.0	25.0	#8000ff	#5af8c8	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	29	33.0	42.0	#c2ea8c	#f0c46c	Mixed	#cccccc
Lachnoclostridium	Stool	#e8cb72	21	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Lactobacillus	Mid_vagina	#52f5cb	168	50.0	34.0	#ff1f10	#abf69b	Mixed	#cccccc
Lactococcus	Anterior_nares	#8000ff	161	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	139	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Leptonema	Anterior_nares	#8000ff	1	21.0	44.0	#4df3ce	#ffb05f	Mixed	#cccccc
Leucobacter	L_Retroauricular_crease	#34e4d9	130	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Leuconostoc	L_Retroauricular_crease	#34e4d9	43	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Lysobacter	Anterior_nares	#8000ff	2	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Mangrovibacter	Anterior_nares	#8000ff	1	44.0	40.0	#ff793e	#ded579	Mixed	#cccccc
Marinobacter	R_Retroauricular_crease	#acf59a	3	35.0	15.0	#d6db7e	#02b7eb	Mixed	#cccccc
Mesorhizobium	Anterior_nares	#8000ff	7	28.0	49.0	#92fda9	#ff793e	Mixed	#cccccc
Methylobacillus	R_Retroauricular_crease	#acf59a	2	2.0	11.0	#6e1cff	#208ef4	Mixed	#cccccc
Methylosarcina	Anterior_nares	#8000ff	2	47.0	28.0	#ff4d27	#76ffb9	Mixed	#cccccc
Micavibrio	Anterior_nares	#8000ff	1	29.0	36.0	#9cfba4	#bced8f	Mixed	#cccccc
Microcoleus	L_Retroauricular_crease	#34e4d9	6	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Microlunatus	R_Retroauricular_crease	#acf59a	1	6.0	48.0	#4659fb	#ff8444	Mixed	#cccccc
Micromonospora	Anterior_nares	#8000ff	1	0.0	41.0	#8000ff	#e8cb72	Mixed	#cccccc
Mobiluncus	Stool	#e8cb72	16	0.0	25.0	#8000ff	#5af8c8	Mixed	#cccccc
Modestobacter	Anterior_nares	#8000ff	11	46.0	3.0	#ff5c2f	#6629fe	Mixed	#cccccc
Moritella	Tongue_dorsum	#ff2f18	2	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Nesterenkonia	Anterior_nares	#8000ff	4	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Niastella	Anterior_nares	#8000ff	1	28.0	49.0	#92fda9	#ff793e	Mixed	#cccccc
Nitrosospira	Anterior_nares	#8000ff	1	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Oceanobacillus	Anterior_nares	#8000ff	3	8.0	11.0	#3176f8	#208ef4	Mixed	#cccccc
Ochrobactrum	Anterior_nares	#8000ff	19	6.0	48.0	#4659fb	#ff8444	Mixed	#cccccc
Odoribacter	Stool	#e8cb72	81	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Olivibacter	Anterior_nares	#8000ff	2	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Ornithinimicrobium	R_Retroauricular_crease	#acf59a	4	11.0	46.0	#169bf2	#ff9b52	Mixed	#cccccc
Oscillatoria	R_Retroauricular_crease	#acf59a	4	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Ottowia	Supragingival_plaque	#ff8646	32	27.0	29.0	#88ffaf	#7effb5	Mixed	#cccccc
Oxalobacter	Stool	#e8cb72	3	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Paenibacillus	R_Retroauricular_crease	#acf59a	55	24.0	39.0	#6afdc0	#d6db7e	Mixed	#cccccc
Paenirhodobacter	Anterior_nares	#8000ff	2	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Pandoraea	Buccal_mucosa	#445cfb	1	21.0	44.0	#4df3ce	#ffb05f	Mixed	#cccccc
Pantoea	R_Retroauricular_crease	#acf59a	76	6.0	48.0	#4659fb	#ff8444	Mixed	#cccccc
Parabacteroides	Stool	#e8cb72	109	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Paraburkholderia	L_Retroauricular_crease	#34e4d9	11	50.0	27.0	#ff1f10	#6dfdbf	Mixed	#cccccc
Parascardovia	Anterior_nares	#8000ff	8	22.0	33.0	#56f7ca	#a2f9a0	Mixed	#cccccc
Pectobacterium	Anterior_nares	#8000ff	7	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Pedobacter	Anterior_nares	#8000ff	30	45.0	8.0	#ff6b37	#396bf9	Mixed	#cccccc
Peptoclostridium	L_Retroauricular_crease	#34e4d9	14	47.0	28.0	#ff4d27	#76ffb9	Mixed	#cccccc
Phascolarctobacterium	Stool	#e8cb72	7	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Phenylobacterium	R_Retroauricular_crease	#acf59a	1	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Photobacterium	L_Retroauricular_crease	#34e4d9	1	19.0	52.0	#3ae8d6	#ff532a	Mixed	#cccccc
Pleomorphomonas	Anterior_nares	#8000ff	3	34.0	24.0	#cce385	#52f5cb	Mixed	#cccccc
Pontibacter	R_Retroauricular_crease	#acf59a	2	0.0	54.0	#8000ff	#ff381c	Mixed	#cccccc
Porphyrobacter	Saliva	#cbe486	6	0.0	53.0	#8000ff	#ff4422	Mixed	#cccccc
Propionimicrobium	Tongue_dorsum	#ff2f18	3	0.0	25.0	#8000ff	#5af8c8	Mixed	#cccccc
Proteiniclasticum	R_Retroauricular_crease	#acf59a	1	1.0	2.0	#780dff	#7019ff	Mixed	#cccccc
Pseudarthrobacter	Anterior_nares	#8000ff	1	0.0	1.0	#8000ff	#780dff	Mixed	#cccccc
Pseudoflavonifractor	Stool	#e8cb72	4	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Pseudoglutamicibacter	Anterior_nares	#8000ff	17	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Pseudolabrys	Anterior_nares	#8000ff	1	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Pseudorhodoferax	L_Retroauricular_crease	#34e4d9	1	21.0	44.0	#4df3ce	#ffb05f	Mixed	#cccccc
Pyrinomonas	Anterior_nares	#8000ff	3	38.0	20.0	#f4c069	#2fe0db	Mixed	#cccccc
Rahnella	R_Retroauricular_crease	#acf59a	2	0.0	54.0	#8000ff	#ff381c	Mixed	#cccccc
Raoultella	Anterior_nares	#8000ff	2	43.0	45.0	#ff8646	#ffa759	Mixed	#cccccc
Rheinheimera	Anterior_nares	#8000ff	33	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Rhizobium	R_Retroauricular_crease	#acf59a	6	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Rhodopseudomonas	Anterior_nares	#8000ff	7	31.0	7.0	#b0f397	#445cfb	Mixed	#cccccc
Rickettsiella	Anterior_nares	#8000ff	18	0.0	25.0	#8000ff	#5af8c8	Mixed	#cccccc
Riemerella	Buccal_mucosa	#445cfb	3	14.0	18.0	#08bee9	#1fd3e1	Mixed	#cccccc
Roseburia	Stool	#e8cb72	122	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Rubellimicrobium	R_Retroauricular_crease	#acf59a	3	11.0	30.0	#169bf2	#86ffb0	Mixed	#cccccc
Rubritepida	Anterior_nares	#8000ff	1	0.0	41.0	#8000ff	#e8cb72	Mixed	#cccccc
Rubrobacter	R_Retroauricular_crease	#acf59a	7	30.0	23.0	#a6f89d	#4af2cf	Mixed	#cccccc
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	103	46.0	3.0	#ff5c2f	#6629fe	Mixed	#cccccc
Runella	Keratinized_gingiva	#17cbe4	1	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Salinispora	Anterior_nares	#8000ff	1	47.0	28.0	#ff4d27	#76ffb9	Mixed	#cccccc
Sanguibacter	Throat	#ff5c2f	41	11.0	46.0	#169bf2	#ff9b52	Mixed	#cccccc
Sanguibacteroides	Stool	#e8cb72	2	18.0	47.0	#30e1da	#ff914c	Mixed	#cccccc
Scytonema	R_Retroauricular_crease	#acf59a	6	40.0	35.0	#ffa95b	#b2f396	Mixed	#cccccc
Sediminibacterium	R_Retroauricular_crease	#acf59a	1	0.0	54.0	#8000ff	#ff381c	Mixed	#cccccc
Serinicoccus	R_Retroauricular_crease	#acf59a	3	12.0	6.0	#0ca7ef	#4c50fc	Mixed	#cccccc
Shuttleworthia	Saliva	#cbe486	2	3.0	56.0	#642cfe	#ff1c0e	Mixed	#cccccc
Siccibacter	Anterior_nares	#8000ff	2	23.0	57.0	#60fac5	#ff1008	Mixed	#cccccc
Simonsiella	Keratinized_gingiva	#17cbe4	32	16.0	38.0	#1dd1e2	#cee184	Mixed	#cccccc
Sinorhizobium	Stool	#e8cb72	7	51.0	7.0	#ff1008	#445cfb	Mixed	#cccccc
Sneathia	L_Retroauricular_crease	#34e4d9	4	18.0	43.0	#30e1da	#fbb965	Mixed	#cccccc
Solimonas	Anterior_nares	#8000ff	3	32.0	32.0	#b9ef92	#99fca6	Mixed	#cccccc
Sorangium	Anterior_nares	#8000ff	1	41.0	22.0	#ff9d53	#40ecd4	Mixed	#cccccc
Sporosarcina	Anterior_nares	#8000ff	1	11.0	30.0	#169bf2	#86ffb0	Mixed	#cccccc
Streptomyces	R_Retroauricular_crease	#acf59a	50	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Subdoligranulum	Stool	#e8cb72	16	49.0	21.0	#ff2f18	#38e7d7	Mixed	#cccccc
Sutterella	Stool	#e8cb72	47	49.0	9.0	#ff2f18	#3176f8	Mixed	#cccccc
Synechocystis	Anterior_nares	#8000ff	6	15.0	10.0	#12c8e6	#2981f6	Mixed	#cccccc
Tannerella	Subgingival_plaque	#ffac5c	34	22.0	33.0	#56f7ca	#a2f9a0	Mixed	#cccccc
Tepidimonas	R_Retroauricular_crease	#acf59a	15	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Tessaracoccus	Anterior_nares	#8000ff	1	5.0	5.0	#504afc	#5641fd	Mixed	#cccccc
Tetrasphaera	L_Retroauricular_crease	#34e4d9	3	26.0	12.0	#7effb5	#1898f2	Mixed	#cccccc
Thauera	Supragingival_plaque	#ff8646	1	39.0	14.0	#feb562	#06aeed	Mixed	#cccccc
Thermaerobacter	Anterior_nares	#8000ff	1	37.0	19.0	#ebca70	#27dade	Mixed	#cccccc
