TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Bergeyella	R_Retroauricular_crease	#acf59a	1	10.0	1.0	#ff8143	#5c38fd	Mixed	#cccccc
Brochothrix	Saliva	#cbe486	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Caulobacter	Anterior_nares	#8000ff	3	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Collinsella	Stool	#e8cb72	3	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Curvibacter	Anterior_nares	#8000ff	3	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Dolosigranulum	Anterior_nares	#8000ff	3	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Enhydrobacter	R_Retroauricular_crease	#acf59a	3	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Enterobacter	Anterior_nares	#8000ff	3	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Erysipelatoclostridium	Stool	#e8cb72	1	1.0	7.0	#5641fd	#7effb5	Mixed	#cccccc
Granulicatella	Keratinized_gingiva	#17cbe4	5	4.0	0.0	#2adddd	#8000ff	Mixed	#cccccc
Hippea	Posterior_fornix	#8efeac	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Hungatella	Stool	#e8cb72	3	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Klebsiella	Anterior_nares	#8000ff	1	0.0	11.0	#8000ff	#ffa055	Mixed	#cccccc
Kocuria	Anterior_nares	#8000ff	2	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Lachnoclostridium	Stool	#e8cb72	3	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Lachnospira	Stool	#e8cb72	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Leuconostoc	L_Retroauricular_crease	#34e4d9	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Listeria	L_Retroauricular_crease	#34e4d9	1	2.0	10.0	#2c7ef7	#ecc86f	Mixed	#cccccc
Marvinbryantia	Stool	#e8cb72	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Methylobacterium	Anterior_nares	#8000ff	1	8.0	12.0	#d4dd80	#ff703a	Mixed	#cccccc
Micrococcus	L_Retroauricular_crease	#34e4d9	2	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Moraxella	Anterior_nares	#8000ff	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Nosocomiicoccus	Anterior_nares	#8000ff	2	1.0	9.0	#5641fd	#c6e789	Mixed	#cccccc
Odoribacter	Stool	#e8cb72	21	5.0	4.0	#54f6cb	#10c6e6	Mixed	#cccccc
Oscillibacter	Stool	#e8cb72	18	5.0	4.0	#54f6cb	#10c6e6	Mixed	#cccccc
Oxalobacter	Stool	#e8cb72	2	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Paenibacillus	R_Retroauricular_crease	#acf59a	4	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Pantoea	R_Retroauricular_crease	#acf59a	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Paracoccus	R_Retroauricular_crease	#acf59a	4	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Parvimonas	Subgingival_plaque	#ffac5c	3	3.0	5.0	#01b3ec	#37e6d8	Mixed	#cccccc
Pediococcus	L_Retroauricular_crease	#34e4d9	1	10.0	1.0	#ff8143	#5c38fd	Mixed	#cccccc
Pedobacter	Anterior_nares	#8000ff	1	6.0	14.0	#7effb5	#ff0000	Mixed	#cccccc
Peptoclostridium	L_Retroauricular_crease	#34e4d9	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Phascolarctobacterium	Stool	#e8cb72	2	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Planomicrobium	Anterior_nares	#8000ff	1	0.0	11.0	#8000ff	#ffa055	Mixed	#cccccc
Pseudobutyrivibrio	Stool	#e8cb72	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Pseudochrobactrum	Anterior_nares	#8000ff	1	10.0	1.0	#ff8143	#5c38fd	Mixed	#cccccc
Pseudoflavonifractor	Stool	#e8cb72	1	7.0	13.0	#a8f79c	#ff3b1e	Mixed	#cccccc
Rheinheimera	Anterior_nares	#8000ff	1	0.0	11.0	#8000ff	#ffa055	Mixed	#cccccc
Rickettsiella	Anterior_nares	#8000ff	1	0.0	11.0	#8000ff	#ffa055	Mixed	#cccccc
Sphingobacterium	L_Retroauricular_crease	#34e4d9	1	10.0	1.0	#ff8143	#5c38fd	Mixed	#cccccc
Subdoligranulum	Stool	#e8cb72	2	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Tannerella	Subgingival_plaque	#ffac5c	3	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Tepidiphilus	Anterior_nares	#8000ff	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Alcaligenes	Anterior_nares	#8000ff	1	10.0	1.0	#ff8143	#5c38fd	Mixed	#cccccc
Alloiococcus	Anterior_nares	#8000ff	2	11.0	2.0	#ff4422	#386df9	Mixed	#cccccc
Arcanobacterium	L_Retroauricular_crease	#34e4d9	1	12.0	3.0	#ff0000	#149df1	Mixed	#cccccc
Catenibacterium	Stool	#e8cb72	2	7.0	8.0	#a8f79c	#a2f9a0	Mixed	#cccccc
Bosea	R_Retroauricular_crease	#acf59a	2	9.0	6.0	#feb562	#5af8c8	Mixed	#cccccc
Butyricicoccus	Stool	#e8cb72	1	1.0	7.0	#5641fd	#7effb5	Mixed	#cccccc
Abiotrophia	Buccal_mucosa	#445cfb	4	4.0	0.0	#2adddd	#8000ff	Mixed	#cccccc
Empedobacter	Anterior_nares	#8000ff	1	0.0	11.0	#8000ff	#ffa055	Mixed	#cccccc
Deinococcus	Anterior_nares	#8000ff	1	2.0	10.0	#2c7ef7	#ecc86f	Mixed	#cccccc
Exiguobacterium	L_Retroauricular_crease	#34e4d9	1	8.0	12.0	#d4dd80	#ff703a	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	3	1.0	9.0	#5641fd	#c6e789	Mixed	#cccccc
Barnesiella	Stool	#e8cb72	20	5.0	4.0	#54f6cb	#10c6e6	Mixed	#cccccc
Bilophila	Stool	#e8cb72	2	3.0	5.0	#01b3ec	#37e6d8	Mixed	#cccccc
Parasutterella	Stool	#e8cb72	1	6.0	14.0	#7effb5	#ff0000	Mixed	#cccccc
Holdemania	Stool	#e8cb72	1	7.0	13.0	#a8f79c	#ff3b1e	Mixed	#cccccc
