TAXA	Abiotrophia	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Aggregatibacter	Algoriphagus	Alloprevotella	Alysiella	Anaeroglobus	Atopobium	Avibacterium	Bacteroides	Barnesiella	Brochothrix	Bulleidia	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Catonella	Cellulomonas	Centipeda	Cetobacterium	Chlamydia	Corynebacterium	Cryptobacterium	Dechloromonas	Dialister	Eggerthia	Eikenella	Enterococcus	Eubacterium	Filifactor	Fusobacterium	Gemella	Geobacillus	Granulicatella	Haemophilus	Hallella	Helcococcus	Histophilus	Isoptericola	Kingella	Kytococcus	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Mannheimia	Megasphaera	Mitsuokella	Mogibacterium	Morococcus	Mycoplasma	Necropsobacter	Neisseria	Olsenella	Oribacterium	Ottowia	Parabacteroides	Paracoccus	Paraprevotella	Parvimonas	Pasteurella	Peptoniphilus	Peptostreptococcus	Phocaeicola	Porphyrobacter	Porphyromonas	Prevotella	Propionibacterium	Pseudomonas	Pseudoramibacter	Rothia	Sanguibacter	Scardovia	Selenomonas	Simonsiella	Sneathia	Solobacterium	Staphylococcus	Stomatobaculum	Streptobacillus	Streptococcus	Tannerella	Treponema	Trueperella	Veillonella	Vibrio	Xylanimonas
Anaeroglobus	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	0.0	0.9988206152282789	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.875	0.9910601032668827	0.0	1.0	0.0	0.0	0.0	0.8584017843851494	1.0	0.0	0.9982731812361941	1.0	0.0	1.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Atopobium	0.9054338242115595	0.0	0.0	0.0	0.9988206152282789	0.0	0.9984887396860103	0.0	0.0	0.0	0.9988206152282789	0.0	0.0	0.0	0.0	0.0	0.9988206152282789	0.0	0.0	0.8739680383247441	0.9886615834868032	0.0	0.9988206152282789	0.0	0.0	0.0	0.8570387868351284	0.9988206152282789	0.0	0.9942437282626196	0.9988206152282789	0.0	0.9988206152282789	0.9999741742248713	0.9964217007800317	0.8771248676349608	0.0	0.0	0.0	0.0	0.9988206152282789	0.0	0.0	0.9988206152282789	0.0	0.9971872527088884	0.9984924369482503	0.0	0.0	0.0	0.9784885184059088	0.0	0.9974728604446033	0.0	0.9988206152282789	0.0	0.0	0.0	0.0	0.9988206152282789	0.9976837757041954	0.0	0.0	0.0	0.0	0.9852162172622031	0.0	0.0	0.9993074316591276	0.0	0.0	0.9727832342398032	0.0	0.0	0.0	0.9988206152282789	0.0	0.9111491558449942	0.9971872527088884	0.0	0.0	0.0	0.9935672400211211	0.0	0.9975744591827873	0.0	0.0	0.9993442905913783	0.9990664174225525	0.9843651405780852	0.0	0.0	0.8739680383247441
Avibacterium	0.0	0.9999999999999999	0.8322397195638237	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9759000729485333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981406840551481	0.0	0.0	0.0	0.9999999999999999	0.9990003757991665	0.0	0.9999999999999999	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.8838834764831841	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.973663721252963	0.0	0.0	0.0	0.0	0.0	0.0	0.999963019802883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572597425177648	0.0	0.0
Barnesiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.801783725737273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brochothrix	0.0	0.9999999999999999	0.8322397195638237	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9759000729485333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981406840551481	0.0	0.0	0.0	0.9999999999999999	0.9990003757991665	0.0	0.9999999999999999	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.8838834764831841	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.973663721252963	0.0	0.0	0.0	0.0	0.0	0.0	0.999963019802883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bulleidia	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	1.0	0.9988206152282789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.9910601032668827	0.0	1.0	0.0	0.0	0.0	0.8584017843851494	1.0	0.0	0.9982731812361941	1.0	0.0	1.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9425142938525899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9355527210276007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9684119685200492	0.0	0.0
Capnocytophaga	0.0	0.0	0.8985836863640076	0.0	0.0	0.9290467083039279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9654744844064223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9491885450548225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9022383853081414	0.867077510453	0.0	0.9497986909118925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacterium	0.9970127531089763	0.0	0.0	0.0	0.875	0.9575714713703244	0.8680198406078543	0.0	0.0	0.0	0.875	0.8739680383247441	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.9273490966282973	0.0	0.875	0.0	0.0	0.0	0.9994204493505017	0.875	0.0	0.87348903358167	0.875	0.9185586535436917	0.875	0.8742507918824869	0.8744314858733188	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.875	0.0	0.8683256081114546	0.8920600763835543	0.0	0.0	0.0	0.9501742687958274	0.0	0.8883345932218125	0.0	0.875	0.0	0.0	0.0	0.0	0.875	0.8767868672785547	0.0	0.0	0.0	0.0	0.8683256081114546	0.0	0.0	0.8717818942097577	0.0	0.0	0.8095783745562724	0.0	0.0	0.0	0.875	0.9356879816247319	0.9074315984518142	0.8683256081114546	0.0	0.0	0.0	0.8512161685008346	0.0	0.8748053782310944	0.0	0.0	0.8648917446101323	0.871748673903253	0.9097176522946842	0.0	0.0	1.0
Carnobacterium	0.9522874879801159	0.0	0.0	0.0	0.9910601032668827	0.0	0.9883668722766779	0.0	0.0	0.0	0.9910601032668827	0.9886615834868032	0.0	0.0	0.0	0.0	0.9910601032668827	0.0	0.0	0.9273490966282973	0.0	0.0	0.9910601032668827	0.0	0.0	0.0	0.9146704627465922	0.9910601032668827	0.0	0.9908364645237269	0.9910601032668827	0.0	0.9910601032668827	0.9891636772178324	0.9913290073329455	0.8372289083514235	0.0	0.0	0.0	0.0	0.9910601032668827	0.0	0.0	0.9910601032668827	0.0	0.9803781956973574	0.9941434193100478	0.0	0.0	0.0	0.9926976230332365	0.0	0.9930109357817891	0.0	0.9910601032668827	0.0	0.0	0.0	0.0	0.9910601032668827	0.9915294845346398	0.0	0.0	0.0	0.0	0.9866226428037099	0.0	0.0	0.9852450043634065	0.0	0.0	0.9495622888453309	0.0	0.0	0.0	0.9910601032668827	0.0	0.9259746440984706	0.9803781956973574	0.0	0.0	0.0	0.983874316392244	0.0	0.9913738122165413	0.0	0.0	0.9848183227067504	0.9880999922496948	0.9853034655379425	0.0	0.0	0.9273490966282973
Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9583727150068313	0.8188023634641999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9583727150068313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8880890971590246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9583727150068313	0.0	0.0	0.0	0.9583727150068313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulomonas	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	1.0	0.9988206152282789	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.875	0.9910601032668827	0.0	0.0	0.0	0.0	0.0	0.8584017843851494	1.0	0.0	0.9982731812361941	1.0	0.0	1.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Centipeda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9127908668238534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9911295796356461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9583727150068313	0.0	0.0	0.0	0.9165785722292263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.883076548438201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlamydia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8188023634641999	0.0	0.0	0.9165785722292263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9165785722292263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9165785722292263	0.0	0.0	0.0	0.9165785722292263	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.9941244377336581	0.0	0.0	0.0	0.8584017843851494	0.9667497393378863	0.0	0.0	0.0	0.0	0.8584017843851494	0.8570387868351284	0.0	0.0	0.0	0.0	0.8584017843851494	0.0	0.0	0.9994204493505017	0.9146704627465922	0.0	0.8584017843851494	0.0	0.0	0.0	0.0	0.8584017843851494	0.0	0.8573436719752069	0.8584017843851494	0.9311646375951383	0.8584017843851494	0.8573680225555647	0.8581043237220918	0.0	0.0	0.0	0.0	0.0	0.8584017843851494	0.0	0.0	0.8584017843851494	0.0	0.8509637790390052	0.8764651785545712	0.0	0.0	0.0	0.9394436202873259	0.0	0.8726501232019542	0.0	0.8584017843851494	0.0	0.0	0.0	0.0	0.8584017843851494	0.8604464510091436	0.0	0.0	0.0	0.0	0.8527442242300064	0.0	0.0	0.8546259629914479	0.0	0.0	0.0	0.0	0.0	0.0	0.8584017843851494	0.9468569268946638	0.8990431234608357	0.8509637790390052	0.0	0.0	0.0	0.8336685699420405	0.0	0.8583631524331334	0.0	0.0	0.8474748484082494	0.8548764395068625	0.8961332066377228	0.0	0.0	0.9994204493505017
Cryptobacterium	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	1.0	0.9988206152282789	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.875	0.9910601032668827	0.0	1.0	0.0	0.0	0.0	0.8584017843851494	0.0	0.0	0.9982731812361941	1.0	0.0	1.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Dechloromonas	0.0	0.9759000729485333	0.8121828030330026	0.0	0.0	0.0	0.0	0.0	0.0	0.9759000729485333	0.0	0.0	0.9759000729485333	0.0	0.0	0.9759000729485333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.975409052206207	0.0	0.0	0.0	0.9759000729485333	0.9813105082181368	0.0	0.9759000729485333	0.0	0.0	0.0	0.9759000729485333	0.0	0.0	0.0	0.0	0.0	0.9759000729485333	0.9759000729485333	0.9759000729485333	0.8280786712108251	0.0	0.0	0.0	0.0	0.0	0.9759000729485333	0.0	0.0	0.961120318398085	0.0	0.0	0.0	0.0	0.0	0.0	0.9739873224638324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	0.9060447179880406	0.0	0.0	0.0	0.9982731812361941	0.0	0.9979414875884021	0.0	0.0	0.0	0.9982731812361941	0.9942437282626196	0.0	0.0	0.0	0.0	0.9982731812361941	0.0	0.0	0.87348903358167	0.9908364645237269	0.0	0.9982731812361941	0.0	0.0	0.0	0.8573436719752069	0.9982731812361941	0.0	0.0	0.9982731812361941	0.0	0.9982731812361941	0.9949880651765473	0.9997417726297269	0.875262392244367	0.0	0.0	0.0	0.0	0.9982731812361941	0.0	0.0	0.9982731812361941	0.0	0.983416821220499	0.9967002708105043	0.0	0.0	0.0	0.9768258268620613	0.0	0.9969261651304854	0.0	0.9982731812361941	0.0	0.0	0.0	0.0	0.9982731812361941	0.999162788513924	0.0	0.0	0.0	0.0	0.9979001322841292	0.0	0.0	0.9895682876043758	0.0	0.0	0.9725765011127161	0.0	0.0	0.0	0.9982731812361941	0.0	0.9187864555095919	0.983416821220499	0.0	0.0	0.0	0.9970065378926798	0.0	0.9992900321286687	0.0	0.0	0.9932828774965643	0.9964788744117636	0.983825629348181	0.0	0.0	0.87348903358167
Eggerthia	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	1.0	0.9988206152282789	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.875	0.9910601032668827	0.0	1.0	0.0	0.0	0.0	0.8584017843851494	1.0	0.0	0.9982731812361941	0.0	0.0	1.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Eikenella	0.8875488065042113	0.0	0.8363333975829065	0.0	0.0	0.9927473893456178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9654744844064223	0.9185586535436917	0.0	0.0	0.0	0.0	0.0	0.0	0.9311646375951383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8660254037844383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8017837257372729	0.0	0.9982189092692114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9185586535436917
Enterococcus	0.9070046573421934	0.0	0.0	0.0	1.0	0.0	0.999667732586604	0.0	0.0	0.0	1.0	0.9988206152282789	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.875	0.9910601032668827	0.0	1.0	0.0	0.0	0.0	0.8584017843851494	1.0	0.0	0.9982731812361941	1.0	0.0	0.0	0.9991437621514134	0.9993502695695068	0.8775344025064875	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9923721235559481	0.9991072855495808	0.0	0.0	0.0	0.9791334516174465	0.0	0.9986506538179853	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9997798474567023	0.0	0.0	0.0	0.0	0.9923721235559482	0.0	0.0	0.9963221648111518	0.0	0.0	0.9740798009475132	0.0	0.0	0.0	1.0	0.0	0.9159122675962238	0.9923721235559481	0.0	0.0	0.0	0.99654575824488	0.0	0.9997775751212505	0.0	0.0	0.998025689793752	0.9993216505720218	0.9855274566525744	0.0	0.0	0.875
Eubacterium	0.9058010227034702	0.0	0.0	0.0	0.9991437621514134	0.0	0.9988117792379527	0.0	0.0	0.0	0.9991437621514134	0.9999741742248713	0.0	0.0	0.0	0.0	0.9991437621514134	0.0	0.0	0.8742507918824869	0.9891636772178324	0.0	0.9991437621514134	0.0	0.0	0.0	0.8573680225555647	0.9991437621514134	0.0	0.9949880651765473	0.9991437621514134	0.0	0.9991437621514134	0.0	0.9970034073576625	0.8773159583422061	0.0	0.0	0.0	0.0	0.9991437621514134	0.0	0.0	0.9991437621514134	0.0	0.9966228409395557	0.998731971678663	0.0	0.0	0.0	0.978729530750706	0.0	0.9977955713306703	0.0	0.9991437621514134	0.0	0.0	0.0	0.0	0.9991437621514134	0.9981424427212389	0.0	0.0	0.0	0.0	0.9864219930281991	0.0	0.0	0.999014193856506	0.0	0.0	0.9731198535693253	0.0	0.0	0.0	0.9991437621514134	0.0	0.9119897297080168	0.9966228409395557	0.0	0.0	0.0	0.9941559155826973	0.0	0.998048954758544	0.0	0.0	0.9992977603437261	0.9992528067855793	0.9846836107433671	0.0	0.0	0.8742507918824869
Filifactor	0.9067873488767946	0.0	0.0	0.0	0.9993502695695068	0.0	0.9990182180403604	0.0	0.0	0.0	0.9993502695695068	0.9964217007800317	0.0	0.0	0.0	0.0	0.9993502695695068	0.0	0.0	0.8744314858733188	0.9913290073329455	0.0	0.9993502695695068	0.0	0.0	0.0	0.8581043237220918	0.9993502695695068	0.0	0.9997417726297269	0.9993502695695068	0.0	0.9993502695695068	0.9970034073576625	0.0	0.8764999774384565	0.0	0.0	0.0	0.0	0.9993502695695068	0.0	0.0	0.9993502695695068	0.0	0.9872841262982697	0.998039845182571	0.0	0.0	0.0	0.9781188084545201	0.0	0.998001800098768	0.0	0.9993502695695068	0.0	0.0	0.0	0.0	0.9993502695695068	0.9998109360615646	0.0	0.0	0.0	0.0	0.9961705720795323	0.0	0.0	0.9925865025677627	0.0	0.0	0.9735565921106609	0.0	0.0	0.0	0.9993502695695068	0.0	0.9180510937809482	0.9872841262982697	0.0	0.0	0.0	0.9972368450867943	0.0	0.9998881291865853	0.0	0.0	0.9955246437013756	0.9979869303017961	0.9848871294739008	0.0	0.0	0.8744314858733188
Fusobacterium	0.0	0.0	0.0	0.0	0.8775344025064875	0.0	0.8789075486086797	0.0	0.0	0.0	0.8775344025064875	0.8771248676349608	0.0	0.0	0.0	0.0	0.8775344025064875	0.0	0.0	0.0	0.8372289083514235	0.0	0.8775344025064875	0.0	0.0	0.0	0.0	0.8775344025064875	0.0	0.875262392244367	0.8775344025064875	0.0	0.8775344025064875	0.8773159583422061	0.8764999774384565	0.0	0.0	0.0	0.0	0.0	0.8775344025064875	0.0	0.0	0.8775344025064875	0.0	0.8724286447350741	0.877373901999008	0.0	0.0	0.0	0.8499428286825508	0.0	0.888614125167247	0.0	0.8775344025064875	0.0	0.0	0.0	0.0	0.8775344025064875	0.877047263181971	0.0	0.0	0.0	0.0	0.8692527122824528	0.0	0.0	0.8754107127361839	0.0	0.0	0.9623074836893214	0.0	0.0	0.0	0.8775344025064875	0.0	0.0	0.8724286447350741	0.0	0.0	0.0	0.8564837007407498	0.0	0.877067550117517	0.0	0.0	0.8929613365827795	0.8879217908599856	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.970767509572162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935519043345318	0.0	0.9739730480423617	0.0	0.9935519043345318	0.9935519043345318	0.0	0.0	0.0	0.0	0.9948036825980687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8039136952541229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995074472545684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9560238165255037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935519043345318	0.0
Geobacillus	0.0	0.0	0.0	0.9861857140305986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935519043345318	0.0	0.0	0.9896072529146793	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.984773260577354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935539908380826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9558324667887306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
