	source	target	weight	edge_sample	edge_color
0	Acidithiobacillus	Acetivibrio	0.813283679362	Mixed	#cccccc
1	Aerococcus	Acinetobacter	0.919833623782	Mixed	#cccccc
2	Aeromonas	Acetobacter	0.85979288613	L_Retroauricular_crease	#34e4d9
3	Aeromonas	Acinetobacter	0.901618878411	Mixed	#cccccc
4	Aeromonas	Aerococcus	0.91774616297	Mixed	#cccccc
5	Agrobacterium	Acinetobacter	0.869461022078	Mixed	#cccccc
6	Agrobacterium	Aerococcus	0.843272786705	Mixed	#cccccc
7	Agrobacterium	Aeromonas	0.857208176278	Mixed	#cccccc
8	Akkermansia	Actinobacillus	0.837556322739	Mixed	#cccccc
9	Alcaligenes	Actinobacillus	0.813283679362	Mixed	#cccccc
10	Aliihoeflea	Acetobacter	0.866551684262	Mixed	#cccccc
11	Aliihoeflea	Acinetobacter	0.899208431561	Mixed	#cccccc
12	Aliihoeflea	Aerococcus	0.919101677305	Mixed	#cccccc
13	Aliihoeflea	Aeromonas	0.997782351143	Mixed	#cccccc
14	Aliihoeflea	Agrobacterium	0.855307189546	R_Retroauricular_crease	#acf59a
15	Alkaliphilus	Acetivibrio	0.858778201866	Mixed	#cccccc
16	Alkaliphilus	Actinobacillus	0.858778201866	Mixed	#cccccc
17	Alkaliphilus	Akkermansia	0.940105191295	Mixed	#cccccc
18	Alkaliphilus	Alistipes	0.856689710122	Mixed	#cccccc
19	Alloprevotella	Abiotrophia	0.894917439451	Mixed	#cccccc
20	Altererythrobacter	Alicycliphilus	1.0	L_Retroauricular_crease	#34e4d9
21	Arcobacter	Acetivibrio	0.858778201866	Mixed	#cccccc
22	Arcobacter	Actinobacillus	0.858778201866	Mixed	#cccccc
23	Arcobacter	Akkermansia	0.940105191295	Mixed	#cccccc
24	Arcobacter	Alistipes	0.856689710122	Mixed	#cccccc
25	Arcobacter	Alkaliphilus	1.0	Mixed	#cccccc
26	Asticcacaulis	Alicycliphilus	1.0	Mixed	#cccccc
27	Asticcacaulis	Altererythrobacter	1.0	Mixed	#cccccc
28	Aureimonas	Acetobacter	0.852363502556	Mixed	#cccccc
29	Aureimonas	Acinetobacter	0.883979033574	Mixed	#cccccc
30	Aureimonas	Aerococcus	0.90265404256	Mixed	#cccccc
31	Aureimonas	Aeromonas	0.989521549278	Mixed	#cccccc
