TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces	Tongue_dorsum	#ff2f18	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Aggregatibacter	Saliva	#cbe486	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	1	1.0	0.0	#01b3ec	#8000ff	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	3	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Cupriavidus	Mid_vagina	#52f5cb	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Dialister	Stool	#e8cb72	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Facklamia	R_Retroauricular_crease	#acf59a	1	3.0	2.0	#feb562	#7effb5	Mixed	#cccccc
Gardnerella	Vaginal_introitus	#ff0000	4	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	1	1.0	0.0	#01b3ec	#8000ff	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	1	3.0	2.0	#feb562	#7effb5	Mixed	#cccccc
Herbaspirillum	Vaginal_introitus	#ff0000	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Lactobacillus	Mid_vagina	#52f5cb	4	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Lawsonella	Anterior_nares	#8000ff	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Mycobacterium	Mid_vagina	#52f5cb	4	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Neisseria	Keratinized_gingiva	#17cbe4	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Novosphingobium	Mid_vagina	#52f5cb	1	4.0	4.0	#ff0000	#ff0000	Mixed	#cccccc
Ottowia	Supragingival_plaque	#ff8646	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Porphyromonas	Saliva	#cbe486	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Prevotella	Palatine_Tonsils	#70febc	4	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	4	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Pseudomonas	Vaginal_introitus	#ff0000	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Rothia	Hard_palate	#08acee	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Sphingobium	Vaginal_introitus	#ff0000	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Sphingopyxis	Vaginal_introitus	#ff0000	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Stenotrophomonas	Anterior_nares	#8000ff	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Streptococcus	Buccal_mucosa_NA	#2686f5	4	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Treponema	Subgingival_plaque	#ffac5c	1	4.0	4.0	#ff0000	#ff0000	Mixed	#cccccc
Ureaplasma	Vaginal_introitus	#ff0000	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Veillonella	Attached	#622ffe	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Aerococcus	Posterior_fornix	#8efeac	2	2.0	1.0	#7effb5	#01b3ec	Mixed	#cccccc
Abiotrophia	Buccal_mucosa	#445cfb	1	1.0	0.0	#01b3ec	#8000ff	Mixed	#cccccc
Comamonas	R_Retroauricular_crease	#acf59a	2	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
Anaerococcus	L_Retroauricular_crease	#34e4d9	1	3.0	2.0	#feb562	#7effb5	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	1	3.0	2.0	#feb562	#7effb5	Mixed	#cccccc
Nocardia	Mid_vagina	#52f5cb	4	4.0	4.0	#ff0000	#ff0000	Mixed	#cccccc
Peptoniphilus	Anterior_nares	#8000ff	4	0.0	3.0	#8000ff	#feb562	Mixed	#cccccc
