TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Candidatus Methylopumilus	L_Retroauricular_crease	#34e4d9	1	14.0	2.0	#9cfba4	#5c38fd	Mixed	#cccccc
Celeribacter	Buccal_mucosa	#445cfb	2	9.0	4.0	#37e6d8	#386df9	Mixed	#cccccc
Chloroflexus	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Cylindrospermum	Anterior_nares	#8000ff	1	4.0	8.0	#3079f7	#10c6e6	Mixed	#cccccc
Defluviitalea	L_Retroauricular_crease	#34e4d9	12	15.0	6.0	#b2f396	#149df1	Mixed	#cccccc
Demetria	Anterior_nares	#8000ff	1	11.0	11.0	#60fac5	#48f1d0	Mixed	#cccccc
Desulfobulbus	L_Retroauricular_crease	#34e4d9	1	14.0	2.0	#9cfba4	#5c38fd	Mixed	#cccccc
Duganella	R_Retroauricular_crease	#acf59a	1	24.0	5.0	#ff2211	#2686f5	Mixed	#cccccc
Flavihumibacter	Anterior_nares	#8000ff	2	5.0	3.0	#1996f3	#4a53fb	Mixed	#cccccc
Frateuria	R_Retroauricular_crease	#acf59a	3	6.0	1.0	#06aeed	#6e1cff	Mixed	#cccccc
Gloeocapsa	Anterior_nares	#8000ff	3	21.0	0.0	#ff7b40	#8000ff	Mixed	#cccccc
Ilumatobacter	Anterior_nares	#8000ff	1	11.0	11.0	#60fac5	#48f1d0	Mixed	#cccccc
Isosphaera	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Ketogulonicigenium	R_Retroauricular_crease	#acf59a	1	24.0	5.0	#ff2211	#2686f5	Mixed	#cccccc
Kluyvera	L_Retroauricular_crease	#34e4d9	2	13.0	14.0	#88ffaf	#7effb5	Mixed	#cccccc
Komagataeibacter	Anterior_nares	#8000ff	3	5.0	3.0	#1996f3	#4a53fb	Mixed	#cccccc
Mangrovimonas	Buccal_mucosa	#445cfb	2	1.0	13.0	#6c1fff	#6dfdbf	Mixed	#cccccc
Mastigocladus	Anterior_nares	#8000ff	2	19.0	15.0	#ffb05f	#90feab	Mixed	#cccccc
Methylocaldum	L_Retroauricular_crease	#34e4d9	1	23.0	19.0	#ff4121	#dbd87b	Mixed	#cccccc
Micavibrio	Anterior_nares	#8000ff	1	22.0	12.0	#ff5f30	#5af8c8	Mixed	#cccccc
Microlunatus	R_Retroauricular_crease	#acf59a	1	16.0	20.0	#c6e789	#ecc86f	Mixed	#cccccc
Micromonospora	Anterior_nares	#8000ff	1	25.0	16.0	#ff0000	#a2f9a0	Mixed	#cccccc
Olivibacter	Anterior_nares	#8000ff	2	5.0	3.0	#1996f3	#4a53fb	Mixed	#cccccc
Paenirhodobacter	Anterior_nares	#8000ff	2	21.0	0.0	#ff7b40	#8000ff	Mixed	#cccccc
Phenylobacterium	R_Retroauricular_crease	#acf59a	4	6.0	1.0	#06aeed	#6e1cff	Mixed	#cccccc
Pleomorphomonas	Anterior_nares	#8000ff	3	0.0	17.0	#8000ff	#b4f295	Mixed	#cccccc
Pseudarthrobacter	Anterior_nares	#8000ff	1	2.0	18.0	#583efd	#c6e789	Mixed	#cccccc
Pseudothermotoga	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Psychromonas	Anterior_nares	#8000ff	2	8.0	25.0	#22d6e0	#ff562c	Mixed	#cccccc
Roseiflexus	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Rubritepida	Anterior_nares	#8000ff	1	25.0	16.0	#ff0000	#a2f9a0	Mixed	#cccccc
Saccharicrinis	Buccal_mucosa	#445cfb	1	6.0	23.0	#06aeed	#ff8947	Mixed	#cccccc
Sedimentibacter	Stool	#e8cb72	2	10.0	9.0	#4df3ce	#22d6e0	Mixed	#cccccc
Shigella	Stool	#e8cb72	2	13.0	14.0	#88ffaf	#7effb5	Mixed	#cccccc
Solimonas	Anterior_nares	#8000ff	2	3.0	21.0	#445cfb	#feb562	Mixed	#cccccc
Sorangium	Anterior_nares	#8000ff	1	11.0	11.0	#60fac5	#48f1d0	Mixed	#cccccc
Sphaerotilus	R_Retroauricular_crease	#acf59a	1	24.0	5.0	#ff2211	#2686f5	Mixed	#cccccc
Stigmatella	L_Retroauricular_crease	#34e4d9	2	6.0	26.0	#06aeed	#ff3b1e	Mixed	#cccccc
Sulfurihydrogenibium	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Synergistes	Stool	#e8cb72	7	17.0	10.0	#dbd87b	#37e6d8	Mixed	#cccccc
Tatumella	R_Retroauricular_crease	#acf59a	3	6.0	1.0	#06aeed	#6e1cff	Mixed	#cccccc
Thermoactinomyces	R_Retroauricular_crease	#acf59a	3	21.0	0.0	#ff7b40	#8000ff	Mixed	#cccccc
Thermocrinis	Buccal_mucosa	#445cfb	4	0.0	17.0	#8000ff	#b4f295	Mixed	#cccccc
Thermodesulfovibrio	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Thermomicrobium	Buccal_mucosa	#445cfb	1	12.0	7.0	#74feba	#01b3ec	Mixed	#cccccc
Thermomonas	Anterior_nares	#8000ff	2	18.0	24.0	#eec66d	#ff703a	Mixed	#cccccc
Thiomicrospira	Throat	#ff5c2f	3	14.0	27.0	#9cfba4	#ff1f10	Mixed	#cccccc
Timonella	Anterior_nares	#8000ff	1	11.0	11.0	#60fac5	#48f1d0	Mixed	#cccccc
Tolumonas	L_Retroauricular_crease	#34e4d9	1	23.0	19.0	#ff4121	#dbd87b	Mixed	#cccccc
Turicibacter	Stool	#e8cb72	2	7.0	28.0	#0fc4e7	#ff0000	Mixed	#cccccc
Verrucomicrobium	Stool	#e8cb72	1	2.0	22.0	#583efd	#ffa055	Mixed	#cccccc
