TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Bdellovibrio	Anterior_nares	#8000ff	1	16.0	7.0	#b9ef92	#06aeed	Mixed	#cccccc
Brachymonas	Anterior_nares	#8000ff	3	4.0	8.0	#3176f8	#0dc2e8	Mixed	#cccccc
Brevibacillus	Anterior_nares	#8000ff	1	11.0	6.0	#56f7ca	#1898f2	Mixed	#cccccc
Demetria	Anterior_nares	#8000ff	1	8.0	14.0	#1dd1e2	#76ffb9	Mixed	#cccccc
Desulfovibrio	Stool	#e8cb72	4	4.0	8.0	#3176f8	#0dc2e8	Mixed	#cccccc
Erwinia	Anterior_nares	#8000ff	3	8.0	4.0	#1dd1e2	#396bf9	Mixed	#cccccc
Flavihumibacter	Anterior_nares	#8000ff	2	1.0	9.0	#6e1cff	#1fd3e1	Mixed	#cccccc
Gemmata	R_Retroauricular_crease	#acf59a	1	21.0	3.0	#ff934d	#4c50fc	Mixed	#cccccc
Gluconobacter	R_Retroauricular_crease	#acf59a	1	12.0	0.0	#6afdc0	#8000ff	Mixed	#cccccc
Hydrogenobacter	Anterior_nares	#8000ff	2	4.0	8.0	#3176f8	#0dc2e8	Mixed	#cccccc
Ilumatobacter	Anterior_nares	#8000ff	1	8.0	14.0	#1dd1e2	#76ffb9	Mixed	#cccccc
Kandleria	Stool	#e8cb72	1	21.0	3.0	#ff934d	#4c50fc	Mixed	#cccccc
Kineosporia	Anterior_nares	#8000ff	1	12.0	0.0	#6afdc0	#8000ff	Mixed	#cccccc
Mangrovibacter	Anterior_nares	#8000ff	1	19.0	16.0	#f4c069	#99fca6	Mixed	#cccccc
Mastigocladus	Anterior_nares	#8000ff	2	26.0	17.0	#ff0000	#abf69b	Mixed	#cccccc
Methylosarcina	Anterior_nares	#8000ff	2	5.0	19.0	#1e91f3	#cee184	Mixed	#cccccc
Micavibrio	Anterior_nares	#8000ff	1	9.0	15.0	#30e1da	#86ffb0	Mixed	#cccccc
Microlunatus	R_Retroauricular_crease	#acf59a	1	13.0	22.0	#7effb5	#ffb05f	Mixed	#cccccc
Micromonospora	Anterior_nares	#8000ff	1	3.0	18.0	#4659fb	#bced8f	Mixed	#cccccc
Moritella	Tongue_dorsum	#ff2f18	2	1.0	9.0	#6e1cff	#1fd3e1	Mixed	#cccccc
Niveispirillum	Anterior_nares	#8000ff	3	8.0	4.0	#1dd1e2	#396bf9	Mixed	#cccccc
Oceanobacillus	Anterior_nares	#8000ff	3	14.0	25.0	#92fda9	#ff6d38	Mixed	#cccccc
Olivibacter	Anterior_nares	#8000ff	2	1.0	9.0	#6e1cff	#1fd3e1	Mixed	#cccccc
Paenirhodobacter	Anterior_nares	#8000ff	2	8.0	4.0	#1dd1e2	#396bf9	Mixed	#cccccc
Pandoraea	Buccal_mucosa	#445cfb	1	25.0	24.0	#ff1f10	#ff8444	Mixed	#cccccc
Phenylobacterium	R_Retroauricular_crease	#acf59a	1	7.0	26.0	#08bee9	#ff532a	Mixed	#cccccc
Pleomorphomonas	Anterior_nares	#8000ff	3	4.0	8.0	#3176f8	#0dc2e8	Mixed	#cccccc
Propionimicrobium	Tongue_dorsum	#ff2f18	3	22.0	20.0	#ff793e	#ded579	Mixed	#cccccc
