TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinobaculum	Subgingival_plaque	#ffac5c	145	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Anaerostipes	Stool	#e8cb72	2	2.0	3.0	#2489f5	#0ca7ef	Mixed	#cccccc
Bergeyella	R_Retroauricular_crease	#acf59a	2	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Burkholderia	Posterior_fornix	#8efeac	1	1.0	1.0	#5247fc	#5a3bfd	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	57	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	111	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	271	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	188	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Gordonibacter	Stool	#e8cb72	20	4.0	7.0	#38e7d7	#92fda9	Mixed	#cccccc
Holdemanella	L_Retroauricular_crease	#34e4d9	2	2.0	3.0	#2489f5	#0ca7ef	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	247	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	223	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Methylibium	Tongue_dorsum	#ff2f18	1	1.0	1.0	#5247fc	#5a3bfd	Mixed	#cccccc
Microbacterium	R_Retroauricular_crease	#acf59a	2	11.0	10.0	#ff0000	#ffa95b	Mixed	#cccccc
Moraxella	Anterior_nares	#8000ff	6	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Nitrospira	Tongue_dorsum	#ff2f18	2	1.0	1.0	#5247fc	#5a3bfd	Mixed	#cccccc
Odoribacter	Stool	#e8cb72	9	5.0	2.0	#66fcc2	#3176f8	Mixed	#cccccc
Ottowia	Supragingival_plaque	#ff8646	44	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Paracoccus	R_Retroauricular_crease	#acf59a	2	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Paraprevotella	Stool	#e8cb72	69	10.0	4.0	#ff4a26	#1dd1e2	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	128	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Psychrobacter	Saliva	#cbe486	2	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Riemerella	Buccal_mucosa	#445cfb	13	8.0	5.0	#f2c26b	#44eed2	Mixed	#cccccc
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	2	3.0	8.0	#0ac0e8	#b9ef92	Mixed	#cccccc
Sebaldella	Buccal_mucosa	#445cfb	2	11.0	6.0	#ff0000	#6afdc0	Mixed	#cccccc
Selenomonas	Supragingival_plaque	#ff8646	260	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Staphylococcus	L_Retroauricular_crease	#34e4d9	193	0.0	13.0	#8000ff	#ff0000	Mixed	#cccccc
Tannerella	Subgingival_plaque	#ffac5c	144	3.0	11.0	#0ac0e8	#ff793e	Mixed	#cccccc
Tepidiphilus	Anterior_nares	#8000ff	4	9.0	9.0	#ff8c49	#e0d377	Mixed	#cccccc
Varibaculum	R_Retroauricular_crease	#acf59a	42	9.0	12.0	#ff8c49	#ff3e1f	Mixed	#cccccc
Acidovorax	L_Retroauricular_crease	#34e4d9	5	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Alloscardovia	Tongue_dorsum	#ff2f18	2	2.0	3.0	#2489f5	#0ca7ef	Mixed	#cccccc
Basfia	Buccal_mucosa	#445cfb	3	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Acinetobacter	Anterior_nares	#8000ff	17	1.0	1.0	#5247fc	#5a3bfd	Mixed	#cccccc
Abiotrophia	Buccal_mucosa	#445cfb	171	6.0	0.0	#96fca7	#8000ff	Mixed	#cccccc
Eggerthella	Stool	#e8cb72	14	7.0	7.0	#c4e88a	#92fda9	Mixed	#cccccc
Leucobacter	L_Retroauricular_crease	#34e4d9	49	11.0	10.0	#ff0000	#ffa95b	Mixed	#cccccc
Gulbenkiania	L_Retroauricular_crease	#34e4d9	2	1.0	1.0	#5247fc	#5a3bfd	Mixed	#cccccc
Alistipes	Stool	#e8cb72	41	5.0	2.0	#66fcc2	#3176f8	Mixed	#cccccc
Butyrivibrio	Stool	#e8cb72	17	5.0	2.0	#66fcc2	#3176f8	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	277	10.0	4.0	#ff4a26	#1dd1e2	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	16	8.0	5.0	#f2c26b	#44eed2	Mixed	#cccccc
Helcobacillus	R_Retroauricular_crease	#acf59a	2	3.0	8.0	#0ac0e8	#b9ef92	Mixed	#cccccc
Dialister	Stool	#e8cb72	169	11.0	6.0	#ff0000	#6afdc0	Mixed	#cccccc
Simonsiella	Keratinized_gingiva	#17cbe4	111	0.0	13.0	#8000ff	#ff0000	Mixed	#cccccc
Olsenella	Palatine_Tonsils	#70febc	13	3.0	11.0	#0ac0e8	#ff793e	Mixed	#cccccc
Helicobacter	Anterior_nares	#8000ff	6	9.0	9.0	#ff8c49	#e0d377	Mixed	#cccccc
Propionimicrobium	Tongue_dorsum	#ff2f18	15	9.0	12.0	#ff8c49	#ff3e1f	Mixed	#cccccc
