TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Achromobacter	L_Retroauricular_crease	#34e4d9	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	13	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Aeromonas	L_Retroauricular_crease	#34e4d9	8	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Aggregatibacter	Saliva	#cbe486	18	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Akkermansia	Stool	#e8cb72	4	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Alicycliphilus	L_Retroauricular_crease	#34e4d9	3	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Aliterella	Anterior_nares	#8000ff	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	18	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Altererythrobacter	L_Retroauricular_crease	#34e4d9	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Aminiphilus	L_Retroauricular_crease	#34e4d9	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Anaeroglobus	Subgingival_plaque	#ffac5c	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Anaerostipes	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Anaerotruncus	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Aquabacterium	L_Retroauricular_crease	#34e4d9	2	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Arcanobacterium	L_Retroauricular_crease	#34e4d9	7	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Atopobium	Posterior_fornix	#8efeac	16	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Azohydromonas	Anterior_nares	#8000ff	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Bacillus	Anterior_nares	#8000ff	21	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	23	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Belnapia	L_Retroauricular_crease	#34e4d9	3	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Bergeyella	R_Retroauricular_crease	#acf59a	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Bifidobacterium	Posterior_fornix	#8efeac	17	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Bilophila	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Blautia	Stool	#e8cb72	16	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Bordetella	L_Retroauricular_crease	#34e4d9	1	18.0	7.0	#ff0000	#5efac6	Mixed	#cccccc
Bosea	R_Retroauricular_crease	#acf59a	1	14.0	10.0	#ffa558	#beec8e	Mixed	#cccccc
Brachybacterium	R_Retroauricular_crease	#acf59a	5	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Bradyrhizobium	Anterior_nares	#8000ff	6	16.0	2.0	#ff592d	#425ffa	Mixed	#cccccc
Brochothrix	Saliva	#cbe486	3	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Burkholderia	Posterior_fornix	#8efeac	2	6.0	4.0	#2adddd	#01b3ec	Mixed	#cccccc
Butyricimonas	Stool	#e8cb72	9	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Butyrivibrio	Stool	#e8cb72	6	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Caldibacillus	L_Retroauricular_crease	#34e4d9	2	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Calothrix	Anterior_nares	#8000ff	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Campylobacter	Attached	#622ffe	23	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Candidatus Methylopumilus	L_Retroauricular_crease	#34e4d9	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	23	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Casaltella	L_Retroauricular_crease	#34e4d9	5	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Catabacter	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Catenibacterium	Stool	#e8cb72	3	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	12	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Cellulomonas	Stool	#e8cb72	4	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Chlamydia	Keratinized_gingiva	#17cbe4	8	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	7	12.0	2.0	#d4dd80	#425ffa	Mixed	#cccccc
Clostridium	Stool	#e8cb72	17	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Collinsella	Stool	#e8cb72	9	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Comamonas	R_Retroauricular_crease	#acf59a	3	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Conchiformibius	R_Retroauricular_crease	#acf59a	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Coprobacillus	Stool	#e8cb72	3	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Coprobacter	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Coprococcus	Stool	#e8cb72	13	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	23	18.0	6.0	#ff0000	#3febd5	Mixed	#cccccc
Cronobacter	Anterior_nares	#8000ff	2	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Cryptobacterium	Saliva	#cbe486	1	14.0	10.0	#ffa558	#beec8e	Mixed	#cccccc
Curtobacterium	L_Retroauricular_crease	#34e4d9	3	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Dechloromonas	Buccal_mucosa	#445cfb	5	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Defluviitalea	L_Retroauricular_crease	#34e4d9	7	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Deinococcus	Anterior_nares	#8000ff	3	1.0	5.0	#642cfe	#1fd3e1	Mixed	#cccccc
Delftia	Anterior_nares	#8000ff	4	1.0	5.0	#642cfe	#1fd3e1	Mixed	#cccccc
Dermacoccus	Anterior_nares	#8000ff	1	14.0	10.0	#ffa558	#beec8e	Mixed	#cccccc
Desmospora	L_Retroauricular_crease	#34e4d9	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Desulfobulbus	L_Retroauricular_crease	#34e4d9	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Desulfovibrio	Stool	#e8cb72	3	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Devosia	L_Retroauricular_crease	#34e4d9	17	4.0	14.0	#10a2f0	#ff6232	Mixed	#cccccc
Dialister	Stool	#e8cb72	15	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Diaphorobacter	Buccal_mucosa	#445cfb	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Dietzia	L_Retroauricular_crease	#34e4d9	4	13.0	9.0	#f0c46c	#9efaa2	Mixed	#cccccc
Dolosigranulum	Anterior_nares	#8000ff	12	13.0	9.0	#f0c46c	#9efaa2	Mixed	#cccccc
Dorea	Stool	#e8cb72	14	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Dysgonomonas	L_Retroauricular_crease	#34e4d9	4	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Eggerthella	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	4	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Elizabethkingia	Anterior_nares	#8000ff	1	11.0	2.0	#b6f193	#425ffa	Mixed	#cccccc
Empedobacter	Anterior_nares	#8000ff	8	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Ensifer	R_Retroauricular_crease	#acf59a	1	18.0	7.0	#ff0000	#5efac6	Mixed	#cccccc
Enterobacter	Anterior_nares	#8000ff	7	18.0	6.0	#ff0000	#3febd5	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	10	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Eremococcus	Anterior_nares	#8000ff	1	5.0	13.0	#0dc2e8	#ff8e4a	Mixed	#cccccc
Erysipelatoclostridium	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	21	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Exiguobacterium	L_Retroauricular_crease	#34e4d9	3	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Facklamia	R_Retroauricular_crease	#acf59a	11	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	23	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Faecalitalea	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Fenollaria	Anterior_nares	#8000ff	1	5.0	13.0	#0dc2e8	#ff8e4a	Mixed	#cccccc
Fibrella	L_Retroauricular_crease	#34e4d9	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Finegoldia	R_Retroauricular_crease	#acf59a	23	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Flavobacterium	Anterior_nares	#8000ff	8	12.0	2.0	#d4dd80	#425ffa	Mixed	#cccccc
Flavonifractor	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	20	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Gardnerella	Vaginal_introitus	#ff0000	12	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	23	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Geobacillus	Attached	#622ffe	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Gluconobacter	R_Retroauricular_crease	#acf59a	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Gordonia	L_Retroauricular_crease	#34e4d9	12	13.0	9.0	#f0c46c	#9efaa2	Mixed	#cccccc
Gordonibacter	Stool	#e8cb72	3	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Granulicatella	Keratinized_gingiva	#17cbe4	18	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Gulbenkiania	L_Retroauricular_crease	#34e4d9	17	4.0	14.0	#10a2f0	#ff6232	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	23	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Helcobacillus	R_Retroauricular_crease	#acf59a	2	0.0	11.0	#8000ff	#ded579	Mixed	#cccccc
Helcococcus	L_Retroauricular_crease	#34e4d9	5	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Helicobacter	Anterior_nares	#8000ff	11	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Holdemanella	L_Retroauricular_crease	#34e4d9	6	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Holdemania	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Hungatella	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Hymenobacter	Anterior_nares	#8000ff	4	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Hyphomicrobium	L_Retroauricular_crease	#34e4d9	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Idiomarina	R_Retroauricular_crease	#acf59a	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Intestinimonas	Stool	#e8cb72	6	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Janibacter	Anterior_nares	#8000ff	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Jeotgalicoccus	L_Retroauricular_crease	#34e4d9	6	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
Johnsonella	Subgingival_plaque	#ffac5c	4	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Kandleria	Stool	#e8cb72	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	15	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Klebsiella	Anterior_nares	#8000ff	7	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Kluyvera	L_Retroauricular_crease	#34e4d9	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	6	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Lachnoanaerobaculum	Tongue_dorsum	#ff2f18	16	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Lachnoclostridium	Stool	#e8cb72	7	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Laribacter	L_Retroauricular_crease	#34e4d9	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	15	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Legionella	L_Retroauricular_crease	#34e4d9	3	18.0	6.0	#ff0000	#3febd5	Mixed	#cccccc
Leptotrichia	Tongue_dorsum	#ff2f18	19	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Leucobacter	L_Retroauricular_crease	#34e4d9	23	4.0	14.0	#10a2f0	#ff6232	Mixed	#cccccc
Leuconostoc	L_Retroauricular_crease	#34e4d9	6	13.0	9.0	#f0c46c	#9efaa2	Mixed	#cccccc
Levyella	Anterior_nares	#8000ff	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Listeria	L_Retroauricular_crease	#34e4d9	6	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Macrococcus	L_Retroauricular_crease	#34e4d9	1	15.0	5.0	#ff8143	#1fd3e1	Mixed	#cccccc
Mageeibacillus	Posterior_fornix	#8efeac	5	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Marinilabilia	L_Retroauricular_crease	#34e4d9	2	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Marmoricola	L_Retroauricular_crease	#34e4d9	3	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Megasphaera	Saliva	#cbe486	17	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Methylocaldum	L_Retroauricular_crease	#34e4d9	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Microbacterium	R_Retroauricular_crease	#acf59a	5	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Micrococcus	L_Retroauricular_crease	#34e4d9	14	5.0	3.0	#0dc2e8	#218cf4	Mixed	#cccccc
Microcoleus	L_Retroauricular_crease	#34e4d9	2	0.0	11.0	#8000ff	#ded579	Mixed	#cccccc
Mobiluncus	Stool	#e8cb72	2	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Mogibacterium	Palatine_Tonsils	#70febc	1	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Moraxella	Anterior_nares	#8000ff	4	2.0	1.0	#4856fb	#622ffe	Mixed	#cccccc
Morococcus	Palatine_Tonsils	#70febc	2	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Mycobacterium	Mid_vagina	#52f5cb	14	9.0	2.0	#7effb5	#425ffa	Mixed	#cccccc
Mycoplasma	Subgingival_plaque	#ffac5c	4	12.0	2.0	#d4dd80	#425ffa	Mixed	#cccccc
Nakamurella	L_Retroauricular_crease	#34e4d9	1	11.0	2.0	#b6f193	#425ffa	Mixed	#cccccc
Neisseria	Keratinized_gingiva	#17cbe4	17	7.0	0.0	#46efd1	#8000ff	Mixed	#cccccc
Nitrosomonas	L_Retroauricular_crease	#34e4d9	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Nocardioides	Anterior_nares	#8000ff	1	17.0	2.0	#ff2f18	#425ffa	Mixed	#cccccc
Novosphingobium	Mid_vagina	#52f5cb	2	8.0	8.0	#62fbc4	#7effb5	Mixed	#cccccc
