TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acinetobacter	Anterior_nares	#8000ff	5	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	2	4.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	10	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Aggregatibacter	Saliva	#cbe486	10	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Alysiella	Keratinized_gingiva	#17cbe4	2	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Anaeroglobus	Subgingival_plaque	#ffac5c	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Atopobium	Posterior_fornix	#8efeac	2	4.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Avibacterium	Attached	#622ffe	2	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Brochothrix	Saliva	#cbe486	2	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Campylobacter	Attached	#622ffe	10	0.0	4.0	#8000ff	#d4dd80	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	10	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	4	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Carnobacterium	Hard_palate	#08acee	7	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Cellulomonas	Stool	#e8cb72	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Cetobacterium	Attached	#622ffe	2	3.0	6.0	#b2f396	#ff0000	Mixed	#cccccc
Chlamydia	Keratinized_gingiva	#17cbe4	6	3.0	6.0	#b2f396	#ff0000	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	6	4.0	0.0	#ff964f	#8000ff	Mixed	#cccccc
Cryptobacterium	Saliva	#cbe486	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Dechloromonas	Buccal_mucosa	#445cfb	2	4.0	1.0	#ff964f	#2c7ef7	Mixed	#cccccc
Dialister	Stool	#e8cb72	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	4	4.0	1.0	#ff964f	#2c7ef7	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	10	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	10	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Geobacillus	Attached	#622ffe	2	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	10	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Hallella	Subgingival_plaque	#ffac5c	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Helcococcus	L_Retroauricular_crease	#34e4d9	2	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Histophilus	Buccal_mucosa	#445cfb	2	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Isoptericola	Tongue_dorsum	#ff2f18	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	8	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	2	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Lachnoanaerobaculum	Tongue_dorsum	#ff2f18	8	2.0	0.0	#4df3ce	#8000ff	Mixed	#cccccc
Lactobacillus	Mid_vagina	#52f5cb	8	1.0	2.0	#1996f3	#2adddd	Mixed	#cccccc
Lactococcus	Anterior_nares	#8000ff	2	2.0	1.0	#4df3ce	#2c7ef7	Mixed	#cccccc
