TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Anaerostipes	Stool	#e8cb72	2	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Bergeyella	R_Retroauricular_crease	#acf59a	2	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Gordonibacter	Stool	#e8cb72	20	4.0	4.0	#a2f9a0	#7effb5	Mixed	#cccccc
Holdemanella	L_Retroauricular_crease	#34e4d9	2	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Methylibium	Tongue_dorsum	#ff2f18	1	7.0	2.0	#ff0000	#01b3ec	Mixed	#cccccc
Nitrospira	Tongue_dorsum	#ff2f18	2	6.0	5.0	#ff703a	#beec8e	Mixed	#cccccc
Paracoccus	R_Retroauricular_crease	#acf59a	2	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Psychrobacter	Saliva	#cbe486	2	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Riemerella	Buccal_mucosa	#445cfb	13	1.0	3.0	#386df9	#3febd5	Mixed	#cccccc
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	2	3.0	6.0	#5af8c8	#feb562	Mixed	#cccccc
Sanguibacter	Throat	#ff5c2f	277	0.0	8.0	#8000ff	#ff0000	Mixed	#cccccc
Stomatobaculum	Tongue_dorsum	#ff2f18	277	0.0	8.0	#8000ff	#ff0000	Mixed	#cccccc
Tepidiphilus	Anterior_nares	#8000ff	4	2.0	7.0	#10c6e6	#ff6232	Mixed	#cccccc
Xylanimonas	Throat	#ff5c2f	276	0.0	8.0	#8000ff	#ff0000	Mixed	#cccccc
Alloscardovia	Tongue_dorsum	#ff2f18	2	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Basfia	Buccal_mucosa	#445cfb	3	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Eggerthella	Stool	#e8cb72	14	4.0	4.0	#a2f9a0	#7effb5	Mixed	#cccccc
Burkholderia	Posterior_fornix	#8efeac	1	7.0	2.0	#ff0000	#01b3ec	Mixed	#cccccc
Gulbenkiania	L_Retroauricular_crease	#34e4d9	2	6.0	5.0	#ff703a	#beec8e	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	16	1.0	3.0	#386df9	#3febd5	Mixed	#cccccc
Helcobacillus	R_Retroauricular_crease	#acf59a	2	3.0	6.0	#5af8c8	#feb562	Mixed	#cccccc
Isoptericola	Tongue_dorsum	#ff2f18	276	0.0	8.0	#8000ff	#ff0000	Mixed	#cccccc
Helicobacter	Anterior_nares	#8000ff	6	2.0	7.0	#10c6e6	#ff6232	Mixed	#cccccc
