	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces	37	Supragingival_plaque	#ff964f	3.0	0.0	#0ca7ef	#8000ff
1	Actinobaculum	24	Supragingival_plaque	#ff964f	3.0	0.0	#0ca7ef	#8000ff
2	Aggregatibacter	29	Mixed	#cccccc	3.0	0.0	#0ca7ef	#8000ff
3	Abiotrophia	28	Buccal_mucosa	#1996f3	3.0	0.0	#0ca7ef	#8000ff
4	Alistipes	27	Stool	#b2f396	12.0	1.0	#ff3e1f	#5a3bfd
5	Acholeplasma	3	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
6	Alistipes	27	Stool	#b2f396	12.0	1.0	#ff3e1f	#5a3bfd
7	Acidaminococcus	2	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
8	Aliterella	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
9	Acidovorax	10	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
10	Alysiella	2	Attached	#4e4dfc	11.0	4.0	#ff793e	#1dd1e2
11	Alloprevotella	30	Attached	#4e4dfc	11.0	4.0	#ff793e	#1dd1e2
12	Anaerococcus	11	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
13	Acidovorax	10	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
14	Anaerofustis	1	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
15	Adlercreutzia	6	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
16	Anaeroglobus	8	Saliva	#7effb5	3.0	3.0	#0ca7ef	#0ca7ef
17	Actinobaculum	24	Supragingival_plaque	#ff964f	3.0	0.0	#0ca7ef	#8000ff
18	Anaerostipes	9	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
19	Akkermansia	20	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
20	Arthrobacter	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
21	Acidovorax	10	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
22	Arthrobacter	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
23	Aliterella	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
24	Atopobacter	1	Anterior_nares	#8000ff	0.0	7.0	#8000ff	#92fda9
25	Amphibacillus	1	Anterior_nares	#8000ff	0.0	7.0	#8000ff	#92fda9
26	Avibacterium	3	Buccal_mucosa	#1996f3	11.0	4.0	#ff793e	#1dd1e2
27	Actinobacillus	10	Buccal_mucosa	#1996f3	11.0	4.0	#ff793e	#1dd1e2
28	Azohydromonas	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
29	Acidovorax	10	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
30	Azohydromonas	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
31	Aliterella	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
32	Azohydromonas	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
33	Arthrobacter	1	Anterior_nares	#8000ff	4.0	2.0	#1dd1e2	#3176f8
34	Bacteroides	43	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
35	Anaerotruncus	12	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
36	Basfia	2	Buccal_mucosa	#1996f3	11.0	4.0	#ff793e	#1dd1e2
37	Alloprevotella	30	Attached	#4e4dfc	11.0	4.0	#ff793e	#1dd1e2
38	Bifidobacterium	19	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
39	Adlercreutzia	6	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
40	Bifidobacterium	19	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
41	Anaerostipes	9	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
42	Bifidobacterium	19	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
43	Bacteroides	43	Stool	#b2f396	13.0	8.0	#ff0000	#b9ef92
44	Blautia	18	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
45	Acetivibrio	12	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
46	Blautia	18	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
47	Adlercreutzia	6	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
48	Brevibacterium	1	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
49	Aerococcus	5	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
50	Burkholderia	1	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
51	Aerococcus	5	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
52	Burkholderia	1	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
53	Brevibacterium	1	Posterior_fornix	#4df3ce	5.0	5.0	#44eed2	#44eed2
54	Butyricicoccus	10	Stool	#b2f396	13.0	1.0	#ff0000	#5a3bfd
