	source	target	weight	edge_sample	edcolor
1086	Tepidiphilus	Rheinheimera	1.0	Anterior_nares	#8000ff
1087	Rheinheimera	Tepidiphilus	1.0	Anterior_nares	#8000ff
1088	Tepidiphilus	Sphingomonas	1.0	Anterior_nares	#8000ff
1089	Sphingomonas	Tepidiphilus	1.0	Anterior_nares	#8000ff
1090	Tepidiphilus	Stenotrophomonas	1.0	Anterior_nares	#8000ff
1091	Stenotrophomonas	Tepidiphilus	1.0	Anterior_nares	#8000ff
1092	Terrisporobacter	Adlercreutzia	1.0	Stool	#b2f396
1093	Adlercreutzia	Terrisporobacter	1.0	Stool	#b2f396
1094	Terrisporobacter	Holdemanella	1.0	Stool	#b2f396
1095	Holdemanella	Terrisporobacter	1.0	Stool	#b2f396
1096	Terrisporobacter	Lactococcus	1.0	Intertype	#cccccc
