TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Clostridium	Stool	#e8cb72	9	0.0	4.0	#8000ff	#7effb5
Gallibacterium	Keratinized_gingiva	#17cbe4	5	7.0	3.0	#ff0000	#3febd5
Haemophilus	Buccal_mucosa_NA	#2686f5	10	6.0	1.0	#ff703a	#425ffa
Lactobacillus	Mid_vagina	#52f5cb	8	6.0	1.0	#ff703a	#425ffa
Mitsuokella	Subgingival_plaque	#ffac5c	4	0.0	4.0	#8000ff	#7effb5
Neisseria	Keratinized_gingiva	#17cbe4	10	7.0	3.0	#ff0000	#3febd5
Pasteurella	Buccal_mucosa	#445cfb	10	3.0	7.0	#5af8c8	#ff6232
Peptoniphilus	Anterior_nares	#8000ff	6	3.0	7.0	#5af8c8	#ff6232
Porphyromonas	Saliva	#cbe486	8	3.0	6.0	#5af8c8	#feb562
Pseudomonas	Vaginal_introitus	#ff0000	3	2.0	2.0	#10c6e6	#01b3ec
Rothia	Hard_palate	#08acee	10	2.0	2.0	#10c6e6	#01b3ec
Sanguibacter	Throat	#ff5c2f	8	4.0	0.0	#a2f9a0	#8000ff
Selenomonas	Supragingival_plaque	#ff8646	8	1.0	8.0	#386df9	#ff0000
Solobacterium	Palatine_Tonsils	#70febc	6	3.0	6.0	#5af8c8	#feb562
Staphylococcus	L_Retroauricular_crease	#34e4d9	10	3.0	7.0	#5af8c8	#ff6232
Streptococcus	Buccal_mucosa_NA	#2686f5	10	3.0	7.0	#5af8c8	#ff6232
Trueperella	Tongue_dorsum	#ff2f18	6	3.0	6.0	#5af8c8	#feb562
Veillonella	Attached	#622ffe	10	5.0	5.0	#ecc86f	#beec8e
Xylanimonas	Throat	#ff5c2f	4	4.0	0.0	#a2f9a0	#8000ff
Bacteroides	Stool	#e8cb72	8	0.0	4.0	#8000ff	#7effb5
Bacillus	Anterior_nares	#8000ff	6	7.0	3.0	#ff0000	#3febd5
Actinobacillus	Attached	#622ffe	4	6.0	1.0	#ff703a	#425ffa
Barnesiella	Stool	#e8cb72	3	0.0	4.0	#8000ff	#7effb5
Gemella	Buccal_mucosa	#445cfb	10	3.0	7.0	#5af8c8	#ff6232
Fusobacterium	Throat	#ff5c2f	10	3.0	6.0	#5af8c8	#feb562
Leptotrichia	Tongue_dorsum	#ff2f18	9	3.0	6.0	#5af8c8	#feb562
Actinomyces	Tongue_dorsum	#ff2f18	10	2.0	2.0	#10c6e6	#01b3ec
Eikenella	Subgingival_plaque	#ffac5c	4	2.0	2.0	#10c6e6	#01b3ec
Abiotrophia	Buccal_mucosa	#445cfb	6	4.0	0.0	#a2f9a0	#8000ff
Cardiobacterium	Subgingival_plaque	#ffac5c	4	4.0	0.0	#a2f9a0	#8000ff
Kingella	Supragingival_plaque	#ff8646	8	1.0	8.0	#386df9	#ff0000
Propionibacterium	R_Retroauricular_crease	#acf59a	4	1.0	8.0	#386df9	#ff0000
Catonella	Subgingival_plaque	#ffac5c	4	5.0	5.0	#ecc86f	#beec8e
