TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Atopobium	Posterior_fornix	#8efeac	12	2.0	2.0	#7effb5	#10c6e6
Bulleidia	Throat	#ff5c2f	12	0.0	0.0	#8000ff	#8000ff
Campylobacter	Attached	#622ffe	12	2.0	2.0	#7effb5	#10c6e6
Capnocytophaga	Supragingival_plaque	#ff8646	12	2.0	4.0	#7effb5	#a2f9a0
Carnobacterium	Hard_palate	#08acee	12	2.0	2.0	#7effb5	#10c6e6
Catonella	Subgingival_plaque	#ffac5c	12	2.0	2.0	#7effb5	#10c6e6
Centipeda	Subgingival_plaque	#ffac5c	8	0.0	1.0	#8000ff	#386df9
Dialister	Stool	#e8cb72	10	2.0	4.0	#7effb5	#a2f9a0
Eggerthia	Subgingival_plaque	#ffac5c	2	4.0	5.0	#ff0000	#ecc86f
Eubacterium	Palatine_Tonsils	#70febc	12	0.0	0.0	#8000ff	#8000ff
Filifactor	Palatine_Tonsils	#70febc	10	0.0	0.0	#8000ff	#8000ff
Finegoldia	R_Retroauricular_crease	#acf59a	2	4.0	5.0	#ff0000	#ecc86f
Fusobacterium	Throat	#ff5c2f	12	2.0	4.0	#7effb5	#a2f9a0
Granulicatella	Keratinized_gingiva	#17cbe4	12	2.0	2.0	#7effb5	#10c6e6
Haemophilus	Buccal_mucosa_NA	#2686f5	12	0.0	1.0	#8000ff	#386df9
Isoptericola	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10c6e6
Kingella	Supragingival_plaque	#ff8646	8	0.0	1.0	#8000ff	#386df9
Kytococcus	Throat	#ff5c2f	12	2.0	4.0	#7effb5	#a2f9a0
Lachnoanaerobaculum	Tongue_dorsum	#ff2f18	12	2.0	4.0	#7effb5	#a2f9a0
Lactobacillus	Mid_vagina	#52f5cb	6	3.0	3.0	#feb562	#5af8c8
Lactococcus	Anterior_nares	#8000ff	2	4.0	5.0	#ff0000	#ecc86f
Leptotrichia	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10c6e6
Mannheimia	Buccal_mucosa_NA	#2686f5	2	0.0	1.0	#8000ff	#386df9
Mogibacterium	Palatine_Tonsils	#70febc	10	0.0	0.0	#8000ff	#8000ff
Morococcus	Palatine_Tonsils	#70febc	8	0.0	0.0	#8000ff	#8000ff
Mycoplasma	Subgingival_plaque	#ffac5c	12	3.0	3.0	#feb562	#5af8c8
Odoribacter	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Olsenella	Palatine_Tonsils	#70febc	10	0.0	0.0	#8000ff	#8000ff
Oribacterium	Throat	#ff5c2f	12	0.0	0.0	#8000ff	#8000ff
Oscillibacter	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Parabacteroides	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Paraprevotella	Stool	#e8cb72	2	4.0	5.0	#ff0000	#ecc86f
Parvimonas	Subgingival_plaque	#ffac5c	12	0.0	1.0	#8000ff	#386df9
Pasteurella	Buccal_mucosa	#445cfb	6	0.0	1.0	#8000ff	#386df9
Peptoniphilus	Anterior_nares	#8000ff	11	1.0	7.0	#01b3ec	#ff0000
Peptostreptococcus	Throat	#ff5c2f	12	2.0	2.0	#7effb5	#10c6e6
Porphyrobacter	Saliva	#cbe486	2	0.0	0.0	#8000ff	#8000ff
Porphyromonas	Saliva	#cbe486	12	0.0	1.0	#8000ff	#386df9
Prevotella	Palatine_Tonsils	#70febc	12	2.0	6.0	#7effb5	#ff703a
Propionibacterium	R_Retroauricular_crease	#acf59a	6	0.0	1.0	#8000ff	#386df9
Pseudomonas	Vaginal_introitus	#ff0000	2	0.0	0.0	#8000ff	#8000ff
Pseudoramibacter	Subgingival_plaque	#ffac5c	2	3.0	3.0	#feb562	#5af8c8
Psychrobacter	Saliva	#cbe486	2	0.0	0.0	#8000ff	#8000ff
Roseburia	Stool	#e8cb72	3	3.0	3.0	#feb562	#5af8c8
Rothia	Hard_palate	#08acee	12	2.0	2.0	#7effb5	#10c6e6
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	2	3.0	3.0	#feb562	#5af8c8
Ruminococcus	Stool	#e8cb72	8	0.0	1.0	#8000ff	#386df9
Sanguibacter	Throat	#ff5c2f	12	2.0	6.0	#7effb5	#ff703a
Selenomonas	Supragingival_plaque	#ff8646	12	2.0	6.0	#7effb5	#ff703a
Simonsiella	Keratinized_gingiva	#17cbe4	6	2.0	2.0	#7effb5	#10c6e6
Slackia	Palatine_Tonsils	#70febc	3	0.0	0.0	#8000ff	#8000ff
Solobacterium	Palatine_Tonsils	#70febc	12	2.0	4.0	#7effb5	#a2f9a0
Staphylococcus	L_Retroauricular_crease	#34e4d9	12	2.0	0.0	#7effb5	#8000ff
Stomatobaculum	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10c6e6
Streptococcus	Buccal_mucosa_NA	#2686f5	12	2.0	2.0	#7effb5	#10c6e6
Sutterella	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Tannerella	Subgingival_plaque	#ffac5c	12	3.0	3.0	#feb562	#5af8c8
Treponema	Subgingival_plaque	#ffac5c	12	3.0	3.0	#feb562	#5af8c8
Trueperella	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10c6e6
Varibaculum	R_Retroauricular_crease	#acf59a	2	4.0	5.0	#ff0000	#ecc86f
Veillonella	Attached	#622ffe	12	2.0	4.0	#7effb5	#a2f9a0
Xylanimonas	Throat	#ff5c2f	12	2.0	4.0	#7effb5	#a2f9a0
Actinomyces	Tongue_dorsum	#ff2f18	12	2.0	2.0	#7effb5	#10c6e6
Abiotrophia	Buccal_mucosa	#445cfb	12	2.0	0.0	#7effb5	#8000ff
Actinobaculum	Subgingival_plaque	#ffac5c	8	0.0	1.0	#8000ff	#386df9
Cellulomonas	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Clostridium	Stool	#e8cb72	4	4.0	5.0	#ff0000	#ecc86f
Anaeroglobus	Subgingival_plaque	#ffac5c	8	0.0	0.0	#8000ff	#8000ff
Actinobacillus	Attached	#622ffe	2	0.0	1.0	#8000ff	#386df9
Aggregatibacter	Saliva	#cbe486	12	0.0	1.0	#8000ff	#386df9
Akkermansia	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Alistipes	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Bacteroides	Stool	#e8cb72	11	3.0	3.0	#feb562	#5af8c8
Barnesiella	Stool	#e8cb72	2	3.0	3.0	#feb562	#5af8c8
Eikenella	Subgingival_plaque	#ffac5c	2	3.0	3.0	#feb562	#5af8c8
Corynebacterium	Supragingival_plaque	#ff8646	12	2.0	6.0	#7effb5	#ff703a
Johnsonella	Subgingival_plaque	#ffac5c	4	0.0	0.0	#8000ff	#8000ff
Megasphaera	Saliva	#cbe486	12	0.0	1.0	#8000ff	#386df9
Gemella	Buccal_mucosa	#445cfb	12	1.0	7.0	#01b3ec	#ff0000
Alloprevotella	Keratinized_gingiva	#17cbe4	12	0.0	1.0	#8000ff	#386df9
