	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acinetobacter	Abiotrophia	2.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
1	Abiotrophia	Acinetobacter	2.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
2	Actinobacillus	Abiotrophia	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
3	Abiotrophia	Actinobacillus	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
4	Actinobacillus	Acinetobacter	2.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
5	Acinetobacter	Actinobacillus	2.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
6	Actinomyces	Abiotrophia	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
7	Abiotrophia	Actinomyces	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
8	Actinomyces	Acinetobacter	2.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
9	Acinetobacter	Actinomyces	2.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
10	Actinomyces	Actinobacillus	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
11	Actinobacillus	Actinomyces	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
12	Aggregatibacter	Abiotrophia	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
13	Abiotrophia	Aggregatibacter	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
14	Aggregatibacter	Acinetobacter	2.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
15	Acinetobacter	Aggregatibacter	2.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
16	Aggregatibacter	Actinobacillus	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
17	Actinobacillus	Aggregatibacter	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
18	Aggregatibacter	Actinomyces	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
19	Actinomyces	Aggregatibacter	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
20	Alloprevotella	Abiotrophia	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
21	Abiotrophia	Alloprevotella	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
22	Alloprevotella	Acinetobacter	2.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
23	Acinetobacter	Alloprevotella	2.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
24	Alloprevotella	Actinobacillus	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
25	Actinobacillus	Alloprevotella	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
26	Alloprevotella	Actinomyces	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
27	Actinomyces	Alloprevotella	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
28	Alloprevotella	Aggregatibacter	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
29	Aggregatibacter	Alloprevotella	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
30	Alysiella	Abiotrophia	2.0	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
31	Abiotrophia	Alysiella	2.0	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
32	Alysiella	Acinetobacter	2.0	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
33	Acinetobacter	Alysiella	2.0	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
34	Alysiella	Actinobacillus	2.0	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
35	Actinobacillus	Alysiella	2.0	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
36	Alysiella	Actinomyces	2.0	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc
37	Actinomyces	Alysiella	2.0	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc
38	Alysiella	Aggregatibacter	2.0	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
39	Aggregatibacter	Alysiella	2.0	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
40	Alysiella	Alloprevotella	2.0	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
41	Alloprevotella	Alysiella	2.0	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
42	Bacillus	Abiotrophia	2.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
43	Abiotrophia	Bacillus	2.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
