source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcus	0	Acidaminococcus	Acholeplasma	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Acholeplasma	1	Acholeplasma	Acidaminococcus	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#10a2f0	#01b3ec
Actinomyces	2	Actinomyces	Acholeplasma	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	1.0	#ffa558	#01b3ec
Acholeplasma	3	Acholeplasma	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	2.0	1.0	#10a2f0	#01b3ec
Actinomyces	4	Actinomyces	Acinetobacter	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	1.0	#ffa558	#01b3ec
Acinetobacter	5	Acinetobacter	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	3.0	2.0	#2adddd	#7effb5
Adlercreutzia	6	Adlercreutzia	Acetivibrio	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Acetivibrio	7	Acetivibrio	Adlercreutzia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Adlercreutzia	8	Adlercreutzia	Acinetobacter	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#4856fb	#8000ff
Acinetobacter	9	Acinetobacter	Adlercreutzia	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	3.0	2.0	#2adddd	#7effb5
Adlercreutzia	10	Adlercreutzia	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
Actinomyces	11	Actinomyces	Adlercreutzia	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	1.0	#ffa558	#01b3ec
Aggregatibacter	12	Aggregatibacter	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	7.0	1.0	#ffa558	#01b3ec
Actinomyces	13	Actinomyces	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	7.0	1.0	#ffa558	#01b3ec
Akkermansia	14	Akkermansia	Acetivibrio	7.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Acetivibrio	15	Acetivibrio	Akkermansia	7.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Akkermansia	16	Akkermansia	Adlercreutzia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Adlercreutzia	17	Adlercreutzia	Akkermansia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Alistipes	18	Alistipes	Acetivibrio	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Acetivibrio	19	Acetivibrio	Alistipes	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Alistipes	20	Alistipes	Acholeplasma	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Acholeplasma	21	Acholeplasma	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#10a2f0	#01b3ec
Alistipes	22	Alistipes	Acidaminococcus	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Acidaminococcus	23	Acidaminococcus	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Alistipes	24	Alistipes	Acinetobacter	2.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	2.0	2.0	#10a2f0	#7effb5
Acinetobacter	25	Acinetobacter	Alistipes	2.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	3.0	2.0	#2adddd	#7effb5
Alistipes	26	Alistipes	Adlercreutzia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Adlercreutzia	27	Adlercreutzia	Alistipes	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Alistipes	28	Alistipes	Akkermansia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Akkermansia	29	Akkermansia	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Alloprevotella	30	Alloprevotella	Acetivibrio	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	1.0	#8000ff	#01b3ec
Acetivibrio	31	Acetivibrio	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	9.0	0.0	#ff0000	#8000ff
Alloprevotella	32	Alloprevotella	Akkermansia	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	1.0	#8000ff	#01b3ec
Akkermansia	33	Akkermansia	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	9.0	0.0	#ff0000	#8000ff
Anaerococcus	34	Anaerococcus	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	5.0	1.0	#9bfba5	#01b3ec
Actinomyces	35	Actinomyces	Anaerococcus	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	1.0	#ffa558	#01b3ec
Anaerofustis	36	Anaerofustis	Acinetobacter	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	3.0	1.0	#2adddd	#01b3ec
Acinetobacter	37	Acinetobacter	Anaerofustis	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	3.0	2.0	#2adddd	#7effb5
Anaerofustis	38	Anaerofustis	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	3.0	1.0	#2adddd	#01b3ec
Actinomyces	39	Actinomyces	Anaerofustis	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	1.0	#ffa558	#01b3ec
Anaerofustis	40	Anaerofustis	Adlercreutzia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	1.0	#2adddd	#01b3ec
Adlercreutzia	41	Adlercreutzia	Anaerofustis	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Anaeroglobus	42	Anaeroglobus	Adlercreutzia	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	3.0	#4856fb	#feb562
Adlercreutzia	43	Adlercreutzia	Anaeroglobus	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
Anaerostipes	44	Anaerostipes	Acetivibrio	5.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Acetivibrio	45	Acetivibrio	Anaerostipes	5.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Anaerostipes	46	Anaerostipes	Adlercreutzia	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Adlercreutzia	47	Adlercreutzia	Anaerostipes	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Anaerostipes	48	Anaerostipes	Akkermansia	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Akkermansia	49	Akkermansia	Anaerostipes	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Anaerostipes	50	Anaerostipes	Anaeroglobus	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
Anaeroglobus	51	Anaeroglobus	Anaerostipes	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	3.0	#4856fb	#feb562
Anaerotruncus	52	Anaerotruncus	Acetivibrio	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	2.0	#2adddd	#7effb5
Acetivibrio	53	Acetivibrio	Anaerotruncus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9.0	0.0	#ff0000	#8000ff
Anaerotruncus	54	Anaerotruncus	Acinetobacter	7.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	3.0	2.0	#2adddd	#7effb5
Acinetobacter	55	Acinetobacter	Anaerotruncus	7.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	3.0	2.0	#2adddd	#7effb5
Anaerotruncus	56	Anaerotruncus	Actinomyces	2.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	3.0	2.0	#2adddd	#7effb5
Actinomyces	57	Actinomyces	Anaerotruncus	2.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	1.0	#ffa558	#01b3ec
Anaerotruncus	58	Anaerotruncus	Adlercreutzia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	2.0	#2adddd	#7effb5
Adlercreutzia	59	Adlercreutzia	Anaerotruncus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#4856fb	#8000ff
Anaerotruncus	60	Anaerotruncus	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	2.0	#2adddd	#7effb5
Alistipes	61	Alistipes	Anaerotruncus	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	2.0	#10a2f0	#7effb5
Anaerotruncus	62	Anaerotruncus	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	3.0	2.0	#2adddd	#7effb5
Alloprevotella	63	Alloprevotella	Anaerotruncus	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	1.0	#8000ff	#01b3ec
Anaerotruncus	64	Anaerotruncus	Anaerococcus	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	3.0	2.0	#2adddd	#7effb5
Anaerococcus	65	Anaerococcus	Anaerotruncus	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	5.0	1.0	#9bfba5	#01b3ec
Anaerotruncus	66	Anaerotruncus	Anaerofustis	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	2.0	#2adddd	#7effb5
Anaerofustis	67	Anaerofustis	Anaerotruncus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	1.0	#2adddd	#01b3ec
