	Gender	Name
SRR062295	Female	unk
SRR062381	Female	unk
SRR062430	Female	unk
SRR062450	Female	unk
SRR062452	Female	unk
SRR062488	Female	unk
SRR062490	Female	unk
SRR062491	Female	unk
SRR062493	Female	unk
SRR062496	Female	unk
SRR062508	Female	unk
SRR062512	Female	unk
SRR062529	Female	unk
SRR063506	Female	unk
SRR063507	Female	unk
SRR063517	Female	unk
SRR063518	Female	unk
SRR063520	Female	unk
SRR063522	Female	unk
SRR063527	Female	unk
SRR063528	Female	unk
SRR063530	Female	unk
SRR063532	Female	unk
SRR063536	Female	unk
SRR063537	Female	unk
SRR063746	Female	unk
SRR063790	Female	unk
SRR063918	Female	unk
SRR063919	Female	unk
SRR063923	Female	unk
SRR063926	Female	unk
SRR346654	Female	unk
SRR346671	Female	unk
SRR346704	Female	unk
SRR353632	Female	unk
SRR353633	Female	unk
SRR059328	Male	unk
SRR059329	Male	unk
SRR059336	Male	unk
SRR059337	Male	unk
SRR059340	Male	unk
SRR059341	Male	unk
SRR059362	Male	unk
SRR059363	Male	unk
SRR059370	Male	unk
SRR059371	Male	unk
SRR059408	Male	unk
SRR059409	Male	unk
SRR059842	Male	unk
SRR059843	Male	unk
SRR059860	Male	unk
SRR059861	Male	unk
SRR059864	Male	unk
SRR059865	Male	unk
SRR059866	Male	unk
SRR059867	Male	unk
SRR059868	Male	unk
SRR059869	Male	unk
SRR059888	Male	unk
SRR059889	Male	unk
SRR059898	Male	unk
SRR059899	Male	unk
SRR059902	Male	unk
SRR059903	Male	unk
SRR059908	Male	unk
SRR059909	Male	unk
SRR059926	Male	unk
SRR059927	Male	unk
SRR059964	Male	unk
SRR059965	Male	unk
SRR060121	Male	unk
SRR060122	Male	unk
SRR060156	Male	unk
SRR060354	Male	unk
SRR060355	Male	unk
SRR060372	Male	unk
SRR060373	Male	unk
SRR060380	Male	unk
SRR060381	Male	unk
SRR060384	Male	unk
SRR060385	Male	unk
SRR060424	Male	unk
SRR060425	Male	unk
SRR061171	Male	unk
SRR061176	Male	unk
SRR061217	Male	unk
SRR061239	Male	unk
SRR061240	Male	unk
SRR061257	Male	unk
SRR061262	Male	unk
SRR061311	Male	unk
SRR061312	Male	unk
SRR061313	Male	unk
SRR061314	Male	unk
SRR061319	Male	unk
SRR061325	Male	unk
SRR061333	Male	unk
SRR061335	Male	unk
SRR061337	Male	unk
SRR061354	Male	unk
SRR061358	Male	unk
SRR061363	Male	unk
SRR061389	Male	unk
SRR061416	Male	unk
SRR061419	Male	unk
SRR061422	Male	unk
SRR061453	Male	unk
SRR061455	Male	unk
SRR061511	Male	unk
SRR061517	Male	unk
SRR061518	Male	unk
SRR061519	Male	unk
SRR061521	Male	unk
SRR061522	Male	unk
SRR061528	Male	unk
SRR061529	Male	unk
SRR061541	Male	unk
SRR061542	Male	unk
SRR061544	Male	unk
SRR061546	Male	unk
SRR061565	Male	unk
SRR061567	Male	unk
SRR061576	Male	unk
SRR061577	Male	unk
SRR061905	Male	unk
SRR061906	Male	unk
SRR061911	Male	unk
SRR061912	Male	unk
SRR061935	Male	unk
SRR061936	Male	unk
SRR061949	Male	unk
SRR061950	Male	unk
SRR061967	Male	unk
SRR061968	Male	unk
SRR061971	Male	unk
SRR061972	Male	unk
SRR061979	Male	unk
SRR061980	Male	unk
SRR062001	Male	unk
SRR062002	Male	unk
SRR062013	Male	unk
SRR062014	Male	unk
SRR062033	Male	unk
SRR062034	Male	unk
SRR062055	Male	unk
SRR062056	Male	unk
SRR062092	Male	unk
SRR062101	Male	unk
SRR062279	Male	unk
SRR062296	Male	unk
SRR062315	Male	unk
SRR062330	Male	unk
SRR062354	Male	unk
SRR062356	Male	unk
SRR062384	Male	unk
SRR062400	Male	unk
SRR062409	Male	unk
SRR062410	Male	unk
SRR062425	Male	unk
SRR062464	Male	unk
SRR062465	Male	unk
SRR062495	Male	unk
SRR062498	Male	unk
SRR062505	Male	unk
SRR062519	Male	unk
SRR062522	Male	unk
SRR062523	Male	unk
SRR062528	Male	unk
SRR062533	Male	unk
SRR063510	Male	unk
SRR063511	Male	unk
SRR063512	Male	unk
SRR063529	Male	unk
SRR063708	Male	unk
SRR063747	Male	unk
SRR063748	Male	unk
SRR063788	Male	unk
SRR063789	Male	unk
SRR346660	Male	unk
SRR346661	Male	unk
SRR346662	Male	unk
SRR346684	Male	unk
SRR346692	Male	unk
SRR346693	Male	unk
SRR346717	Male	unk
SRR353624	Male	unk
SRR353627	Male	unk
SRR059432	NA	unk
SRR059433	NA	unk
SRR059446	NA	unk
SRR059447	NA	unk
SRR059450	NA	unk
SRR059451	NA	unk
SRR059456	NA	unk
SRR059457	NA	unk
SRR059478	NA	unk
SRR059484	NA	unk
SRR059485	NA	unk
SRR059490	NA	unk
SRR059491	NA	unk
SRR059492	NA	unk
SRR059493	NA	unk
SRR059840	NA	unk
SRR062366	Female	unk
SRR062367	Female	unk
SRR062368	Female	unk
SRR062393	Female	unk
SRR062290	Male	unk
SRR062293	Male	unk
SRR062362	Male	unk
SRR062363	Male	unk
SRR062391	Male	unk
SRR062392	Male	unk
SRR062394	Male	unk
SRR062405	Male	unk
SRR062416	Male	unk
SRR062420	Male	unk
SRR346663	Male	unk
SRR059427	Female	unk
SRR059442	Female	unk
SRR059443	Female	unk
SRR059462	Female	unk
SRR059477	Female	unk
SRR059510	Female	unk
SRR059511	Female	unk
SRR059928	Female	unk
SRR059929	Female	unk
SRR059954	Female	unk
SRR059955	Female	unk
SRR059988	Female	unk
SRR059989	Female	unk
SRR060005	Female	unk
SRR060007	Female	unk
SRR060020	Female	unk
SRR060036	Female	unk
SRR060040	Female	unk
SRR060081	Female	unk
SRR060082	Female	unk
SRR060123	Female	unk
SRR060390	Female	unk
SRR060391	Female	unk
SRR060408	Female	unk
SRR060409	Female	unk
SRR060416	Female	unk
SRR060417	Female	unk
SRR060446	Female	unk
SRR060447	Female	unk
SRR061213	Female	unk
SRR061214	Female	unk
SRR061225	Female	unk
SRR061233	Female	unk
SRR061242	Female	unk
SRR061249	Female	unk
SRR061250	Female	unk
SRR061252	Female	unk
SRR061281	Female	unk
SRR061289	Female	unk
SRR061315	Female	unk
SRR061318	Female	unk
SRR061324	Female	unk
SRR061359	Female	unk
SRR061431	Female	unk
SRR061439	Female	unk
SRR061440	Female	unk
SRR061445	Female	unk
SRR061446	Female	unk
SRR061447	Female	unk
SRR061448	Female	unk
SRR061449	Female	unk
SRR061457	Female	unk
SRR061458	Female	unk
SRR061485	Female	unk
SRR061487	Female	unk
SRR061488	Female	unk
SRR061490	Female	unk
SRR061492	Female	unk
SRR061493	Female	unk
SRR061498	Female	unk
SRR061500	Female	unk
SRR061540	Female	unk
SRR061545	Female	unk
SRR061548	Female	unk
SRR061550	Female	unk
SRR061553	Female	unk
SRR061554	Female	unk
SRR061575	Female	unk
SRR061584	Female	unk
SRR061587	Female	unk
SRR061588	Female	unk
SRR061692	Female	unk
SRR061693	Female	unk
SRR061694	Female	unk
SRR061695	Female	unk
SRR061696	Female	unk
SRR061937	Female	unk
SRR061938	Female	unk
SRR061957	Female	unk
SRR061958	Female	unk
SRR061983	Female	unk
SRR061984	Female	unk
SRR062003	Female	unk
SRR062004	Female	unk
SRR062064	Female	unk
SRR062065	Female	unk
SRR062070	Female	unk
SRR062071	Female	unk
SRR062281	Female	unk
SRR062282	Female	unk
SRR062283	Female	unk
SRR062305	Female	unk
SRR062306	Female	unk
SRR062308	Female	unk
SRR062349	Female	unk
SRR062360	Female	unk
SRR062474	Female	unk
SRR062475	Female	unk
SRR063460	Female	unk
SRR063461	Female	unk
SRR063508	Female	unk
SRR063509	Female	unk
SRR063534	Female	unk
SRR063535	Female	unk
SRR063910	Female	unk
SRR063913	Female	unk
SRR063914	Female	unk
SRR063928	Female	unk
SRR064436	Female	unk
SRR346653	Female	unk
SRR346669	Female	unk
SRR346700	Female	unk
SRR346705	Female	unk
SRR353616	Female	unk
SRR059322	Male	unk
SRR059323	Male	unk
SRR059332	Male	unk
SRR059333	Male	unk
SRR059360	Male	unk
SRR059361	Male	unk
SRR059397	Male	unk
SRR059403	Male	unk
SRR059467	Male	unk
SRR059470	Male	unk
SRR059471	Male	unk
SRR059509	Male	unk
SRR059848	Male	unk
SRR059849	Male	unk
SRR059850	Male	unk
SRR059851	Male	unk
SRR059856	Male	unk
SRR059857	Male	unk
SRR059880	Male	unk
SRR059881	Male	unk
SRR059882	Male	unk
SRR059883	Male	unk
SRR059892	Male	unk
SRR059893	Male	unk
SRR059906	Male	unk
SRR059907	Male	unk
SRR059922	Male	unk
SRR059923	Male	unk
SRR060075	Male	unk
SRR060076	Male	unk
SRR060119	Male	unk
SRR060120	Male	unk
SRR060154	Male	unk
SRR060350	Male	unk
SRR060351	Male	unk
SRR060360	Male	unk
SRR060361	Male	unk
SRR060376	Male	unk
SRR060377	Male	unk
SRR060378	Male	unk
SRR060379	Male	unk
SRR060386	Male	unk
SRR060387	Male	unk
SRR060430	Male	unk
SRR060431	Male	unk
SRR060440	Male	unk
SRR060441	Male	unk
SRR061141	Male	unk
SRR061146	Male	unk
SRR061177	Male	unk
SRR061178	Male	unk
SRR061202	Male	unk
SRR061210	Male	unk
SRR061211	Male	unk
SRR061221	Male	unk
SRR061224	Male	unk
SRR061228	Male	unk
SRR061237	Male	unk
SRR061241	Male	unk
SRR061243	Male	unk
SRR061244	Male	unk
SRR061258	Male	unk
SRR061276	Male	unk
SRR061279	Male	unk
SRR061292	Male	unk
SRR061295	Male	unk
SRR061300	Male	unk
SRR061322	Male	unk
SRR061327	Male	unk
SRR061339	Male	unk
SRR061341	Male	unk
SRR061342	Male	unk
SRR061352	Male	unk
SRR061353	Male	unk
SRR061377	Male	unk
SRR061399	Male	unk
SRR061417	Male	unk
SRR061433	Male	unk
SRR061434	Male	unk
SRR061435	Male	unk
SRR061441	Male	unk
SRR061450	Male	unk
SRR061451	Male	unk
SRR061501	Male	unk
SRR061502	Male	unk
SRR061509	Male	unk
SRR061514	Male	unk
SRR061515	Male	unk
SRR061516	Male	unk
SRR061573	Male	unk
SRR061585	Male	unk
SRR061589	Male	unk
SRR061590	Male	unk
SRR061939	Male	unk
SRR061940	Male	unk
SRR061953	Male	unk
SRR061954	Male	unk
SRR061955	Male	unk
SRR061956	Male	unk
SRR061997	Male	unk
SRR061998	Male	unk
SRR062047	Male	unk
SRR062048	Male	unk
SRR062053	Male	unk
SRR062054	Male	unk
SRR062095	Male	unk
SRR062309	Male	unk
SRR062310	Male	unk
SRR062313	Male	unk
SRR062316	Male	unk
SRR062328	Male	unk
SRR062329	Male	unk
SRR062346	Male	unk
SRR062347	Male	unk
SRR062374	Male	unk
SRR062377	Male	unk
SRR062378	Male	unk
SRR062380	Male	unk
SRR062383	Male	unk
SRR062385	Male	unk
SRR062398	Male	unk
SRR062419	Male	unk
SRR062433	Male	unk
SRR062456	Male	unk
SRR062499	Male	unk
SRR062502	Male	unk
SRR062503	Male	unk
SRR062507	Male	unk
SRR062520	Male	unk
SRR062527	Male	unk
SRR062540	Male	unk
SRR062541	Male	unk
SRR063496	Male	unk
SRR063497	Male	unk
SRR063675	Male	unk
SRR063692	Male	unk
SRR066417	Male	unk
SRR066419	Male	unk
SRR346667	Male	unk
SRR346680	Male	unk
SRR346698	Male	unk
SRR346699	Male	unk
SRR346701	Male	unk
SRR353620	Male	unk
SRR059380	NA	unk
SRR059381	NA	unk
SRR059396	NA	unk
SRR059402	NA	unk
SRR059414	NA	unk
SRR059415	NA	unk
SRR059426	NA	unk
SRR059436	NA	unk
SRR059437	NA	unk
SRR059463	NA	unk
SRR059466	NA	unk
SRR059476	NA	unk
SRR059480	NA	unk
SRR059481	NA	unk
SRR059500	NA	unk
SRR059501	NA	unk
SRR059508	NA	unk
SRR059834	NA	unk
SRR059835	NA	unk
SRR059838	NA	unk
SRR059839	NA	unk
SRR061290	Female	unk
SRR061305	Female	unk
SRR062369	Female	unk
SRR062370	Female	unk
SRR062470	Female	unk
SRR062473	Female	unk
