TAXA	[Eubacterium] infirmum	[Eubacterium] yurii	Actinomyces georgiae	Actinomyces graevenitzii	Actinomyces johnsonii	Actinomyces massiliensis	Actinomyces meyeri	Actinomyces odontolyticus	Actinomyces slackii	Actinomyces sp. ICM47	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 848	Actinomyces sp. oral taxon 849	Actinomyces sp. oral taxon 877	Aggregatibacter actinomycetemcomitans	Aggregatibacter segnis	Alloprevotella rava	Alloprevotella tannerae	Anaeroglobus geminatus	Arcanobacterium haemolyticum	Atopobium parvulum	Atopobium rimae	Bergeyella zoohelcum	Bulleidia extructa	Campylobacter curvus	Campylobacter sp. 10_1_50	Capnocytophaga cynodegmi	Capnocytophaga gingivalis	Capnocytophaga granulosa	Capnocytophaga ochracea	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 326	Capnocytophaga sp. oral taxon 329	Capnocytophaga sp. oral taxon 335	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 412	Capnocytophaga sp. oral taxon 863	Cardiobacterium hominis	Carnobacterium maltaromaticum	Catonella morbi	Centipeda periodontii	Corynebacterium argentoratense	Corynebacterium diphtheriae	Cryptobacterium curtum	Dialister invisus	Dialister micraerophilus	Eubacterium brachy	Eubacterium saphenum	Filifactor alocis	Fusobacterium hwasookii	Fusobacterium necrophorum	Fusobacterium periodonticum	Fusobacterium sp. CM21	Fusobacterium sp. CM22	Fusobacterium sp. OBRC1	Fusobacterium sp. oral taxon 370	Gemella haemolysans	Gemella sanguinis	Granulicatella adiacens	Haemophilus haemolyticus	Haemophilus influenzae	Haemophilus parahaemolyticus	Haemophilus parainfluenzae	Haemophilus sp. C1	Haemophilus sputorum	Johnsonella ignava	Kingella kingae	Kytococcus sedentarius	Lachnoanaerobaculum saburreum	Lachnoanaerobaculum sp. ICM7	Lachnoanaerobaculum sp. MSX33	Lachnoanaerobaculum sp. OBRC5-5	Lautropia mirabilis	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia shahii	Leptotrichia sp. oral taxon 879	Leptotrichia trevisanii	Leptotrichia wadei	Megasphaera micronuciformis	Morococcus cerebrosus	Mycoplasma salivarium	Neisseria bacilliformis	Neisseria gonorrhoeae	Neisseria macacae	Neisseria mucosa	Neisseria polysaccharea	Neisseria sicca	Neisseria sp. GT4A_CT1	Neisseria sp. HMSC06F02	Neisseria sp. oral taxon 020	Olsenella uli	Oribacterium sinus	Oribacterium sp. oral taxon 078	Ottowia sp. oral taxon 894	Paraprevotella clara	Parvimonas micra	Parvimonas sp. oral taxon 110	Pasteurella multocida	Peptoniphilus lacrimalis	Peptostreptococcaceae bacterium ACC19a	Peptostreptococcaceae bacterium AS15	Peptostreptococcaceae bacterium OBRC8	Peptostreptococcus stomatis	Porphyromonadaceae bacterium COT-184 OH4590	Porphyromonas bennonis	Porphyromonas endodontalis	Porphyromonas macacae	Porphyromonas somerae	Porphyromonas sp. KLE 1280	Porphyromonas sp. oral taxon 279	Prevotella amnii	Prevotella aurantiaca	Prevotella baroniae	Prevotella bergensis	Prevotella bivia	Prevotella conceptionensis	Prevotella denticola	Prevotella disiens	Prevotella enoeca	Prevotella fusca	Prevotella histicola	Prevotella intermedia	Prevotella loescheii	Prevotella maculosa	Prevotella marshii	Prevotella melaninogenica	Prevotella micans	Prevotella multiformis	Prevotella nanceiensis	Prevotella nigrescens	Prevotella oralis	Prevotella oulorum	Prevotella pallens	Prevotella pleuritidis	Prevotella saccharolytica	Prevotella salivae	Prevotella scopos	Prevotella shahii	Prevotella sp. C561	Prevotella sp. F0091	Prevotella sp. HJM029	Prevotella sp. ICM33	Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 306	Prevotella sp. oral taxon 317	Prevotella sp. oral taxon 472	Prevotella sp. oral taxon 473	Prevotella veroralis	Pseudoramibacter alactolyticus	Rothia aeria	Sanguibacter keddieii	Scardovia wiggsiae	Selenomonas artemidis	Selenomonas flueggei	Selenomonas sp. CM52	Selenomonas sp. F0473	Selenomonas sp. FOBRC6	Selenomonas sp. FOBRC9	Selenomonas sp. oral taxon 137	Selenomonas sp. oral taxon 138	Selenomonas sp. oral taxon 149	Selenomonas sp. oral taxon 478	Selenomonas sp. oral taxon 892	Selenomonas sputigena	Solobacterium moorei	Staphylococcus pasteuri	Stomatobaculum longum	Streptococcus anginosus	Streptococcus constellatus	Streptococcus cristatus	Streptococcus dentisani	Streptococcus gordonii	Streptococcus infantis	Streptococcus massiliensis	Streptococcus mitis	Streptococcus mutans	Streptococcus oligofermentans	Streptococcus oralis	Streptococcus pneumoniae	Streptococcus pseudopneumoniae	Streptococcus sanguinis	Streptococcus sinensis	Streptococcus sp. 1171_SSPC	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 263_SSPC	Streptococcus sp. 343_SSPC	Streptococcus sp. 400_SSPC	Streptococcus sp. AS14	Streptococcus sp. C300	Streptococcus sp. CCH8-G7	Streptococcus sp. M143	Streptococcus sp. oral taxon 056	Streptococcus sp. oral taxon 058	Streptococcus sp. SR1	Streptococcus thermophilus	Streptococcus tigurinus	Tannerella forsythia	Thauera sp. 28	Treponema lecithinolyticum	Treponema maltophilum	Treponema medium	Treponema pedis	Treponema putidum	Treponema socranskii	Treponema sp. OMZ 838	Treponema succinifaciens	Treponema vincentii	Veillonella atypica	Veillonella dispar	Veillonella sp. 3_1_44	Veillonella sp. 6_1_27	Veillonella sp. AS16	Veillonella sp. oral taxon 158	Veillonella sp. oral taxon 780
Selenomonas sp. F0473	0.0	0.0	0.0	0.0	0.0	0.9676531006404542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8432109310519431	0.0	0.8334906647678039	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8379765437424924	0.0	0.8064516129032259	0.8727506998300516	0.0	0.0	0.8295613557843402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8064516129032259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.8766730863571996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9236942184372015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sp. FOBRC6	0.8100172991859396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.9669875568304567	0.0	0.0	0.0	0.8889070970525804	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8558961032361837	0.0	0.912029185400907	0.0	0.0	0.0	0.9091372900969897	0.0	0.0	0.9091372900969898	0.0	0.9091372900969898	0.0	0.0	0.912029185400907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.912029185400907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9306583116649209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.8942988458947329	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9258200997725516	0.0	0.0	0.0	0.0	0.0	0.0	0.8892957200353689	0.0	0.8160261132534432	0.0	0.0	0.0	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9091372900969898	0.9091372900969898	0.0	0.0	0.9091372900969898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sp. FOBRC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8981462390204986	0.0	0.0	0.0	0.0
Selenomonas sp. oral taxon 137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9846963215463725	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9665835866287544	0.0	0.0	0.8939711995397414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8211649813560638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9236942184372015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9823697065156263	0.0	0.0	0.9823697065156263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sp. oral taxon 138	0.8535791995526397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.870388279778489	0.0	0.0	0.0	0.8974405389830756	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.8944271909999161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295613557843402	0.0	0.0	0.0	0.8728715609439694	0.0	0.0	0.8728715609439697	0.0	0.8728715609439697	0.0	0.0	0.8295613557843402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295613557843402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8292884288627294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.0	0.8728715609439697	0.8986495300827688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.0	0.8295613557843402	0.0	0.0	0.0	0.0	0.0	0.8935341032175405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.8942949086371424	0.0	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.0	0.8728715609439697	0.0	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.9258200997725516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8935341032175406	0.0	0.8295613557843403	0.0	0.0	0.0	0.0	0.8728715609439697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9328152465138775	0.8728715609439697	0.8728715609439697	0.0	0.8688002439733273	0.8728715609439697	0.9822546108840697	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sp. oral taxon 149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8107021229239448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8401680504168059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8542421961772492	0.9486832980505138	0.0	0.0	0.0	0.0
Selenomonas sp. oral taxon 478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97841767106035	0.0	0.9616094617398074	0.0	0.944911182523068	0.0	0.0	0.0	0.0	0.0	0.9759000729485332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9133765851643396	0.0	0.0	0.0	0.9910142164116135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8824975032927698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8270293971673015	0.0	0.993506864040898	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8419300492123547	0.0	0.0	0.0	0.0	0.0	0.0	0.8585509627326976	0.0	0.0	0.0	0.8757621239158239	0.0	0.9522876503035911	0.0	0.0	0.8650825148884949	0.9849672014412244	0.0	0.8360363905847067	0.0	0.0	0.8504200642707613	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.8952537202557261	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sp. oral taxon 892	0.0	0.0	0.0	0.8010018789148141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8731586425373078	0.0	0.0	0.8010018789148141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8731586425373078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8010018789148141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas sputigena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.9058216273156765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9058216273156765	0.0	0.8153742483272111	0.9058216273156765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.815374248327211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153742483272111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solobacterium moorei	0.8789975766159113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8237139508938746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9202442952053569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.820303112429596	0.9488474727161107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.815410638908599	0.8237139508938744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus pasteuri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9532824016621546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8475114469444542	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8819171036881969	0.9047619047619047	0.0	0.0	0.8839237436058897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9907160312709145	0.9680266287317677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.818368732743295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8363117359397056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.9047619047619047	0.0	0.0	0.9047619047619047	0.9047619047619047	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.9047619047619047	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.9047619047619047	0.0	0.0
