TAXA	[Clostridium] leptum	[Eubacterium] siraeum	Abiotrophia defectiva	Acidovorax caeni	Acidovorax temperans	Acinetobacter baumannii	Acinetobacter johnsonii	Acinetobacter junii	Acinetobacter lwoffii	Acinetobacter sp. MDS7A	Acinetobacter towneri	Actinobaculum sp. oral taxon 183	Actinomyces dentalis	Actinomyces naeslundii	Actinomyces odontolyticus	Actinomyces oris	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 175	Actinomyces sp. oral taxon 414	Actinomyces viscosus	Aerococcus viridans	Afipia birgiae	Aggregatibacter actinomycetemcomitans	Aggregatibacter aphrophilus	Akkermansia muciniphila	Alistipes onderdonkii	Alistipes shahii	Aliterella atlantica	Alloprevotella tannerae	alpha proteobacterium LLX12A	Anaerococcus prevotii	Anaerococcus provenciensis	Arcanobacterium sp. S3PF19	Atopobacter phocae	Aureimonas altamirensis	Azohydromonas australica	Bacillus cereus	Bacillus thermoamylovorans	Bacteroides caccae	Bacteroides coprocola	Bacteroides faecis	Bacteroides finegoldii	Bacteroides intestinalis	Bacteroides ovatus	Bacteroides stercoris	Bacteroides uniformis	Bacteroides vulgatus	Barnesiella intestinihominis	Bifidobacterium adolescentis	Bifidobacterium bifidum	Blautia obeum	Brevundimonas diminuta	Calothrix sp. PCC 7103	Campylobacter concisus	Campylobacter showae	Campylobacter ureolyticus	Candidatus Saccharibacteria oral taxon TM7x	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 329	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. oral taxon 338	Capnocytophaga sputigena	Clostridium sp. L2-50	Coprococcus comes	Corynebacterium ammoniagenes	Corynebacterium aurimucosum	Corynebacterium camporealensis	Corynebacterium casei	Corynebacterium diphtheriae	Corynebacterium genitalium	Corynebacterium jeikeium	Corynebacterium kroppenstedtii	Corynebacterium massiliense	Corynebacterium matruchotii	Corynebacterium propinquum	Corynebacterium pseudodiphtheriticum	Corynebacterium pseudogenitalium	Corynebacterium renale	Corynebacterium sp. GD7	Corynebacterium sp. KPL1824	Corynebacterium tuberculostearicum	Crocosphaera watsonii	Delftia sp. Cs1-4	Dialister invisus	Dolosigranulum pigrum	Enhydrobacter aerosaccus	Enterobacter aerogenes	Escherichia coli	Eubacterium sp. 3_1_31	Exiguobacterium marinum	Facklamia hominis	Gemella sanguinis	Granulicatella adiacens	Granulicatella elegans	Gulbenkiania mobilis	Haemophilus influenzae	Haemophilus parahaemolyticus	Haemophilus sputorum	Helicobacter suis	Kingella kingae	Kingella oralis	Klebsiella oxytoca	Kocuria kristinae	Kocuria rhizophila	Lactobacillus acidophilus	Lactobacillus brevis	Lactobacillus crispatus	Lactobacillus fermentum	Lactobacillus plantarum	Lactobacillus reuteri	Lactococcus lactis	Lautropia mirabilis	Lelliottia amnigena	Leptotrichia buccalis	Leucobacter sp. CBX151	Levyella massiliensis	Methylobacterium aquaticum	Micrococcus luteus	Modestobacter caceresii	Moraxella boevrei	Moraxella bovoculi	Moraxella macacae	Mycobacterium immunogenum	Mycobacterium iranicum	Neisseria meningitidis	Neisseria mucosa	Neisseria sicca	Odoribacter splanchnicus	Oribacterium sinus	Oribacterium sp. oral taxon 078	Oscillospiraceae bacterium VE202-24	Paenibacillus sophorae	Parabacteroides merdae	Paracoccus yeei	Pedobacter agri	Peptoniphilus harei	Peptoniphilus lacrimalis	Photobacterium iliopiscarium	Porphyromonas bennonis	Porphyromonas catoniae	Porphyromonas endodontalis	Prevotella amnii	Prevotella buccalis	Prevotella corporis	Prevotella histicola	Prevotella loescheii	Prevotella multiformis	Prevotella nigrescens	Prevotella oris	Prevotella oulorum	Prevotella pallens	Prevotella pleuritidis	Prevotella salivae	Prevotella sp. C561	Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 473	Prevotella timonensis	Propionibacterium acnes	Propionibacterium avidum	Propionibacterium sp. HGH0353	Pseudomonas fluorescens	Pseudomonas stutzeri	Psychrobacter lutiphocae	Psychrobacter sp. 1501(2011)	Risungbinella massiliensis	Roseburia faecis	Roseburia intestinalis	Roseburia inulinivorans	Rothia dentocariosa	Ruminococcus bicirculans	Ruminococcus sp. 5_1_39BFAA	Shuttleworthia sp. MSX8B	Sphingobacterium sp. IITKGP-BTPF85	Sphingobium yanoikuyae	Sphingomonas sp. Ag1	Staphylococcus auricularis	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus haemolyticus	Staphylococcus pasteuri	Stenotrophomonas maltophilia	Stomatobaculum longum	Streptococcus anginosus	Streptococcus equi	Streptococcus intermedius	Streptococcus macedonicus	Streptococcus mitis	Streptococcus oralis	Streptococcus parasanguinis	Streptococcus pneumoniae	Streptococcus pseudopneumoniae	Streptococcus salivarius	Streptococcus sp. 263_SSPC	Streptococcus suis	Streptococcus vestibularis	Streptomyces sp. MUSC119T	Tepidiphilus thermophilus	Veillonella dispar	Veillonella parvula	Vibrio vulnificus	Xanthomonas campestris
Prevotella timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8390804597701149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacterium acnes	0.0	0.0	0.0	0.0	0.0	0.8970124215255799	0.0	0.0	0.89701242152558	0.89701242152558	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8970124215255803	0.0	0.8970124215255799	0.0	0.0	0.0	0.0	0.0	0.8970124215255799	0.0	0.8970124215255801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.89701242152558	0.89701242152558	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.8970124215255799	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.0	0.8970124215255799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.8970124215255803	0.0
Propionibacterium avidum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9891355894827849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390961	0.9510701885390962	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.9903257551027287	0.9510701885390961	0.9510701885390962	0.0	0.0	0.0	0.9510701885390961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9060015917386423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.978606432498284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9510701885390962	0.0	0.0	0.0	0.0	0.0	0.9308833141772569	0.8246137124921438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacterium sp. HGH0353	0.0	0.0	0.0	0.9372512457704228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704228	0.0	0.0	0.0	0.9372512457704226	0.0	0.9372512457704226	0.9372512457704231	0.9372512457704226	0.0	0.0	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9102859761122207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704228	0.9372512457704231	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704231	0.0	0.9372512457704228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372512457704226	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas fluorescens	0.0	0.0	0.0	0.0	0.0	0.9611488104742163	0.9566353187042842	0.0	0.9611488104742164	0.9611488104742164	0.9862563024183307	0.0	0.0	0.9330498789962568	0.9611488104742164	0.8741138324624872	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742165	0.0	0.9611488104742163	0.0	0.0	0.0	0.0	0.0	0.9611488104742163	0.0	0.9611488104742165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9927901006295571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.9611488104742164	0.9611488104742164	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.9611488104742163	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9553707127273975	0.0	0.0	0.0	0.0	0.0	0.0	0.9306648830760844	0.9611488104742164	0.0	0.0	0.0	0.9611488104742163	0.0	0.0	0.0	0.9969266840147759	0.0	0.0	0.0	0.0	0.0	0.0	0.9611488104742164	0.0	0.950296194185553	0.9611488104742165	0.0
Pseudomonas stutzeri	0.9991729401835809	0.0	0.0	0.0	0.0	0.9999999999999997	0.9984749778712734	0.9993578275563589	0.9999999999999998	0.9999999999999998	0.9023325582812516	0.0	0.0	0.9817025841567106	0.9999999999999998	0.9056241156018812	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.8141736840986621	0.0	0.0	1.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9993144982791333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997396908591949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9211323729436767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89701242152558	0.0	0.0	0.9611488104742164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8800044460700784	0.0	0.0	0.0	0.0	0.9977979777611967	0.0	0.0	0.0	0.0	0.0	0.0	0.8141711836893841	0.9999999999999998	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.9798191986792545	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.9964037900472441	1.0	0.999423809270582
Psychrobacter lutiphocae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8390804597701148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psychrobacter sp. 1501(2011)	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	1.0	0.0	0.0	1.0000000000000002	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.9997085822464712	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938276458179882	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9975172864691707	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.999673914844117	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.8660254037844388	0.0	0.0	1.0000000000000002	0.903876907577734	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.9046713344351339	0.0	0.0	0.0	1.0000000000000002	0.8807048459279795	1.0000000000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.9829463743659806	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444443	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059892	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0
Risungbinella massiliensis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	1.0	0.0	0.0	1.0000000000000002	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.9997085822464712	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938276458179882	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9975172864691707	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.999673914844117	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.8660254037844388	0.0	0.0	1.0000000000000002	0.903876907577734	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.9046713344351339	0.0	0.0	0.0	1.0000000000000002	0.8807048459279796	1.0000000000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.9829463743659806	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444443	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059892	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0
Roseburia faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9000596242767823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9851326484949563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9417003137829436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9060015917386423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8367437254125166	0.0	0.0	0.0	0.0	0.0	0.9690218832946377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia intestinalis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792545	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0000000000000002	0.0	0.9997085822464711	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938276458179881	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.0	1.0000000000000002	0.9975172864691706	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9996739148441169	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0	0.8660254037844387	0.0	0.0	1.0000000000000002	0.9038769075777338	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0000000000000002	0.0	0.9046713344351338	0.0	0.0	0.0	1.0000000000000002	0.8807048459279789	1.0000000000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.9829463743659805	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444442	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059889	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Roseburia inulinivorans	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9798191986792546	1.0	0.0	0.0	1.0000000000000002	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.9997085822464712	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938276458179882	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9975172864691707	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.999673914844117	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.8660254037844388	0.0	0.0	1.0000000000000002	0.903876907577734	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.9046713344351339	0.0	0.0	0.0	1.0000000000000002	0.8807048459279796	1.0000000000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	1.0	0.0	0.9829463743659806	0.0	0.0	0.0	0.0	0.0	0.0	0.9444444444444443	0.0	0.0	0.0	1.0000000000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983838773059892	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0
