TAXA	Abiotrophia	Acidovorax	Actinobacillus	Actinobaculum	Afipia	Aggregatibacter	Alistipes	Alloprevotella	Anaerococcus	Anaeroglobus	Atopobium	Bacteroides	Bulleidia	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Centipeda	Chryseobacterium	Corynebacterium	Cryptobacterium	Dialister	Eggerthia	Eikenella	Escherichia	Eubacterium	Faecalibacterium	Filifactor	Fusobacterium	Gallibacterium	Gemella	Gordonia	Granulicatella	Haemophilus	Hallella	Johnsonella	Kineosphaera	Kytococcus	Lactobacillus	Lautropia	Leptotrichia	Megasphaera	Mitsuokella	Mogibacterium	Morococcus	Mycoplasma	Neisseria	Olsenella	Oribacterium	Oscillibacter	Ottowia	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Pasteurella	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phocaeicola	Porphyrobacter	Porphyromonas	Prevotella	Propionibacterium	Pseudomonas	Pseudoramibacter	Riemerella	Roseburia	Rothia	Ruminococcus	Scardovia	Selenomonas	Shuttleworthia	Simonsiella	Slackia	Solobacterium	Staphylococcus	Stomatobaculum	Veillonella
Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.9777023354599934	0.0	0.0	0.0	0.0	0.9672534067068174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976612148981218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9733174916040945	0.0	1.0	0.0	0.9990320195403194	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8385254915624208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rothia	0.0	0.9283403195870877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8791615659362305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.897991175946516	0.0	0.0	0.0	0.0	0.8945294287771259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8189141822903084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8385254915624208	0.0	0.8377138152716446	0.0	0.8385254915624208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8385254915624208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9894449583143001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9562627790904532	0.0	0.0	0.9057663362111464	0.0	0.8807930531367878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925276220866289	0.0	0.9289580095821314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180128106633097	0.0	0.0	1.0000000000000002	0.9571938542642633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9186979775916134	0.0	0.0	0.0
Selenomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9436979659899775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8759085836977211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8544786902045639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Simonsiella	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9334546412400684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slackia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8398232137200247	0.0	0.0	0.0	0.0	0.8926129438972369	0.0	0.0	0.9612126618686512	0.0	0.940936775076015	0.0	0.9362816758985387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8499500239353446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8303728647498703	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.9991323605006118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8877433756652175	0.0	0.0	0.0
Solobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9186979775916134	0.0	0.0	0.0	0.9614096378031259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9831395534635069	0.0	0.0	0.9052797409724556	0.0	0.9747879546023713	0.0	0.0	0.834262857985099	0.0	0.8530680364238772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9587511746132799	0.0	0.9800702603725449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9186979775916134	0.9810703423143908	0.8877433756652175	0.0	0.0	0.0	0.0	0.0	0.9053052909167082	0.0	0.0	0.0	0.0	0.9186979775916134	0.0	0.0	0.0	0.8877433756652175	0.0	0.0	0.0	0.0
Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8133654658956099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stomatobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8169859707917188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.830430222866067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8304509215325655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8135333161420455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
