TAXA	Abiotrophia	Acidovorax	Actinobacillus	Actinobaculum	Afipia	Aggregatibacter	Alistipes	Alloprevotella	Anaerococcus	Anaeroglobus	Atopobium	Bacteroides	Bulleidia	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Centipeda	Chryseobacterium	Corynebacterium	Cryptobacterium	Dialister	Eggerthia	Eikenella	Escherichia	Eubacterium	Faecalibacterium	Filifactor	Fusobacterium	Gallibacterium	Gemella	Gordonia	Granulicatella	Haemophilus	Hallella	Johnsonella	Kineosphaera	Kytococcus	Lactobacillus	Lautropia	Leptotrichia	Megasphaera	Mitsuokella	Mogibacterium	Morococcus	Mycoplasma	Neisseria	Olsenella	Oribacterium	Oscillibacter	Ottowia	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Pasteurella	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phocaeicola	Porphyrobacter	Porphyromonas	Prevotella	Propionibacterium	Pseudomonas	Pseudoramibacter	Riemerella	Roseburia	Rothia	Ruminococcus	Scardovia	Selenomonas	Shuttleworthia	Simonsiella	Slackia	Solobacterium	Staphylococcus	Stomatobaculum	Veillonella
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8003294321295482	0.0	0.0	0.0	0.0	0.8961273032306203	0.0	0.0	0.0	0.0	0.9288803301351576	0.0	0.9151652243821978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8408284836701241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9612126618686512	0.0	0.0	0.0	0.0	0.0	0.9585764837129273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9612126618686512	0.834262857985099	0.0	0.0	0.0
Gordonia	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942847304159607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9117401144294046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8318766748102923	0.0	0.0	0.0	0.9043783662506726	0.0	0.0	0.9390263591073573	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8353760061432206	0.0	0.0	0.0	0.0	0.8925588614937667	0.0	0.0	0.9288803301351576	0.0	0.0	0.0	0.8561838527524095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8551134601845309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132536105090183	0.940936775076015	0.0	0.0	0.0	0.0	0.0	0.9430606753597642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.940936775076015	0.8530680364238772	0.0	0.0	0.8135333161420455
Haemophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8517693961761098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hallella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.876623376623377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9151652243821978	0.0	0.8561838527524095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9362816758985387	0.0	0.0	0.0	0.0	0.0	0.9208405825819226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9362816758985387	0.0	0.0	0.830430222866067	0.0
Johnsonella	0.0	0.0	0.0	0.8103924768979507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8619392222268001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8213632016803659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kineosphaera	0.0	0.0	0.8406055240472929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8406055240472929	0.0	0.0	0.0	0.0	0.0	0.8406055240472929	0.0	0.0	0.0	0.0	0.0	0.0	0.942847304159607	0.0	0.0	0.0	0.8619392222268001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9012276475944436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8691887935481427	0.0	0.0	0.9154473884445117	0.0	0.0	0.8406055240472929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kytococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9036079849698678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9334546412400684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0
Lautropia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8635505577161952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8330084784996614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9436979659899775	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925276220866289	0.0	0.0	0.0	0.9974909273064961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9784674335101512	0.0	0.0	0.9196812311381993	0.0	0.9216299886151527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9578632630282601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8204237353398213	0.0	0.0	0.9925276220866289	0.9806016343303456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925276220866289	0.0	0.0	0.0	0.0	0.9587511746132799	0.0	0.0	0.0
Mitsuokella	0.0	0.0	0.0	0.8343414882979957	0.0	0.0	0.0	0.0	0.0	0.8001081649206397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9115317067200792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9289580095821314	0.0	0.0	0.0	0.9660759495714646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9896005459295949	0.0	0.0	0.9649535257880192	0.0	0.9922929896902153	0.0	0.0	0.8408284836701241	0.0	0.8551134601845309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9578632630282601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8784603214095359	0.0	0.0	0.9289580095821314	0.9613571447388244	0.8499500239353446	0.0	0.0	0.0	0.0	0.0	0.869514882093239	0.0	0.0	0.0	0.0	0.9289580095821314	0.0	0.0	0.0	0.8499500239353446	0.9800702603725449	0.0	0.0	0.0
Morococcus	0.8702571594285424	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8635505577161952	0.0	0.0	0.0	0.0	0.0	0.0	0.8385777246230113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8693820547256974	0.0	0.0	0.8715535376152904	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8156343179771568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8560650618884486	0.0	0.0	0.0	0.8434902312638413	0.0	0.0	0.828501556322506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9153553965472112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	0.9476231768689853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8780744735299928	0.0	0.0	0.9476231768689853	0.0	0.0	0.0	0.0	0.0	0.9476231768689853	0.0	0.0	0.0	0.0	0.0	0.0	0.9117401144294046	0.0	0.0	0.0	0.8213632016803659	0.9012276475944436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8385777246230113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9336184894939678	0.0	0.0	0.0	0.9815463274229268	0.0	0.0	0.977834840009996	0.0	0.0	0.9476231768689853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.9378719060035107	0.0	0.0	0.0	0.0	0.9457528059075135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9456902105969702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9733174916040945	0.0	0.9703852887785369	0.0	0.9733174916040945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9733174916040945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9512925000823379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.9777023354599934	0.0	0.0	0.0	0.0	0.9672534067068174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976612148981218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9733174916040945	0.0	0.0	0.0	0.9990320195403194	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8385254915624208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ottowia	0.0	0.0	0.0	0.0	0.9334546412400684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9334546412400684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9334546412400684	0.0	0.0	0.0	0.0	0.0
Parabacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.9767559387038838	0.0	0.0	0.0	0.0	0.9678668204785361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9803958047855883	0.0	0.0	0.8182006980173757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9703852887785369	0.0	0.9990320195403194	0.0	0.0	0.0	0.9990320195403194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9990320195403194	0.0	0.8377138152716446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8012730081955892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parasutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.9777023354599934	0.0	0.0	0.0	0.0	0.9672534067068174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976612148981218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9733174916040945	0.0	1.0	0.0	0.9990320195403194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8385254915624208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180128106633097	0.0	0.0	0.0	0.8315107434311956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8409146134398511	0.0	0.0	0.9696091525268512	0.0	0.8637388715822095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8204237353398213	0.0	0.8784603214095359	0.0	0.9153553965472112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180128106633097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180128106633097	0.0	0.0	0.0	0.0	0.0	0.8133654658956099	0.0	0.0
Pasteurella	0.0	0.0	0.0	0.0	0.0	0.9484615757726824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoclostridium	0.0	0.0	0.9218830216091234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8940634277697628	0.0	0.0	0.9218830216091234	0.0	0.0	0.0	0.0	0.0	0.9218830216091234	0.0	0.0	0.0	0.0	0.0	0.0	0.8318766748102923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9336184894939678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459559991787613	0.0	0.0	0.9172172924539771	0.0	0.0	0.9218830216091234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9894449583143001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9562627790904532	0.0	0.0	0.9057663362111464	0.0	0.8807930531367878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925276220866289	0.0	0.9289580095821314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8180128106633097	0.0	0.0	0.0	0.9571938542642633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9186979775916134	0.0	0.0	0.0
Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9571938542642633	0.0	0.0	0.0	0.9842904326732806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9833830451852658	0.0	0.0	0.8861525622588965	0.0	0.939003228986156	0.0	0.0	0.0	0.0	0.8132536105090183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9806016343303456	0.0	0.9613571447388244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9571938542642633	0.0	0.8303728647498703	0.0	0.8273675957308855	0.0	0.0	0.0	0.8522522507881192	0.0	0.0	0.0	0.0	0.9571938542642633	0.0	0.0	0.0	0.8303728647498703	0.9810703423143908	0.0	0.0	0.0
Phocaeicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8398232137200247	0.0	0.0	0.0	0.0	0.8926129438972369	0.0	0.0	0.9612126618686512	0.0	0.940936775076015	0.0	0.9362816758985387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8499500239353446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8303728647498703	0.0	0.0	0.0	0.0	0.0	0.0	0.9991323605006118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.8877433756652175	0.0	0.0	0.0
Porphyrobacter	0.0	0.0	0.964327788714138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8995474809671601	0.0	0.0	0.964327788714138	0.0	0.0	0.0	0.0	0.0	0.964327788714138	0.0	0.0	0.0	0.0	0.0	0.0	0.9043783662506726	0.0	0.0	0.0	0.0	0.8691887935481427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8693820547256974	0.0	0.9815463274229268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459559991787613	0.0	0.0	0.0	0.0	0.0	0.0	0.9730946241636732	0.0	0.0	0.964327788714138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8273675957308855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8532909433266562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8063431650026534	0.0	0.0	0.0	0.0	0.0	0.0	0.8383038026262081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8544786902045639	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacterium	0.0	0.0	0.9790288577969737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8098845834061367	0.0	0.0	0.9790288577969737	0.0	0.0	0.0	0.0	0.0	0.9790288577969737	0.0	0.0	0.0	0.0	0.0	0.0	0.9390263591073573	0.0	0.0	0.0	0.0	0.9154473884445117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8715535376152904	0.0	0.977834840009996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9172172924539771	0.0	0.0	0.0	0.9730946241636732	0.0	0.0	0.0	0.0	0.0	0.9790288577969737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8791615659362305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8612928184438937	0.0	0.0	0.0	0.0	0.9078786559641696	0.0	0.0	0.9585764837129273	0.0	0.9430606753597642	0.0	0.9208405825819226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.869514882093239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8522522507881192	0.9991323605006118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991323605006118	0.9053052909167082	0.0	0.0	0.0
Riemerella	0.8288080117720563	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.818186612157875	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.0	0.0	0.0	0.8406055240472929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8844639885164515	0.0	0.9476231768689853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9218830216091234	0.0	0.0	0.0	0.964327788714138	0.0	0.0	0.9790288577969737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
