TAXA	Abiotrophia	Acetivibrio	Acetobacter	Achromobacter	Acidovorax	Acinetobacter	Actinobaculum	Actinomycetospora	Adlercreutzia	Aerococcus	Aeromonas	Aestuariimicrobium	Afipia	Aggregatibacter	Agrobacterium	Akkermansia	Alicycliphilus	Alistipes	Aliterella	Alkanindiges	Alloiococcus	Alloprevotella	Altererythrobacter	Aminiphilus	Anaerococcus	Anaeroglobus	Anaerostipes	Anaerotruncus	Aquabacterium	Arcanobacterium	Arcobacter	Arthrobacter	Atopobium	Aureimonas	Azohydromonas	Azospira	Bacillus	Bacteroides	Barnesiella	Belnapia	Bergeyella	Bifidobacterium	Bilophila	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricimonas	Butyrivibrio	Caldibacillus	Caloramator	Calothrix	Campylobacter	Candidatus Methylopumilus	Capnocytophaga	Carnobacterium	Casaltella	Catabacter	Catenibacterium	Catonella	Cellulomonas	Chlamydia	Chryseobacterium	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Crocosphaera	Cronobacter	Cryptobacterium	Curtobacterium	Dechloromonas	Defluviitalea	Deinococcus	Delftia	Dermacoccus	Desmospora	Desulfobulbus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Empedobacter	Enhydrobacter	Ensifer	Enterobacter	Enterococcus	Eremococcus	Erysipelatoclostridium	Eubacterium	Exiguobacterium	Facklamia	Faecalibacterium	Faecalitalea	Fenollaria	Fibrella	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Geobacillus	Gluconobacter	Gordonia	Gordonibacter	Granulicatella	Gulbenkiania	Haemophilus	Helcobacillus	Helcococcus	Helicobacter	Holdemanella	Holdemania	Hungatella	Hymenobacter	Hyphomicrobium	Idiomarina	Intestinimonas	Janibacter	Jeotgalicoccus	Johnsonella	Kandleria	Kingella	Klebsiella	Kluyvera	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Laribacter	Lautropia	Legionella	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Listeria	Macrococcus	Mageeibacillus	Marinilabilia	Marmoricola	Megasphaera	Methylocaldum	Microbacterium	Micrococcus	Microcoleus	Mobiluncus	Mogibacterium	Moraxella	Morococcus	Mycobacterium	Mycoplasma	Nakamurella	Neisseria	Nitrosomonas	Nocardioides	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillatoria	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Pantoea	Parabacteroides	Paraburkholderia	Paraprevotella	Parvimonas	Pasteurella	Pediococcus	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Prevotella	Propionicicella	Pseudoalteromonas	Pseudoclavibacter	Pseudoflavonifractor	Pseudomonas	Pseudonocardia	Pseudorhodoferax	Ralstonia	Rheinheimera	Rhodococcus	Riemerella	Roseburia	Roseomonas	Roseovarius	Rothia	Rouxiella	Ruminiclostridium	Ruminococcus	Salinicoccus	Sanguibacter	Scardovia	Selenomonas	Senegalimassilia	Shewanella	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Stenotrophomonas	Stigmatella	Streptococcus	Streptomyces	Subdoligranulum	Sutterella	Tannerella	Tepidiphilus	Tetrasphaera	Thermus	Tolumonas	Treponema	Trueperella	Turicella	Tyzzerella	Varibaculum	Variovorax	Veillonella	Verminephrobacter	Vibrio	Vogesella	Weissella	Williamsia	Xanthomonas	Xylanimonas
Rouxiella	0.0	0.0	0.8243152836111661	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9036519915598484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9695436571550847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8606516180931069	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0
Ruminiclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8970114045834834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8970114045834834	0.0	0.0	0.0	0.0	0.0	0.0	0.9092055997543935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8501541545115971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8477448681820607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8970114045834834	0.0	0.0	0.0	0.8577131039922385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8463921290298501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8130513087714686	0.0
Ruminococcus	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9914531339087767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.9928899496410438	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9215199592914813	0.0	0.0	0.0	0.9058089677708859	0.9928899496410438	0.9894704329054732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9880792367373831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.9921754388808973	0.0	0.9323741802057309	0.0	0.0	0.9043387746423999	0.9934108232488652	0.0	0.0	0.9865210880537051	0.9928899496410438	0.9383392557752642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9810599960736781	0.0	0.0	0.0	0.9966724262202044	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9877187603378381	0.9330787271955873	0.0	0.0	0.9626975666728166	0.9928899496410438	0.0	0.9928899496410438	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.9037888023642641	0.0	0.0	0.0	0.0	0.0	0.8089130951904212	0.9923511258044689	0.9928899496410438	0.9416882962344897	0.0	0.0	0.0	0.9251670667411791	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.9603270940173165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.980845277983025	0.0	0.0	0.0	0.9783319757132778	0.0	0.0	0.0	0.0	0.9678457867165695	0.0	0.9918950027957185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9978411824135149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976916571124105	0.8850502376121998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.992971705038576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinicoccus	0.8996587543147161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9055475656999106	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.8025429222636224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8536230749217839	0.8815538838278635	0.0	0.0	0.0	0.0	0.0	0.9149344642470805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9071037639333422	0.0	0.0	0.0	0.0	0.0	0.0	0.8331098708905589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8331098708905589	0.8743102294503957	0.0	0.9106904852059817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149344642470805	0.0	0.0	0.0	0.8224890406147513	0.0	0.8729527208777258	0.0	0.0	0.0	0.0	0.8814312033494341	0.0	0.8986803913370356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.898793166896606	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8158603708536734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.895248282032664	0.0	0.0	0.0	0.8445409132440733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9052755842774189	0.8572071233096084	0.9149344642470805	0.0	0.0	0.9499689753002989	0.0	0.904584830561174	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149344642470805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8784821202536466	0.0	0.0	0.0	0.8614136286686989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9098519171457425	0.0	0.8572071233096084	0.0	0.0	0.0	0.0	0.8331098708905589
Sanguibacter	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.9999999999999989	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8827582792746745	0.0	0.0	0.0	0.853820319400612	0.9999999999999989	0.9747210925217291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997059290465466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.9993867005247701	0.0	0.9459922805717771	0.0	0.0	0.8944387141169261	0.9770951506431781	0.0	0.0	0.9944796935790499	0.9999999999999989	0.9251284340185318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9633899134526401	0.0	0.0	0.0	0.9955889419476627	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993307068692565	0.9148069278171843	0.0	0.0	0.9268676088495673	0.9999999999999989	0.0	0.9999999999999989	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.8718754730228458	0.0	0.0	0.0	0.0	0.0	0.8369076689922249	0.9996187164824669	0.9999999999999989	0.9441977726950327	0.0	0.0	0.0	0.9020081879705639	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.9712006929642772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9765462245427624	0.0	0.0	0.0	0.9572403446114546	0.0	0.0	0.0	0.0	0.973810885113533	0.0	0.9979076306731436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973200294140054	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9653964936472509	0.9089810109252637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999076499932781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8904390190547752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000009	0.0	1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8223056884232247	0.0	0.0	0.0	0.0	0.9678381660157772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas	0.0	0.0	0.0	0.0	0.8557448687430358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.812581117878422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Senegalimassilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8904390190547748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shewanella	0.830727354260298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8359633290350396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9007719183012539	0.8203776163745292	0.0	0.0	0.0	0.0	0.0	0.8410833044916145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8380521170886744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8068323103113161	0.0	0.8467945781711698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8410833044916145	0.0	0.0	0.0	0.0	0.0	0.8029847268043682	0.0	0.0	0.0	0.0	0.0	0.0	0.8323287988968325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8260692593243901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.829900306133602	0.0	0.0	0.0	0.857516875402763	0.0	0.0	0.0	0.0	0.0	0.8203130300760747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8470635750533265	0.0	0.8410833044916145	0.0	0.0	0.8391997970650269	0.0	0.8358402955739391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8410833044916145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8221389786576108	0.0	0.0	0.0	0.8279381366309069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8287588015759001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Simonsiella	0.994984686326571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979582893736278	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.8571245011835519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9533933949649209	0.9825217660353351	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.8846255708206934	0.0	0.0	0.0	0.0	0.997589514591994	0.0	0.0	0.0	0.0	0.0	0.0	0.9441977726950327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9441977726950327	0.9784016048295096	0.0	0.9933952110447446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88555692755854	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.0	0.9261986878064368	0.0	0.9610894283945054	0.0	0.0	0.0	0.0	0.9471554634843997	0.0	0.9959534734912004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9940221358089846	0.0	0.8734167171368354	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9273656714875049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.9916501697778768	0.0	0.0	0.0	0.9613191394863086	0.0	0.0	0.0	0.0	0.0	0.9024223816505597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9963485422364768	0.890439019054775	0.999999999999999	0.0	0.0	0.9863214068387506	0.0	0.9968218272038334	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149344642470805	0.0	0.0	0.0	0.0	0.8410833044916145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9713890395576205	0.0	0.0	0.0	0.9638630189107505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9963076844120456	0.0	0.890439019054775	0.0	0.0	0.0	0.0	0.9441977726950327
