TAXA	Abiotrophia	Acetivibrio	Acetobacter	Achromobacter	Acidovorax	Acinetobacter	Actinobaculum	Actinomycetospora	Adlercreutzia	Aerococcus	Aeromonas	Aestuariimicrobium	Afipia	Aggregatibacter	Agrobacterium	Akkermansia	Alicycliphilus	Alistipes	Aliterella	Alkanindiges	Alloiococcus	Alloprevotella	Altererythrobacter	Aminiphilus	Anaerococcus	Anaeroglobus	Anaerostipes	Anaerotruncus	Aquabacterium	Arcanobacterium	Arcobacter	Arthrobacter	Atopobium	Aureimonas	Azohydromonas	Azospira	Bacillus	Bacteroides	Barnesiella	Belnapia	Bergeyella	Bifidobacterium	Bilophila	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricimonas	Butyrivibrio	Caldibacillus	Caloramator	Calothrix	Campylobacter	Candidatus Methylopumilus	Capnocytophaga	Carnobacterium	Casaltella	Catabacter	Catenibacterium	Catonella	Cellulomonas	Chlamydia	Chryseobacterium	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Crocosphaera	Cronobacter	Cryptobacterium	Curtobacterium	Dechloromonas	Defluviitalea	Deinococcus	Delftia	Dermacoccus	Desmospora	Desulfobulbus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Empedobacter	Enhydrobacter	Ensifer	Enterobacter	Enterococcus	Eremococcus	Erysipelatoclostridium	Eubacterium	Exiguobacterium	Facklamia	Faecalibacterium	Faecalitalea	Fenollaria	Fibrella	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Geobacillus	Gluconobacter	Gordonia	Gordonibacter	Granulicatella	Gulbenkiania	Haemophilus	Helcobacillus	Helcococcus	Helicobacter	Holdemanella	Holdemania	Hungatella	Hymenobacter	Hyphomicrobium	Idiomarina	Intestinimonas	Janibacter	Jeotgalicoccus	Johnsonella	Kandleria	Kingella	Klebsiella	Kluyvera	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Laribacter	Lautropia	Legionella	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Listeria	Macrococcus	Mageeibacillus	Marinilabilia	Marmoricola	Megasphaera	Methylocaldum	Microbacterium	Micrococcus	Microcoleus	Mobiluncus	Mogibacterium	Moraxella	Morococcus	Mycobacterium	Mycoplasma	Nakamurella	Neisseria	Nitrosomonas	Nocardioides	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillatoria	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Pantoea	Parabacteroides	Paraburkholderia	Paraprevotella	Parvimonas	Pasteurella	Pediococcus	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Prevotella	Propionicicella	Pseudoalteromonas	Pseudoclavibacter	Pseudoflavonifractor	Pseudomonas	Pseudonocardia	Pseudorhodoferax	Ralstonia	Rheinheimera	Rhodococcus	Riemerella	Roseburia	Roseomonas	Roseovarius	Rothia	Rouxiella	Ruminiclostridium	Ruminococcus	Salinicoccus	Sanguibacter	Scardovia	Selenomonas	Senegalimassilia	Shewanella	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Stenotrophomonas	Stigmatella	Streptococcus	Streptomyces	Subdoligranulum	Sutterella	Tannerella	Tepidiphilus	Tetrasphaera	Thermus	Tolumonas	Treponema	Trueperella	Turicella	Tyzzerella	Varibaculum	Variovorax	Veillonella	Verminephrobacter	Vibrio	Vogesella	Weissella	Williamsia	Xanthomonas	Xylanimonas
Capnocytophaga	0.8797371994458858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8934890029621632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.884664149439911	0.869950926705373	0.0	0.0	0.0	0.0	0.0	0.8846255708206934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89792155650405	0.0	0.0	0.0	0.0	0.0	0.0	0.8366541365475151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8366541365475151	0.875589525076459	0.0	0.8933755125743656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8846255708206934	0.0	0.0	0.0	0.9445185846764276	0.0	0.9291189123528226	0.0	0.0	0.0	0.0	0.0	0.0	0.9050746024047772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.886295711892803	0.0	0.8376172612911716	0.0	0.0	0.0	0.0	0.8789669828589441	0.0	0.0	0.0	0.0	0.0	0.9489824907220156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8777843392857563	0.0	0.0	0.0	0.9235836511022065	0.0	0.0	0.0	0.0	0.0	0.872145578061322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.896021375372141	0.0	0.8846255708206934	0.0	0.0	0.8624195606161295	0.0	0.8821509012501713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8846255708206934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9420125651833181	0.0	0.0	0.0	0.8153495746756467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.893293302829412	0.0	0.0	0.0	0.0	0.0	0.0	0.8366541365475151
Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8581018050071473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9249984507053902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Casaltella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.936079958024847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9777681646669608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9897896080556069	0.0	0.0	0.0	0.9092828349639044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9783204839865899	0.0	0.0	0.0	0.0	0.0	0.9876276362188444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9224155914765398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9289564006938247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9897896080556069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catabacter	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983967689161688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.9999999999999989	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8827582792746745	0.0	0.0	0.0	0.853820319400612	0.9999999999999989	0.9747210925217291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997059290465466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.0	0.9459922805717771	0.0	0.0	0.8944387141169261	0.9770951506431781	0.0	0.0	0.9944796935790499	0.9999999999999989	0.9251284340185318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9633899134526401	0.0	0.0	0.0	0.9955889419476627	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993307068692565	0.9148069278171843	0.0	0.0	0.9268676088495673	0.9999999999999989	0.0	0.9999999999999989	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.8718754730228458	0.0	0.0	0.0	0.0	0.0	0.8369076689922249	0.9996187164824669	0.9999999999999989	0.9441977726950327	0.0	0.0	0.0	0.9020081879705639	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.9712006929642772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9765462245427624	0.0	0.0	0.0	0.9572403446114546	0.0	0.0	0.0	0.0	0.973810885113533	0.0	0.9979076306731436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973200294140054	0.0	0.0	0.0	0.0	0.0	0.9928899496410438	0.0	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.9999999999999989	0.9999999999999989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9653964936472509	0.9089810109252637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999076499932781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catenibacterium	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979674566130576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.9993867005247701	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8798840439257616	0.0	0.0	0.0	0.8522213281847197	0.9993867005247701	0.9735616392632627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962267738275002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.0	0.0	0.9517478105683302	0.0	0.0	0.8952344293628411	0.9757014460095579	0.0	0.0	0.9924843672133444	0.9993867005247701	0.9224671234215929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9626973307967843	0.0	0.0	0.0	0.9951654753240671	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9950710213850952	0.9159987932304369	0.0	0.0	0.9248649426917337	0.9993867005247701	0.0	0.9993867005247701	0.0	0.0	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.8706464087229333	0.0	0.0	0.0	0.0	0.0	0.8336258725417337	0.9996780519228504	0.9993867005247701	0.9503861522699666	0.0	0.0	0.0	0.898326729376785	0.0	0.0	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.9714784891299846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9751499194753821	0.0	0.0	0.0	0.9556345144175863	0.0	0.0	0.0	0.0	0.9730676030149401	0.0	0.9985481949696459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9965944300366982	0.0	0.0	0.0	0.0	0.0	0.9921754388808973	0.0	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.9993867005247701	0.9993867005247701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9642981192477942	0.9059758257957673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995736312322204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catonella	0.9979978104145104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981638804815556	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.0	0.8608813935345598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9599667216841075	0.9895569969450558	0.0	0.0	0.0	0.0	0.0	0.997589514591994	0.0	0.0	0.89792155650405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9585609692839698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9585609692839698	0.986720793286001	0.0	0.9965957469275665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8963967741949732	0.0	0.0	0.0	0.0	0.0	0.997589514591994	0.0	0.0	0.0	0.9288981460498551	0.0	0.9626596460065429	0.0	0.8125527497886402	0.0	0.0	0.9449840576533871	0.0	0.9974336443477101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9969681750099956	0.0	0.8972382751853335	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9353591945306212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.9957743111315004	0.0	0.0	0.0	0.9747104871189634	0.0	0.0	0.0	0.0	0.0	0.915518260686013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9970485603537497	0.8653023094427796	0.997589514591994	0.0	0.0	0.9847707321948144	0.0	0.9984433377020585	0.0	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9071037639333422	0.0	0.0	0.0	0.0	0.8380521170886744	0.997589514591994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.975885347594124	0.0	0.0	0.0	0.9630749639845114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979432613134177	0.0	0.8653023094427796	0.0	0.0	0.0	0.0	0.9585609692839698
Cellulomonas	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9426074985613992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.9459922805717771	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.907612853150203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9395440342671385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.9517478105683302	0.0	0.0	0.0	0.0	0.8498854533746626	0.9138859589609291	0.0	0.0	0.9387717099303178	0.9459922805717771	0.858665356943796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9069456211653221	0.0	0.0	0.0	0.9405778024707211	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9396608192205481	0.8792361091915067	0.0	0.0	0.8546440009994424	0.9459922805717771	0.0	0.9459922805717771	0.0	0.0	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.8132694878989412	0.0	0.0	0.0	0.0	0.0	0.0	0.9468604188417699	0.9459922805717771	0.8932038043025681	0.0	0.0	0.0	0.8325357928748358	0.0	0.0	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.905576749476797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149869624519601	0.0	0.0	0.0	0.8851970469828989	0.0	0.0	0.0	0.0	0.9092558527901883	0.0	0.9521435083951191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.939254722393994	0.0	0.0	0.0	0.0	0.0	0.9323741802057309	0.0	0.9459922805717771	0.0	0.0	0.0	0.0	0.0	0.9459922805717771	0.9459922805717771	0.0	0.8182216750802289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9048590199233956	0.8362542577471274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9459049181783096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlamydia	0.0	0.0	0.0	0.0	0.0	0.8768313985079508	0.8563836432851102	0.0	0.0	0.0	0.0	0.0	0.8281095266565758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8109191921150023	0.8567970445166598	0.0	0.0	0.8744670518718336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8724985539711664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9514639962322161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8423907612916951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8955742010129666	0.0	0.95590744518076	0.0	0.0	0.876313619857025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9110491120739116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8693552022277564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8745802052758148	0.0	0.8185764100661455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8765043435344824	0.0	0.0	0.0
Chryseobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8758092328354438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8164669993259585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9028684311767794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.871489623331269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8961830469899108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8944387141169261	0.8944387141169261	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8114203692529932	0.0	0.0	0.0	0.8437306190164151	0.8944387141169261	0.8882104029404378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8838329588487146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8944387141169261	0.8952344293628411	0.0	0.8498854533746626	0.0	0.0	0.0	0.8988200773754436	0.0	0.0	0.891854182922779	0.8944387141169261	0.8135373524214956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8701546877873285	0.0	0.0	0.0	0.90409730349125	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8900235700502157	0.8266056582325685	0.0	0.0	0.8776084779655081	0.8944387141169261	0.0	0.8944387141169261	0.0	0.0	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8053872290886217	0.8930865468852885	0.8944387141169261	0.8490078079925251	0.0	0.0	0.0	0.8436590260595307	0.0	0.0	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.9106854277669658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9355835457643302	0.0	0.0	0.0	0.8912876614814319	0.0	0.0	0.0	0.0	0.875389682740736	0.0	0.8972547910670098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9022732700554867	0.0	0.0	0.0	0.0	0.0	0.9043387746423999	0.0	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.8944387141169261	0.8944387141169261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8628175545065258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8945409883582013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
