TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobaculum	Subgingival_plaque	#ffac5c	145	3.0	0.0	#01b3ec	#8000ff
Anaerostipes	Stool	#e8cb72	2	8.0	3.0	#d4dd80	#0ca7ef
Bergeyella	R_Retroauricular_crease	#acf59a	2	3.0	0.0	#01b3ec	#8000ff
Burkholderia	Posterior_fornix	#8efeac	1	2.0	1.0	#2c7ef7	#5a3bfd
Cardiobacterium	Subgingival_plaque	#ffac5c	57	3.0	0.0	#01b3ec	#8000ff
Centipeda	Subgingival_plaque	#ffac5c	111	3.0	0.0	#01b3ec	#8000ff
Corynebacterium	Supragingival_plaque	#ff8646	271	3.0	0.0	#01b3ec	#8000ff
Eubacterium	Palatine_Tonsils	#70febc	188	3.0	0.0	#01b3ec	#8000ff
Gordonibacter	Stool	#e8cb72	20	0.0	7.0	#8000ff	#92fda9
Holdemanella	L_Retroauricular_crease	#34e4d9	2	8.0	3.0	#d4dd80	#0ca7ef
Kingella	Supragingival_plaque	#ff8646	247	3.0	0.0	#01b3ec	#8000ff
Lautropia	Supragingival_plaque	#ff8646	223	3.0	0.0	#01b3ec	#8000ff
Methylibium	Tongue_dorsum	#ff2f18	1	2.0	1.0	#2c7ef7	#5a3bfd
Microbacterium	R_Retroauricular_crease	#acf59a	2	11.0	10.0	#ff4422	#ffa95b
Moraxella	Anterior_nares	#8000ff	6	3.0	0.0	#01b3ec	#8000ff
Nitrospira	Tongue_dorsum	#ff2f18	2	2.0	1.0	#2c7ef7	#5a3bfd
Odoribacter	Stool	#e8cb72	9	5.0	2.0	#54f6cb	#3176f8
Ottowia	Supragingival_plaque	#ff8646	44	3.0	0.0	#01b3ec	#8000ff
Paracoccus	R_Retroauricular_crease	#acf59a	2	3.0	0.0	#01b3ec	#8000ff
Paraprevotella	Stool	#e8cb72	69	9.0	4.0	#feb562	#1dd1e2
Propionibacterium	R_Retroauricular_crease	#acf59a	128	3.0	0.0	#01b3ec	#8000ff
Psychrobacter	Saliva	#cbe486	2	3.0	0.0	#01b3ec	#8000ff
Riemerella	Buccal_mucosa	#445cfb	13	10.0	5.0	#ff8143	#44eed2
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	2	6.0	8.0	#7effb5	#b9ef92
Sebaldella	Buccal_mucosa	#445cfb	2	11.0	6.0	#ff4422	#6afdc0
Selenomonas	Supragingival_plaque	#ff8646	260	3.0	0.0	#01b3ec	#8000ff
Staphylococcus	L_Retroauricular_crease	#34e4d9	193	7.0	13.0	#a8f79c	#ff0000
Tannerella	Subgingival_plaque	#ffac5c	144	1.0	11.0	#5641fd	#ff793e
Tepidiphilus	Anterior_nares	#8000ff	4	12.0	9.0	#ff0000	#e0d377
Varibaculum	R_Retroauricular_crease	#acf59a	42	12.0	12.0	#ff0000	#ff3e1f
Acidovorax	L_Retroauricular_crease	#34e4d9	5	3.0	0.0	#01b3ec	#8000ff
Alloscardovia	Tongue_dorsum	#ff2f18	2	8.0	3.0	#d4dd80	#0ca7ef
Basfia	Buccal_mucosa	#445cfb	3	3.0	0.0	#01b3ec	#8000ff
Acinetobacter	Anterior_nares	#8000ff	17	2.0	1.0	#2c7ef7	#5a3bfd
Abiotrophia	Buccal_mucosa	#445cfb	171	3.0	0.0	#01b3ec	#8000ff
Eggerthella	Stool	#e8cb72	14	0.0	7.0	#8000ff	#92fda9
Leucobacter	L_Retroauricular_crease	#34e4d9	49	11.0	10.0	#ff4422	#ffa95b
Gulbenkiania	L_Retroauricular_crease	#34e4d9	2	2.0	1.0	#2c7ef7	#5a3bfd
Alistipes	Stool	#e8cb72	41	5.0	2.0	#54f6cb	#3176f8
Butyrivibrio	Stool	#e8cb72	17	5.0	2.0	#54f6cb	#3176f8
Capnocytophaga	Supragingival_plaque	#ff8646	277	9.0	4.0	#feb562	#1dd1e2
Chryseobacterium	R_Retroauricular_crease	#acf59a	16	10.0	5.0	#ff8143	#44eed2
Helcobacillus	R_Retroauricular_crease	#acf59a	2	4.0	8.0	#2adddd	#b9ef92
Dialister	Stool	#e8cb72	169	11.0	6.0	#ff4422	#6afdc0
Simonsiella	Keratinized_gingiva	#17cbe4	111	7.0	13.0	#a8f79c	#ff0000
Olsenella	Palatine_Tonsils	#70febc	13	1.0	11.0	#5641fd	#ff793e
Helicobacter	Anterior_nares	#8000ff	6	12.0	9.0	#ff0000	#e0d377
Propionimicrobium	Tongue_dorsum	#ff2f18	15	12.0	12.0	#ff0000	#ff3e1f
