TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Adlercreutzia	Stool	#e8cb72	2	26.0	0.0	#ff1f10	#8000ff
Alicycliphilus	L_Retroauricular_crease	#34e4d9	18	15.0	1.0	#9bfba5	#6c1fff
Anaerococcus	L_Retroauricular_crease	#34e4d9	9	2.0	3.0	#5c38fd	#445cfb
Anaerostipes	Stool	#e8cb72	3	17.0	3.0	#c0eb8d	#445cfb
Anaerotruncus	Stool	#e8cb72	2	26.0	0.0	#ff1f10	#8000ff
Azonexus	Buccal_mucosa	#445cfb	2	15.0	1.0	#9bfba5	#6c1fff
Azospira	Anterior_nares	#8000ff	1	20.0	7.0	#f9bb66	#0fc4e7
Azospirillum	Anterior_nares	#8000ff	1	8.0	5.0	#17cbe4	#1996f3
Bacteroides	Stool	#e8cb72	211	18.0	3.0	#d4dd80	#445cfb
Barnesiella	Stool	#e8cb72	52	10.0	0.0	#3dead5	#8000ff
Bilophila	Stool	#e8cb72	2	26.0	0.0	#ff1f10	#8000ff
Blautia	Stool	#e8cb72	30	18.0	3.0	#d4dd80	#445cfb
Bordetella	L_Retroauricular_crease	#34e4d9	2	15.0	1.0	#9bfba5	#6c1fff
Brevibacterium	Anterior_nares	#8000ff	4	12.0	5.0	#62fbc4	#1996f3
Butyricimonas	Stool	#e8cb72	25	26.0	0.0	#ff1f10	#8000ff
Butyrivibrio	Stool	#e8cb72	15	26.0	0.0	#ff1f10	#8000ff
Celeribacter	Buccal_mucosa	#445cfb	2	15.0	1.0	#9bfba5	#6c1fff
Chloracidobacterium	Buccal_mucosa	#445cfb	1	7.0	12.0	#04b9ea	#74feba
Chloroflexus	Buccal_mucosa	#445cfb	1	7.0	12.0	#04b9ea	#74feba
Citrobacter	Anterior_nares	#8000ff	1	20.0	7.0	#f9bb66	#0fc4e7
Clostridium	Stool	#e8cb72	85	26.0	0.0	#ff1f10	#8000ff
Collinsella	Stool	#e8cb72	9	6.0	9.0	#10a2f0	#37e6d8
Comamonas	R_Retroauricular_crease	#acf59a	32	27.0	1.0	#ff0000	#6c1fff
Coprobacter	Stool	#e8cb72	4	25.0	0.0	#ff3b1e	#8000ff
Coprococcus	Stool	#e8cb72	32	18.0	3.0	#d4dd80	#445cfb
Crocosphaera	L_Retroauricular_crease	#34e4d9	2	2.0	3.0	#5c38fd	#445cfb
Cupriavidus	Mid_vagina	#52f5cb	5	22.0	11.0	#ff8e4a	#60fac5
Dechloromonas	Buccal_mucosa	#445cfb	40	15.0	1.0	#9bfba5	#6c1fff
Devosia	L_Retroauricular_crease	#34e4d9	1	6.0	9.0	#10a2f0	#37e6d8
