TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus	Attached	#622ffe	6	2.0	0.0	#10a2f0	#8000ff
Brochothrix	Saliva	#cbe486	2	9.0	3.0	#ff0000	#3febd5
Clostridium	Stool	#e8cb72	5	8.0	1.0	#ff592d	#425ffa
Cryptobacterium	Saliva	#cbe486	3	4.0	5.0	#62fbc4	#beec8e
Eggerthia	Subgingival_plaque	#ffac5c	4	4.0	5.0	#62fbc4	#beec8e
Eikenella	Subgingival_plaque	#ffac5c	8	0.0	0.0	#8000ff	#8000ff
Escherichia	Stool	#e8cb72	2	9.0	3.0	#ff0000	#3febd5
Faecalibacterium	Stool	#e8cb72	4	8.0	1.0	#ff592d	#425ffa
Gallibacterium	Keratinized_gingiva	#17cbe4	4	5.0	0.0	#9bfba5	#8000ff
Gardnerella	Vaginal_introitus	#ff0000	2	9.0	3.0	#ff0000	#3febd5
Johnsonella	Subgingival_plaque	#ffac5c	8	0.0	0.0	#8000ff	#8000ff
Lactococcus	Anterior_nares	#8000ff	6	2.0	0.0	#10a2f0	#8000ff
Leuconostoc	L_Retroauricular_crease	#34e4d9	2	9.0	3.0	#ff0000	#3febd5
Mannheimia	Buccal_mucosa_NA	#2686f5	5	5.0	0.0	#9bfba5	#8000ff
Megasphaera	Saliva	#cbe486	12	3.0	8.0	#2adddd	#ff0000
Mitsuokella	Subgingival_plaque	#ffac5c	2	9.0	3.0	#ff0000	#3febd5
Mobiluncus	Stool	#e8cb72	2	9.0	3.0	#ff0000	#3febd5
Mogibacterium	Palatine_Tonsils	#70febc	10	3.0	8.0	#2adddd	#ff0000
Morococcus	Palatine_Tonsils	#70febc	8	0.0	0.0	#8000ff	#8000ff
Neisseria	Keratinized_gingiva	#17cbe4	12	0.0	0.0	#8000ff	#8000ff
Odoribacter	Stool	#e8cb72	4	8.0	1.0	#ff592d	#425ffa
Olsenella	Palatine_Tonsils	#70febc	2	9.0	3.0	#ff0000	#3febd5
Oscillibacter	Stool	#e8cb72	2	7.0	6.0	#ffa558	#feb562
Ottowia	Supragingival_plaque	#ff8646	8	0.0	0.0	#8000ff	#8000ff
Parabacteroides	Stool	#e8cb72	4	8.0	1.0	#ff592d	#425ffa
Pasteurella	Buccal_mucosa	#445cfb	8	0.0	0.0	#8000ff	#8000ff
Peptoclostridium	L_Retroauricular_crease	#34e4d9	7	0.0	0.0	#8000ff	#8000ff
Porphyrobacter	Saliva	#cbe486	6	2.0	0.0	#10a2f0	#8000ff
Pseudomonas	Vaginal_introitus	#ff0000	2	9.0	3.0	#ff0000	#3febd5
Psychrobacter	Saliva	#cbe486	2	9.0	3.0	#ff0000	#3febd5
Riemerella	Buccal_mucosa	#445cfb	4	5.0	0.0	#9bfba5	#8000ff
Roseburia	Stool	#e8cb72	4	8.0	1.0	#ff592d	#425ffa
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	3	8.0	1.0	#ff592d	#425ffa
Scardovia	Buccal_mucosa	#445cfb	4	4.0	5.0	#62fbc4	#beec8e
Serratia	Saliva	#cbe486	2	9.0	3.0	#ff0000	#3febd5
Simonsiella	Keratinized_gingiva	#17cbe4	8	0.0	0.0	#8000ff	#8000ff
Slackia	Palatine_Tonsils	#70febc	1	9.0	2.0	#ff0000	#01b3ec
Vibrio	Anterior_nares	#8000ff	1	1.0	4.0	#4856fb	#7effb5
Xylanimonas	Throat	#ff5c2f	10	6.0	7.0	#d4dd80	#ff6232
Acinetobacter	Anterior_nares	#8000ff	7	0.0	0.0	#8000ff	#8000ff
Bifidobacterium	Posterior_fornix	#8efeac	2	9.0	3.0	#ff0000	#3febd5
Alistipes	Stool	#e8cb72	4	8.0	1.0	#ff592d	#425ffa
Butyrivibrio	Stool	#e8cb72	4	4.0	5.0	#62fbc4	#beec8e
Chryseobacterium	R_Retroauricular_crease	#acf59a	4	5.0	0.0	#9bfba5	#8000ff
Lactobacillus	Mid_vagina	#52f5cb	10	3.0	8.0	#2adddd	#ff0000
Hallella	Subgingival_plaque	#ffac5c	2	7.0	6.0	#ffa558	#feb562
Avibacterium	Attached	#622ffe	1	9.0	2.0	#ff0000	#01b3ec
Blautia	Stool	#e8cb72	1	1.0	4.0	#4856fb	#7effb5
Kytococcus	Throat	#ff5c2f	10	6.0	7.0	#d4dd80	#ff6232
