TAXA	Abiotrophia	Alcaligenes	Alloiococcus	Arcanobacterium	Barnesiella	Bergeyella	Bilophila	Bosea	Brochothrix	Bulleidia	Butyricicoccus	Catenibacterium	Caulobacter	Chryseobacterium	Collinsella	Curvibacter	Deinococcus	Dolosigranulum	Empedobacter	Enhydrobacter	Enterobacter	Erysipelatoclostridium	Exiguobacterium	Granulicatella	Hippea	Holdemania	Hungatella	Klebsiella	Kocuria	Lachnoclostridium	Lachnospira	Leuconostoc	Listeria	Marvinbryantia	Methylobacterium	Micrococcus	Moraxella	Nosocomiicoccus	Odoribacter	Oscillibacter	Oxalobacter	Paenibacillus	Pantoea	Paracoccus	Parasutterella	Parvimonas	Pediococcus	Pedobacter	Peptoclostridium	Phascolarctobacterium	Planomicrobium	Pseudobutyrivibrio	Pseudochrobactrum	Pseudoflavonifractor	Rheinheimera	Rickettsiella	Sphingobacterium	Subdoligranulum	Tannerella	Tepidiphilus
Pediococcus	0.0	0.9999999999999993	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0
Pedobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoclostridium	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phascolarctobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0	0.8132500607904478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132500607904478	0.0	0.0	0.8132500607904478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0
Planomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.9999999999999993	0.0	0.0	0.0	0.0
Pseudobutyrivibrio	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudochrobactrum	0.0	0.9999999999999993	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0
Pseudoflavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rheinheimera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0
Rickettsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0
Sphingobacterium	0.0	0.9999999999999993	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.9999999999999993	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subdoligranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0	0.8132500607904478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132500607904478	0.0	0.0	0.8132500607904478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerella	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132500607904467
Tepidiphilus	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.8132500607904467	0.0	0.0	0.8132500607904467	0.0	0.8132500607904467	0.0	0.0	0.8132500607904467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8132500607904467	0.0
