TAXA	Abiotrophia	Acidovorax	Acinetobacter	Actinobaculum	Actinomyces	Afipia	Aggregatibacter	Alistipes	Anaerococcus	Anaeroglobus	Atopobium	Bacillus	Bacteroides	Blautia	Bradyrhizobium	Brochothrix	Bulleidia	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Catonella	Cellulomonas	Centipeda	Citrobacter	Conchiformibius	Corynebacterium	Dialister	Dolosigranulum	Eikenella	Enterococcus	Eubacterium	Faecalibacterium	Filifactor	Fusobacterium	Gemella	Gordonia	Granulicatella	Haemophilus	Isoptericola	Janibacter	Johnsonella	Kingella	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lactobacillus	Lactococcus	Lautropia	Leucobacter	Mannheimia	Megasphaera	Mitsuokella	Mobiluncus	Mogibacterium	Morococcus	Mycobacterium	Mycoplasma	Necropsobacter	Neisseria	Novosphingobium	Olsenella	Oribacterium	Ottowia	Parabacteroides	Paraprevotella	Parvimonas	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Porphyrobacter	Porphyromonas	Propionibacterium	Pseudoflavonifractor	Pseudomonas	Psychrobacter	Roseburia	Rothia	Sanguibacter	Scardovia	Selenomonas	Simonsiella	Slackia	Snodgrassella	Solobacterium	Sphingobium	Staphylococcus	Stenotrophomonas	Stenoxybacter	Stomatobaculum	Streptococcus	Tannerella	Thiomicrospira	Treponema	Trueperella	Varibaculum	Veillonella	Xylanimonas
Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9242254292768419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9284050439615799	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8317368033995682	0.0	0.0	0.0	0.0	0.0	0.9326937205159967	0.9328241101385971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9160171356839103	0.0	0.0	0.9004449877164856	0.0	0.9275912693072079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9289112007398739	0.0	0.0	0.0	0.0	0.9236894525888032	0.0	0.0	0.9428322576407816	0.0	0.0	0.0	0.0	0.0	0.9277877727786493	0.0	0.0	0.0	0.0	0.0	0.0	0.8650221329197895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9218449235552902	0.0	0.0	0.0	0.0
Cellulomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8348379629392788	0.0	0.0	0.0	0.8423326137596057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Centipeda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9429153770833048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9706291700800603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9739511741667379	0.0	0.0	0.0	0.0	0.0	0.8682358266972459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8882347881956875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Conchiformibius	0.0	0.8882347881956875	0.9567883146733019	0.0	0.0	0.9720871029068046	0.0	0.880223487774413	0.0	0.0	0.0	0.9414688716912717	0.0	0.0	0.9414688716912717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8882347881956875	0.0	0.9541922964508699	0.0	0.0	0.0	0.0	0.0	0.880223487774413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9414688716912717	0.0	0.9158274632026444	0.0	0.0	0.0	0.0	0.8711188335736995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8556186898250178	0.9414688716912717	0.0	0.0	0.8882347881956875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9414688716912717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.0	0.0	0.9942023875867091	0.8632962270744002	0.0	0.9931084402570464	0.0	0.9548713696126344	0.0	0.0	0.0	0.9925244961648721	0.0	0.0	0.9925244961648721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9541922964508699	0.0	0.0	0.0	0.0	0.0	0.0	0.95049791295792	0.0	0.0	0.0	0.0	0.8093455954260559	0.0	0.0	0.9925244961648721	0.0	0.9859108320950937	0.0	0.0	0.0	0.0	0.9524754629423492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9146695386097097	0.0	0.0	0.9452461030562006	0.9925244961648721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9220056184611961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925244961648721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8413288121763934	0.0	0.0	0.8920257174870767	0.0	0.0	0.9061119034932662	0.0	0.9941980898589099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9203410543200294	0.9061119034932662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9409061957264707	0.0	0.0	0.0	0.0	0.842298621352067	0.0	0.0	0.9580537511220528
Dolosigranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9123969231379409	0.0	0.0	0.8506408821511158	0.0	0.0	0.9884300000661025	0.9864822529722025	0.0	0.0	0.0	0.0	0.9160171356839103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9784814066720962	0.0	0.9927606060989754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8529785706199765	0.0	0.0	0.0	0.0	0.0	0.0	0.9879704480283378	0.0	0.0	0.0	0.0	0.9783395886453925	0.0	0.0	0.9897284906399121	0.0	0.0	0.0	0.0	0.0	0.9539877300613511	0.0	0.0	0.0	0.0	0.0	0.0	0.9817066305843029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98619412936444	0.0	0.0	0.0	0.0
Eikenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349469900084573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9307578419910346	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8737001234509116	0.0	0.0	0.0	0.0	0.8660254037844384	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8528028654224417	0.0	0.0	1.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9184776561195185	0.0	0.0	0.8944383322812356	0.0	0.0	0.9911712394556111	0.9913180986542391	0.0	0.0	0.0	0.0	0.9004449877164856	0.0	0.0	0.0	0.0	0.0	0.0	0.9784814066720962	0.0	0.0	0.0	0.0	0.9911314908675022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9351683821595141	0.0	0.0	0.0	0.0	0.0	0.0	0.9934500350791303	0.0	0.0	0.8723777601274749	0.0	0.9942384230058076	0.0	0.0	0.9875778318107807	0.0	0.0	0.0	0.0	0.0	0.9809253698891607	0.0	0.0	0.0	0.0	0.0	0.0	0.9304410452138029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9958101552817917	0.0	0.0	0.0	0.0
Faecalibacterium	0.0	0.0	0.9338345313707025	0.8290094679567831	0.0	0.9295992989187841	0.0	0.8636363636363635	0.0	0.0	0.0	0.9349469900084572	0.0	0.0	0.9349469900084572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.880223487774413	0.95049791295792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349469900084572	0.0	0.9495381684151996	0.0	0.0	0.0	0.0	0.8955224420057923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.880223487774413	0.0	0.0	0.9441625091050398	0.9349469900084572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9343093086861127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349469900084572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9247792084700145	0.0	0.0	0.8526312491218002	0.0	0.0	0.9993992475588198	0.9989364508298013	0.0	0.0	0.0	0.0	0.9275912693072079	0.0	0.0	0.0	0.0	0.0	0.0	0.9927606060989754	0.0	0.0	0.9911314908675022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8879390334385375	0.0	0.0	0.0	0.0	0.0	0.0	0.9990520169498612	0.0	0.0	0.8080307252561897	0.0	0.9953150729252065	0.0	0.0	0.9984404444834156	0.0	0.0	0.0	0.0	0.0	0.9829117905622791	0.0	0.0	0.0	0.0	0.0	0.0	0.9518476538090823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981538762781595	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8248363554206878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.902385105321295	0.0	0.0	0.0	0.0	0.0	0.957859722879066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.891574370164262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8155532580615492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8987561516092583	0.0	0.8278220783000788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8953935226906723	0.0	0.0	0.0	0.9382803597078517	0.0	0.0	0.0	0.0	0.9114877609543012	0.0	0.0	0.0	0.82710794109377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8882347881956875	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.8593903307047788	0.0	0.0	0.8524798383420259	0.0	0.0	0.0	0.0	0.0	0.8629392886844529	0.0	0.0	0.8629392886844529	0.0	0.0	0.0	0.0	0.0	0.9242254292768419	0.0	0.0	0.0	0.0	0.0	0.8093455954260559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8629392886844529	0.0	0.0	0.0	0.0	0.0	0.0	0.8530331143766253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8298646088947861	0.0	0.0	0.0	0.8629392886844529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8629392886844529	0.0	0.0	0.0	0.0	0.8704609691695396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haemophilus	0.0	0.0	0.0	0.8377594999678449	0.0	0.0	0.838304761455005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8155532580615492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9169603803137368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isoptericola	0.0	0.0	0.0	0.0	0.8998719000081201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8348379629392788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9461168705799867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8246813511619329	0.0	0.0	0.0	0.0	0.0	0.8920255015173485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8428181448976432
Janibacter	0.0	0.0	0.9988101372060192	0.8491079468284212	0.0	0.994280220005173	0.0	0.9349469900084572	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9414688716912717	0.9925244961648721	0.0	0.0	0.0	0.0	0.0	0.9349469900084572	0.0	0.0	0.0	0.0	0.8629392886844529	0.0	0.0	0.0	0.0	0.985365040882987	0.0	0.0	0.0	0.0	0.9681131650850737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9414688716912717	0.0	0.0	0.9120141660919067	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9017514038833508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Johnsonella	0.935662837569789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9476469073062295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9462901904418101	0.0	0.9567524256123793	0.0	0.0	0.0	0.0	0.8487887637367793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8247357866154004	0.9127022707888962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.9824763758168273	0.8924577005563304	0.0	0.9759704186001387	0.0	0.931160010316841	0.0	0.0	0.0	0.985365040882987	0.0	0.0	0.985365040882987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9158274632026444	0.9859108320950937	0.0	0.0	0.0	0.0	0.0	0.9495381684151996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985365040882987	0.0	0.0	0.0	0.0	0.0	0.0	0.9672231903394485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9395535632856145	0.0	0.0	0.9389092869774723	0.985365040882987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9259949647124175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985365040882987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kytococcus	0.0	0.0	0.0	0.0	0.8443952518368643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8423326137596057	0.0	0.0	0.0	0.0	0.8413288121763934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9461168705799867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023847832951999	0.0	0.8245893024393549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9416324206772241	0.9023847832951999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9342181442799665
Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9282965265888689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902238046722277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9236541488017939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnoclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349469900084573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9572301670759138	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8920257174870767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8011927448021529	0.0	0.9166910918462366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8145342635328469	0.8011927448021529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8513641172648775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.878076312625202
Lactococcus	0.0	0.0	0.9611268029242575	0.9007416351534886	0.0	0.9497982162914358	0.0	0.8955224420057923	0.0	0.0	0.0	0.9681131650850737	0.0	0.0	0.9681131650850737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8711188335736995	0.9524754629423492	0.0	0.0	0.0	0.0	0.0	0.8955224420057923	0.0	0.0	0.0	0.0	0.8530331143766253	0.0	0.0	0.9681131650850737	0.0	0.9672231903394485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9517779848305232	0.0	0.0	0.8879525686938541	0.9681131650850737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8824961443711695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9681131650850737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lautropia	0.9760704896167505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9825416915942274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8987561516092583	0.0	0.0	0.0	0.0	0.0	0.9462901904418101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9512946552868861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8301338742298188	0.9934633362336267	0.0	0.0	0.0	0.0	0.8597421968055049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8138150028303514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leucobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9061119034932662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9023847832951999	0.0	0.0	0.8011927448021529	0.0	0.0	0.0	0.0	0.9003882121858984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9920952580069676	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9454172412711912
