	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
1	Actinobaculum sp. oral taxon 183	8	Supragingival_plaque	#ff964f	9.0	2.0	#ff0000	#386df9
2	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
3	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
4	Actinomyces sp. ICM47	1	Tongue_dorsum	#ff0000	4.0	4.0	#62fbc4	#10c6e6
5	Actinomyces slackii	1	Supragingival_plaque	#ff964f	4.0	4.0	#62fbc4	#10c6e6
6	Actinomyces sp. oral taxon 171	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
7	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
8	Actinomyces sp. oral taxon 175	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
9	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
10	Actinomyces sp. oral taxon 175	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
11	Actinomyces oris	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
12	Actinomyces sp. oral taxon 414	6	Subgingival_plaque	#e4cf74	1.0	0.0	#4856fb	#8000ff
13	Actinomyces sp. oral taxon 178	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
14	Actinomyces sp. oral taxon 849	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
15	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
16	Aggregatibacter actinomycetemcomitans	7	Buccal_mucosa	#1996f3	9.0	6.0	#ff0000	#5af8c8
17	Actinobaculum sp. oral taxon 183	8	Supragingival_plaque	#ff964f	9.0	2.0	#ff0000	#386df9
18	Alloprevotella tannerae	4	Subgingival_plaque	#e4cf74	1.0	3.0	#4856fb	#149df1
19	Aggregatibacter sp. oral taxon 458	6	Buccal_mucosa	#1996f3	1.0	3.0	#4856fb	#149df1
20	Atopobium rimae	5	Saliva	#7effb5	9.0	0.0	#ff0000	#8000ff
21	Anaeroglobus geminatus	4	Saliva	#7effb5	9.0	0.0	#ff0000	#8000ff
22	Bergeyella zoohelcum	3	Supragingival_plaque	#ff964f	0.0	1.0	#8000ff	#5c38fd
23	Actinomyces dentalis	6	Subgingival_plaque	#e4cf74	6.0	1.0	#d4dd80	#5c38fd
24	Bulleidia extructa	1	Throat	#ff5029	4.0	4.0	#62fbc4	#10c6e6
25	Actinomyces slackii	1	Supragingival_plaque	#ff964f	4.0	4.0	#62fbc4	#10c6e6
26	Bulleidia extructa	1	Throat	#ff5029	4.0	4.0	#62fbc4	#10c6e6
27	Actinomyces sp. ICM47	1	Tongue_dorsum	#ff0000	4.0	4.0	#62fbc4	#10c6e6
28	Campylobacter concisus	8	Saliva	#7effb5	3.0	5.0	#2adddd	#37e6d8
29	Actinomyces sp. oral taxon 877	3	Supragingival_plaque	#ff964f	3.0	5.0	#2adddd	#37e6d8
30	Campylobacter curvus	4	Supragingival_plaque	#ff964f	1.0	3.0	#4856fb	#149df1
31	Actinomyces georgiae	6	Subgingival_plaque	#e4cf74	9.0	3.0	#ff0000	#149df1
32	Campylobacter curvus	4	Supragingival_plaque	#ff964f	1.0	3.0	#4856fb	#149df1
33	Alloprevotella tannerae	4	Subgingival_plaque	#e4cf74	1.0	3.0	#4856fb	#149df1
34	Campylobacter gracilis	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
35	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
36	Campylobacter gracilis	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
37	Actinomyces sp. oral taxon 849	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
38	Campylobacter rectus	8	Subgingival_plaque	#e4cf74	0.0	1.0	#8000ff	#5c38fd
39	Abiotrophia defectiva	8	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#5c38fd
40	Campylobacter showae	8	Supragingival_plaque	#ff964f	6.0	1.0	#d4dd80	#5c38fd
41	Atopobium parvulum	3	Saliva	#7effb5	5.0	3.0	#9bfba5	#149df1
42	Campylobacter showae	8	Supragingival_plaque	#ff964f	6.0	1.0	#d4dd80	#5c38fd
43	Bergeyella zoohelcum	3	Supragingival_plaque	#ff964f	0.0	1.0	#8000ff	#5c38fd
44	Candidatus Saccharibacteria oral taxon TM7x	8	Saliva	#7effb5	9.0	6.0	#ff0000	#5af8c8
45	Actinomyces sp. oral taxon 178	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
46	Capnocytophaga cynodegmi	3	Supragingival_plaque	#ff964f	0.0	1.0	#8000ff	#5c38fd
47	Actinomyces dentalis	6	Subgingival_plaque	#e4cf74	6.0	1.0	#d4dd80	#5c38fd
48	Capnocytophaga sp. CM59	8	Supragingival_plaque	#ff964f	9.0	6.0	#ff0000	#5af8c8
49	Capnocytophaga granulosa	8	Supragingival_plaque	#ff964f	1.0	6.0	#4856fb	#5af8c8
50	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
51	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
52	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
53	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
54	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
55	Actinomyces sp. oral taxon 849	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
56	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
57	Campylobacter gracilis	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
58	Capnocytophaga sp. oral taxon 324	6	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
59	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
60	Capnocytophaga sp. oral taxon 324	6	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
61	Actinomyces sp. oral taxon 178	4	Supragingival_plaque	#ff964f	1.0	0.0	#4856fb	#8000ff
62	Capnocytophaga sp. oral taxon 324	6	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
63	Anaeroglobus geminatus	4	Saliva	#7effb5	9.0	0.0	#ff0000	#8000ff
64	Capnocytophaga sp. oral taxon 326	8	Supragingival_plaque	#ff964f	9.0	3.0	#ff0000	#149df1
65	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
66	Capnocytophaga sp. oral taxon 326	8	Supragingival_plaque	#ff964f	9.0	3.0	#ff0000	#149df1
67	Capnocytophaga ochracea	7	Supragingival_plaque	#ff964f	9.0	3.0	#ff0000	#149df1
68	Capnocytophaga sp. oral taxon 329	8	Supragingival_plaque	#ff964f	9.0	6.0	#ff0000	#5af8c8
69	Aggregatibacter actinomycetemcomitans	7	Buccal_mucosa	#1996f3	9.0	6.0	#ff0000	#5af8c8
70	Capnocytophaga sp. oral taxon 329	8	Supragingival_plaque	#ff964f	9.0	6.0	#ff0000	#5af8c8
71	Capnocytophaga sp. CM59	8	Supragingival_plaque	#ff964f	9.0	6.0	#ff0000	#5af8c8
72	Capnocytophaga sp. oral taxon 335	6	Supragingival_plaque	#ff964f	1.0	3.0	#4856fb	#149df1
73	Capnocytophaga sp. oral taxon 326	8	Supragingival_plaque	#ff964f	9.0	3.0	#ff0000	#149df1
74	Capnocytophaga sp. oral taxon 336	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
75	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
76	Capnocytophaga sp. oral taxon 338	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
77	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
78	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
79	Actinomyces johnsonii	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
80	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
81	Actinomyces massiliensis	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
82	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
83	Actinomyces sp. oral taxon 849	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
84	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
85	Campylobacter gracilis	8	Subgingival_plaque	#e4cf74	9.0	0.0	#ff0000	#8000ff
86	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
87	Capnocytophaga sp. oral taxon 323	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
88	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
89	Capnocytophaga sp. oral taxon 324	6	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
90	Capnocytophaga sp. oral taxon 380	8	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
91	Capnocytophaga sp. oral taxon 336	7	Supragingival_plaque	#ff964f	9.0	0.0	#ff0000	#8000ff
92	Capnocytophaga sp. oral taxon 412	7	Subgingival_plaque	#e4cf74	9.0	2.0	#ff0000	#386df9
93	Actinobaculum sp. oral taxon 183	8	Supragingival_plaque	#ff964f	9.0	2.0	#ff0000	#386df9
94	Cardiobacterium hominis	8	Subgingival_plaque	#e4cf74	9.0	3.0	#ff0000	#149df1
95	Capnocytophaga sp. oral taxon 326	8	Supragingival_plaque	#ff964f	9.0	3.0	#ff0000	#149df1
