	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Haemophilus] ducreyi	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
1	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
2	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
3	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
4	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
5	[Haemophilus] ducreyi	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
6	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
7	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
8	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
9	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
10	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
11	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
12	Actinobacillus pleuropneumoniae	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
13	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
14	Actinobacillus pleuropneumoniae	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
15	[Haemophilus] ducreyi	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
16	Actinobacillus pleuropneumoniae	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
17	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
18	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
19	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
20	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
21	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
22	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
23	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
24	Actinomyces johnsonii	7	Subgingival_plaque	#e4cf74	17.0	4.0	#e8cb72	#3670f8
25	Actinobacillus minor	6	Buccal_mucosa	#1996f3	2.0	5.0	#5641fd	#218cf4
26	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
27	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
28	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
29	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
30	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
31	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
32	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
33	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
34	Actinomyces naeslundii	8	Supragingival_plaque	#ff964f	1.0	4.0	#6c1fff	#3670f8
35	Abiotrophia defectiva	8	Buccal_mucosa	#1996f3	1.0	4.0	#6c1fff	#3670f8
36	Actinomyces sp. oral taxon 175	7	Supragingival_plaque	#ff964f	1.0	4.0	#6c1fff	#3670f8
37	Actinomyces johnsonii	7	Subgingival_plaque	#e4cf74	17.0	4.0	#e8cb72	#3670f8
38	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
39	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
40	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
41	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
42	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
43	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
44	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
45	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
46	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
47	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
48	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
49	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
50	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
51	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
52	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
53	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
54	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
55	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
56	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
57	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
58	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
59	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
60	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
61	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
62	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
63	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
64	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
65	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
66	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
67	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
68	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
69	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
70	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
71	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
72	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
73	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
74	Actinomyces sp. oral taxon 848	3	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
75	Actinomyces sp. oral taxon 171	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
76	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
77	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
78	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
79	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
80	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
81	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
82	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
83	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
84	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
85	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
86	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
87	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
88	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
89	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
90	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
91	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
92	Actinomyces viscosus	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
93	Actinomyces massiliensis	7	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
94	Actinomyces viscosus	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
95	Actinomyces sp. oral taxon 171	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
96	Aggregatibacter aphrophilus	8	Anterior_nares	#8000ff	1.0	4.0	#6c1fff	#3670f8
97	Aggregatibacter actinomycetemcomitans	7	Buccal_mucosa	#1996f3	1.0	4.0	#6c1fff	#3670f8
98	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
99	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
100	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
101	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
102	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
103	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
104	Alistipes onderdonkii	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
105	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
106	Alistipes onderdonkii	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
107	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
108	Alistipes onderdonkii	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
109	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
110	Alistipes senegalensis	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
111	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
112	Alistipes senegalensis	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
113	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
114	Alistipes senegalensis	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
115	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
116	Alistipes senegalensis	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
117	Alistipes onderdonkii	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
118	Alistipes shahii	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
119	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
120	Alistipes shahii	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
121	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
122	Alistipes shahii	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
123	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
124	Alistipes shahii	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
125	Alistipes onderdonkii	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
126	Alistipes shahii	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
127	Alistipes senegalensis	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
128	Alloprevotella rava	8	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
129	Actinomyces johnsonii	7	Subgingival_plaque	#e4cf74	17.0	4.0	#e8cb72	#3670f8
130	Alloprevotella rava	8	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
131	Actinomyces sp. oral taxon 171	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
132	Alloprevotella rava	8	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
133	Aggregatibacter segnis	8	Buccal_mucosa	#1996f3	1.0	10.0	#6c1fff	#3dead5
134	Alloprevotella tannerae	6	Subgingival_plaque	#e4cf74	1.0	4.0	#6c1fff	#3670f8
135	Aggregatibacter actinomycetemcomitans	7	Buccal_mucosa	#1996f3	1.0	4.0	#6c1fff	#3670f8
136	Anaeroglobus geminatus	1	Saliva	#7effb5	12.0	9.0	#7effb5	#2adddd
137	Actinomyces georgiae	1	Subgingival_plaque	#e4cf74	12.0	9.0	#7effb5	#2adddd
138	Atopobium parvulum	7	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
139	Actinomyces naeslundii	8	Supragingival_plaque	#ff964f	1.0	4.0	#6c1fff	#3670f8
140	Atopobium parvulum	7	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
141	Actinomyces sp. S6-Spd3	8	Tongue_dorsum	#ff0000	1.0	4.0	#6c1fff	#3670f8
142	Atopobium parvulum	7	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
143	Aggregatibacter aphrophilus	8	Anterior_nares	#8000ff	1.0	4.0	#6c1fff	#3670f8
144	Atopobium sp. BS2	4	Saliva	#7effb5	1.0	12.0	#6c1fff	#62fbc4
145	Actinomyces sp. oral taxon 171	8	Supragingival_plaque	#ff964f	1.0	12.0	#6c1fff	#62fbc4
146	Atopobium sp. ICM42b	5	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
147	Abiotrophia defectiva	8	Buccal_mucosa	#1996f3	1.0	4.0	#6c1fff	#3670f8
148	Atopobium sp. ICM42b	5	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
149	Actinomyces naeslundii	8	Supragingival_plaque	#ff964f	1.0	4.0	#6c1fff	#3670f8
150	Atopobium sp. ICM42b	5	Saliva	#7effb5	1.0	4.0	#6c1fff	#3670f8
151	Atopobium sp. BS2	4	Saliva	#7effb5	1.0	12.0	#6c1fff	#62fbc4
152	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
153	Acidovorax delafieldii	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
154	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
155	Acidovorax ebreus	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
156	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
157	Acidovorax sp. JS42	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
158	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
159	Actinomyces dentalis	3	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
160	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
161	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
162	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
163	Actinomyces sp. oral taxon 178	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
164	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
165	Actinomyces sp. oral taxon 414	1	Subgingival_plaque	#e4cf74	3.0	7.0	#425ffa	#04b9ea
166	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
167	Actinomyces sp. oral taxon 448	2	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
168	Atopobium sp. oral taxon 810	1	Buccal_mucosa	#1996f3	3.0	7.0	#425ffa	#04b9ea
169	Actinomyces sp. oral taxon 877	1	Supragingival_plaque	#ff964f	3.0	7.0	#425ffa	#04b9ea
170	Avibacterium paragallinarum	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
171	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
172	Avibacterium paragallinarum	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
173	[Haemophilus] ducreyi	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
174	Avibacterium paragallinarum	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
175	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
176	Avibacterium paragallinarum	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
177	Actinobacillus pleuropneumoniae	2	Buccal_mucosa	#1996f3	13.0	0.0	#94fda8	#8000ff
178	Bacteroides caccae	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
179	[Eubacterium] eligens	1	Stool	#b2f396	5.0	1.0	#169bf2	#6e1cff
180	Bacteroides caccae	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
181	Akkermansia muciniphila	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
182	Bacteroides caccae	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
183	Alistipes obesi	1	Stool	#b2f396	11.0	1.0	#68fcc1	#6e1cff
