	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Lactobacillus vaginalis	6	Posterior_fornix	#4df3ce	3.0	2.0	#b2f396	#2adddd
1	Lactobacillus johnsonii	4	Posterior_fornix	#4df3ce	3.0	2.0	#b2f396	#2adddd
2	Nocardia otitidiscaviarum	2	Mid_vagina	#18cde4	2.0	4.0	#4df3ce	#d4dd80
3	Mycobacterium chelonae	4	Mid_vagina	#18cde4	2.0	4.0	#4df3ce	#d4dd80
4	Peptoniphilus grossensis	2	Posterior_fornix	#4df3ce	4.0	0.0	#ff964f	#8000ff
5	[Eubacterium] rectale	2	Stool	#b2f396	4.0	0.0	#ff964f	#8000ff
6	Porphyromonas asaccharolytica	2	Posterior_fornix	#4df3ce	1.0	3.0	#1996f3	#7effb5
7	Levyella massiliensis	2	Anterior_nares	#8000ff	1.0	3.0	#1996f3	#7effb5
8	Prevotella buccalis	3	Posterior_fornix	#4df3ce	0.0	1.0	#8000ff	#2c7ef7
9	Dialister micraerophilus	4	Saliva	#7effb5	0.0	1.0	#8000ff	#2c7ef7
10	Pseudomonas mandelii	2	Mid_vagina	#18cde4	5.0	5.0	#ff0000	#ff8143
11	Peptoniphilus sp. BV3AC2	2	Posterior_fornix	#4df3ce	5.0	5.0	#ff0000	#ff8143
12	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
13	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
14	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
15	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
16	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
17	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
18	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
19	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
20	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
21	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
22	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
23	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
24	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
25	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
26	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
27	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
28	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
29	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
30	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
31	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
32	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
33	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
34	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
35	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
36	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
37	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
38	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
39	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
40	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
41	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
42	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
43	Pseudomonas fluorescens	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
44	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
45	Pseudomonas sp. Ag1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
46	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
47	Pseudomonas sp. Eur1 9.41	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
48	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
49	Pseudomonas sp. FH1	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
50	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
51	Pseudomonas sp. NBRC 111132	3	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
52	Sphingobium yanoikuyae	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
53	Pseudomonas sp. Root9	2	Mid_vagina	#18cde4	2.0	6.0	#4df3ce	#ff0000
