source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Eggerthellales	132	Eggerthellales	Corynebacteriales	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	3.0	0.0	#7effb5	#8000ff
Corynebacteriales	133	Corynebacteriales	Eggerthellales	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	3.0	1.0	#7effb5	#01b3ec
Eggerthellales	134	Eggerthellales	Cytophagales	3.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Cytophagales	135	Cytophagales	Eggerthellales	3.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	6.0	0.0	#ff0000	#8000ff
Eggerthellales	136	Eggerthellales	Desulfovibrionales	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	0.0	#7effb5	#8000ff
Desulfovibrionales	137	Desulfovibrionales	Eggerthellales	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	0.0	#7effb5	#8000ff
Enterobacteriales	138	Enterobacteriales	Bacillales	2.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	3.0	3.0	#7effb5	#feb562
Bacillales	139	Bacillales	Enterobacteriales	2.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	3.0	0.0	#7effb5	#8000ff
Enterobacteriales	140	Enterobacteriales	Bacteroidales	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	3.0	#7effb5	#feb562
Bacteroidales	141	Bacteroidales	Enterobacteriales	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	0.0	#7effb5	#8000ff
Enterobacteriales	142	Enterobacteriales	Campylobacterales	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	3.0	3.0	#7effb5	#feb562
Campylobacterales	143	Campylobacterales	Enterobacteriales	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	3.0	1.0	#7effb5	#01b3ec
Enterobacteriales	144	Enterobacteriales	Clostridiales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	3.0	#7effb5	#feb562
