	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcaceae	Acholeplasmataceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasmataceae	Acidaminococcaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Bacillaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
3	Alcaligenaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
4	Bifidobacteriaceae	Atopobiaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
5	Atopobiaceae	Bifidobacteriaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
6	Bradyrhizobiaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
7	Alcaligenaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
8	Campylobacteraceae	Actinomycetaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
9	Actinomycetaceae	Campylobacteraceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
10	Cardiobacteriaceae	Burkholderiaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
11	Burkholderiaceae	Cardiobacteriaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
12	Chromatiaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
13	Alcaligenaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
14	Chromatiaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
15	Bacillaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
16	Chromatiaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
17	Bradyrhizobiaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
18	Chromobacteriaceae	Aurantimonadaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
19	Aurantimonadaceae	Chromobacteriaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
20	Clostridiaceae	Catabacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
21	Catabacteriaceae	Clostridiaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
22	Coriobacteriaceae	Akkermansiaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
23	Akkermansiaceae	Coriobacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
24	Dermacoccaceae	Actinomycetaceae	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
25	Actinomycetaceae	Dermacoccaceae	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
26	Dermacoccaceae	Clostridiales Family XIII. Incertae Sedis	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
27	Clostridiales Family XIII. Incertae Sedis	Dermacoccaceae	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
28	Erysipelotrichaceae	Atopobiaceae	1.0	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc
29	Atopobiaceae	Erysipelotrichaceae	1.0	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc
30	Erysipelotrichaceae	Clostridiales Family XIII. Incertae Sedis	1.0	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
