source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcaceae	0	Acidaminococcaceae	Acholeplasmataceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	6.0	0.0	#5af8c8	#8000ff
Acholeplasmataceae	1	Acholeplasmataceae	Acidaminococcaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#10c6e6	#8000ff
Bacillaceae	2	Bacillaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Alcaligenaceae	3	Alcaligenaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Bifidobacteriaceae	4	Bifidobacteriaceae	Atopobiaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	1.0	#7effb5	#4e4dfc
Atopobiaceae	5	Atopobiaceae	Bifidobacteriaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	1.0	#7effb5	#4e4dfc
Bradyrhizobiaceae	6	Bradyrhizobiaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Alcaligenaceae	7	Alcaligenaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Campylobacteraceae	8	Campylobacteraceae	Actinomycetaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#37e6d8	#4e4dfc
Actinomycetaceae	9	Actinomycetaceae	Campylobacteraceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	1.0	#8000ff	#4e4dfc
Cardiobacteriaceae	10	Cardiobacteriaceae	Burkholderiaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	14.0	1.0	#ff0000	#4e4dfc
Burkholderiaceae	11	Burkholderiaceae	Cardiobacteriaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	14.0	1.0	#ff0000	#4e4dfc
Chromatiaceae	12	Chromatiaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Alcaligenaceae	13	Alcaligenaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Chromatiaceae	14	Chromatiaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Bacillaceae	15	Bacillaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Chromatiaceae	16	Chromatiaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Bradyrhizobiaceae	17	Bradyrhizobiaceae	Chromatiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	4.0	#a2f9a0	#4df3ce
Chromobacteriaceae	18	Chromobacteriaceae	Aurantimonadaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	6.0	#386df9	#b2f396
Aurantimonadaceae	19	Aurantimonadaceae	Chromobacteriaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	6.0	#386df9	#b2f396
Clostridiaceae	20	Clostridiaceae	Catabacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	7.0	#ff703a	#e4cf74
Catabacteriaceae	21	Catabacteriaceae	Clostridiaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	7.0	#ff703a	#e4cf74
Coriobacteriaceae	22	Coriobacteriaceae	Akkermansiaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	3.0	#7effb5	#18cde4
Akkermansiaceae	23	Akkermansiaceae	Coriobacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	3.0	#7effb5	#18cde4
Dermacoccaceae	24	Dermacoccaceae	Actinomycetaceae	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	0.0	1.0	#8000ff	#4e4dfc
Actinomycetaceae	25	Actinomycetaceae	Dermacoccaceae	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	0.0	1.0	#8000ff	#4e4dfc
