	source	target	weight	edge_sample	edcolor
1968	Capnocytophaga sp. oral taxon 323	Bacteroidetes oral taxon 274	4.0	Intertype	#cccccc
1969	Bacteroidetes oral taxon 274	Capnocytophaga sp. oral taxon 323	4.0	Intertype	#cccccc
1970	Capnocytophaga sp. oral taxon 323	Campylobacter showae	3.0	Supragingival_plaque	#ff964f
1971	Campylobacter showae	Capnocytophaga sp. oral taxon 323	3.0	Supragingival_plaque	#ff964f
1972	Capnocytophaga sp. oral taxon 324	[Eubacterium] infirmum	3.0	Intertype	#cccccc
1973	[Eubacterium] infirmum	Capnocytophaga sp. oral taxon 324	3.0	Intertype	#cccccc
1974	Capnocytophaga sp. oral taxon 324	Actinomyces georgiae	3.0	Intertype	#cccccc
1975	Actinomyces georgiae	Capnocytophaga sp. oral taxon 324	3.0	Intertype	#cccccc
1976	Capnocytophaga sp. oral taxon 324	Actinomyces meyeri	3.0	Intertype	#cccccc
1977	Actinomyces meyeri	Capnocytophaga sp. oral taxon 324	3.0	Intertype	#cccccc
1978	Capnocytophaga sp. oral taxon 324	Actinomyces sp. oral taxon 171	5.0	Supragingival_plaque	#ff964f
1979	Actinomyces sp. oral taxon 171	Capnocytophaga sp. oral taxon 324	5.0	Supragingival_plaque	#ff964f
1980	Capnocytophaga sp. oral taxon 324	Actinomyces sp. oral taxon 175	4.0	Supragingival_plaque	#ff964f
1981	Actinomyces sp. oral taxon 175	Capnocytophaga sp. oral taxon 324	4.0	Supragingival_plaque	#ff964f
1982	Capnocytophaga sp. oral taxon 324	Actinomyces sp. oral taxon 414	5.0	Intertype	#cccccc
1983	Actinomyces sp. oral taxon 414	Capnocytophaga sp. oral taxon 324	5.0	Intertype	#cccccc
1984	Capnocytophaga sp. oral taxon 324	Actinomyces sp. oral taxon 448	2.0	Supragingival_plaque	#ff964f
1985	Actinomyces sp. oral taxon 448	Capnocytophaga sp. oral taxon 324	2.0	Supragingival_plaque	#ff964f
1986	Capnocytophaga sp. oral taxon 324	Actinomyces sp. oral taxon 877	2.0	Supragingival_plaque	#ff964f
1987	Actinomyces sp. oral taxon 877	Capnocytophaga sp. oral taxon 324	2.0	Supragingival_plaque	#ff964f
1988	Capnocytophaga sp. oral taxon 324	Aggregatibacter aphrophilus	3.0	Intertype	#cccccc
1989	Aggregatibacter aphrophilus	Capnocytophaga sp. oral taxon 324	3.0	Intertype	#cccccc
1990	Capnocytophaga sp. oral taxon 324	Aggregatibacter segnis	5.0	Intertype	#cccccc
1991	Aggregatibacter segnis	Capnocytophaga sp. oral taxon 324	5.0	Intertype	#cccccc
1992	Capnocytophaga sp. oral taxon 324	Aggregatibacter sp. oral taxon 458	4.0	Intertype	#cccccc
1993	Aggregatibacter sp. oral taxon 458	Capnocytophaga sp. oral taxon 324	4.0	Intertype	#cccccc
1994	Capnocytophaga sp. oral taxon 324	Anaeroglobus geminatus	5.0	Intertype	#cccccc
1995	Anaeroglobus geminatus	Capnocytophaga sp. oral taxon 324	5.0	Intertype	#cccccc
1996	Capnocytophaga sp. oral taxon 324	Atopobium rimae	5.0	Intertype	#cccccc
1997	Atopobium rimae	Capnocytophaga sp. oral taxon 324	5.0	Intertype	#cccccc
