TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Bdellovibrio	Anterior_nares	#8000ff	1	19.0	4.0	#ff8646	#3670f8
Candidatus Methylopumilus	L_Retroauricular_crease	#1fd3e1	1	13.0	2.0	#a0faa1	#5c38fd
Celeribacter	Buccal_mucosa	#425ffa	2	9.0	6.0	#46efd1	#10a2f0
Chloroflexus	Buccal_mucosa	#425ffa	1	8.0	10.0	#30e1da	#3dead5
Cystobacter	Anterior_nares	#8000ff	1	4.0	3.0	#2884f6	#4856fb
Defluviitalea	L_Retroauricular_crease	#1fd3e1	16	7.0	9.0	#1acfe3	#2adddd
Demetria	Anterior_nares	#8000ff	1	4.0	3.0	#2884f6	#4856fb
Desulfobulbus	L_Retroauricular_crease	#1fd3e1	1	13.0	2.0	#a0faa1	#5c38fd
Flavihumibacter	Anterior_nares	#8000ff	2	12.0	5.0	#8bfeae	#218cf4
Frateuria	R_Retroauricular_crease	#9efaa2	3	16.0	1.0	#e2d176	#6e1cff
Ilumatobacter	Anterior_nares	#8000ff	1	4.0	3.0	#2884f6	#4856fb
Isosphaera	Buccal_mucosa	#425ffa	1	8.0	10.0	#30e1da	#3dead5
Ketogulonicigenium	R_Retroauricular_crease	#9efaa2	1	20.0	8.0	#ff6835	#17cbe4
Komagataeibacter	Anterior_nares	#8000ff	2	12.0	5.0	#8bfeae	#218cf4
Mahella	Stool	#ded579	1	0.0	11.0	#8000ff	#4ef3cd
Mangrovimonas	Buccal_mucosa	#425ffa	1	3.0	14.0	#3e65fa	#88ffaf
Methylocaldum	L_Retroauricular_crease	#1fd3e1	1	11.0	20.0	#72febb	#f9bb66
Micavibrio	Anterior_nares	#8000ff	1	10.0	13.0	#5df9c7	#74feba
Micromonospora	Anterior_nares	#8000ff	1	16.0	16.0	#e2d176	#aef498
Olivibacter	Anterior_nares	#8000ff	2	5.0	5.0	#11a0f1	#218cf4
Paenirhodobacter	Anterior_nares	#8000ff	2	18.0	0.0	#ffa256	#8000ff
Paenisporosarcina	Buccal_mucosa	#425ffa	2	15.0	22.0	#cce385	#ff8e4a
