source	target	weight	edge_sample	edge_color
Adlercreutzia	Acetivibrio	0.814942827701	Stool	#ded579
Anaerotruncus	Acetivibrio	0.814942827701	Stool	#ded579
Anaerotruncus	Adlercreutzia	1.0	Stool	#ded579
Anoxybacillus	Acetobacter	0.814942827701	Mixed	#cccccc
Azonexus	Alcaligenes	0.814942827701	Mixed	#cccccc
Azospira	Aromatoleum	1.0	Mixed	#cccccc
Bilophila	Acetivibrio	0.814942827701	Stool	#ded579
Bilophila	Adlercreutzia	1.0	Stool	#ded579
Bilophila	Anaerotruncus	1.0	Stool	#ded579
Bordetella	Alcaligenes	0.814942827701	Mixed	#cccccc
Bordetella	Azonexus	1.0	Mixed	#cccccc
Celeribacter	Alcaligenes	0.814942827701	Mixed	#cccccc
Celeribacter	Azonexus	1.0	Buccal_mucosa	#425ffa
Celeribacter	Bordetella	1.0	Mixed	#cccccc
Chloracidobacterium	Caldilinea	1.0	Mixed	#cccccc
Chloroflexus	Caldilinea	1.0	Mixed	#cccccc
Chloroflexus	Chloracidobacterium	1.0	Buccal_mucosa	#425ffa
Citrobacter	Aromatoleum	1.0	Mixed	#cccccc
Citrobacter	Azospira	1.0	Anterior_nares	#8000ff
Cupriavidus	Burkholderia	0.841897386141	Mixed	#cccccc
Diaphorobacter	Alicycliphilus	0.842477050932	Mixed	#cccccc
Dietzia	Devosia	1.0	L_Retroauricular_crease	#1fd3e1
Echinicola	Dehalobacter	1.0	Mixed	#cccccc
Enhydrobacter	Azospirillum	1.0	Mixed	#cccccc
Erysipelatoclostridium	Acetivibrio	0.814942827701	Stool	#ded579
Erysipelatoclostridium	Adlercreutzia	1.0	Stool	#ded579
Erysipelatoclostridium	Anaerotruncus	1.0	Stool	#ded579
Erysipelatoclostridium	Bilophila	1.0	Stool	#ded579
Hymenobacter	Devosia	1.0	Mixed	#cccccc
Hymenobacter	Dietzia	1.0	Mixed	#cccccc
Isosphaera	Caldilinea	1.0	Mixed	#cccccc
Isosphaera	Chloracidobacterium	1.0	Buccal_mucosa	#425ffa
Isosphaera	Chloroflexus	1.0	Buccal_mucosa	#425ffa
Janibacter	Alloiococcus	0.864371103508	Anterior_nares	#8000ff
Janibacter	Brevibacterium	0.864371103508	Anterior_nares	#8000ff
Mangrovimonas	Dehalobacter	1.0	Mixed	#cccccc
Mangrovimonas	Echinicola	1.0	Buccal_mucosa	#425ffa
Meiothermus	Caldilinea	1.0	Mixed	#cccccc
Meiothermus	Chloracidobacterium	1.0	Mixed	#cccccc
Meiothermus	Chloroflexus	1.0	Mixed	#cccccc
Meiothermus	Isosphaera	1.0	Mixed	#cccccc
Microbacterium	Crocosphaera	1.0	Mixed	#cccccc
Micrococcus	Devosia	1.0	L_Retroauricular_crease	#1fd3e1
Micrococcus	Dietzia	1.0	L_Retroauricular_crease	#1fd3e1
Micrococcus	Hymenobacter	1.0	Mixed	#cccccc
Nakamurella	Macrococcus	1.0	L_Retroauricular_crease	#1fd3e1
Ornithinibacillus	Macrococcus	1.0	Mixed	#cccccc
Ornithinibacillus	Nakamurella	1.0	Mixed	#cccccc
Ornithobacterium	Epilithonimonas	1.0	Mixed	#cccccc
Paenisporosarcina	Epilithonimonas	1.0	Mixed	#cccccc
Paenisporosarcina	Ornithobacterium	1.0	Buccal_mucosa	#425ffa
Pediococcus	Macrococcus	1.0	L_Retroauricular_crease	#1fd3e1
Pediococcus	Nakamurella	1.0	L_Retroauricular_crease	#1fd3e1
Pediococcus	Ornithinibacillus	1.0	Mixed	#cccccc
Phascolarctobacterium	Catenibacterium	0.864371103508	Stool	#ded579
Polaromonas	Novosphingobium	1.0	Mixed	#cccccc
Polynucleobacter	Gilliamella	1.0	R_Retroauricular_crease	#9efaa2
Pragia	Gilliamella	1.0	Mixed	#cccccc
Pragia	Polynucleobacter	1.0	Mixed	#cccccc
Pseudoflavonifractor	Acetivibrio	0.814942827701	Stool	#ded579
Pseudoflavonifractor	Adlercreutzia	1.0	Stool	#ded579
Pseudoflavonifractor	Anaerotruncus	1.0	Stool	#ded579
Pseudoflavonifractor	Bilophila	1.0	Stool	#ded579
Pseudoflavonifractor	Erysipelatoclostridium	1.0	Stool	#ded579
Pseudoglutamicibacter	Azospirillum	1.0	Anterior_nares	#8000ff
Pseudoglutamicibacter	Enhydrobacter	1.0	Mixed	#cccccc
Pseudopedobacter	Azospirillum	1.0	Anterior_nares	#8000ff
Pseudopedobacter	Enhydrobacter	1.0	Mixed	#cccccc
Pseudopedobacter	Pseudoglutamicibacter	1.0	Anterior_nares	#8000ff
Pseudothermotoga	Caldilinea	1.0	Mixed	#cccccc
Pseudothermotoga	Chloracidobacterium	1.0	Buccal_mucosa	#425ffa
Pseudothermotoga	Chloroflexus	1.0	Buccal_mucosa	#425ffa
Pseudothermotoga	Isosphaera	1.0	Buccal_mucosa	#425ffa
Pseudothermotoga	Meiothermus	1.0	Mixed	#cccccc
Rhodococcus	Epilithonimonas	1.0	R_Retroauricular_crease	#9efaa2
Rhodococcus	Ornithobacterium	1.0	Mixed	#cccccc
Rhodococcus	Paenisporosarcina	1.0	Mixed	#cccccc
Rickettsiella	Devosia	1.0	Mixed	#cccccc
Rickettsiella	Dietzia	1.0	Mixed	#cccccc
Rickettsiella	Hymenobacter	1.0	Anterior_nares	#8000ff
Rickettsiella	Micrococcus	1.0	Mixed	#cccccc
Roseiflexus	Caldilinea	1.0	Mixed	#cccccc
Roseiflexus	Chloracidobacterium	1.0	Buccal_mucosa	#425ffa
Roseiflexus	Chloroflexus	1.0	Buccal_mucosa	#425ffa
