source	target	weight	edge_sample	edge_color
Adlercreutzia	Actinomycetospora	0.89401001926	Mixed	#cccccc
Aerococcus	Advenella	0.815259025517	Mixed	#cccccc
Agrobacterium	Afipia	0.978903328226	Mixed	#cccccc
Aliterella	Acinetobacter	0.947820836562	Anterior_nares	#8000ff
Asanoa	Actinomycetospora	0.995032691005	Mixed	#cccccc
Asanoa	Adlercreutzia	0.889359793872	Mixed	#cccccc
Azohydromonas	Acinetobacter	0.821875026196	Anterior_nares	#8000ff
Azohydromonas	Aliterella	0.912334791481	Anterior_nares	#8000ff
Bdellovibrio	Archangium	1.0	Anterior_nares	#8000ff
Bilophila	Afipia	0.970203753142	Mixed	#cccccc
Bilophila	Agrobacterium	0.953546425868	Mixed	#cccccc
Brevibacillus	Anaeroglobus	1.0	Mixed	#cccccc
Brevibacterium	Advenella	0.846279761822	Anterior_nares	#8000ff
Caldilinea	Bergeyella	0.821375409604	Mixed	#cccccc
Catenibacterium	Actinomycetospora	0.815237545345	Mixed	#cccccc
Catenibacterium	Asanoa	0.810503639563	Mixed	#cccccc
Chryseobacterium	Advenella	0.806586748787	Mixed	#cccccc
Collinsella	Akkermansia	0.904983092943	Stool	#ded579
Crocosphaera	Alkanindiges	0.876571178092	Mixed	#cccccc
Curtobacterium	Cronobacter	0.855939801882	Mixed	#cccccc
Cystobacter	Belnapia	0.94853625529	Mixed	#cccccc
Dechloromonas	Cronobacter	0.927820374257	Mixed	#cccccc
Demetria	Belnapia	0.94853625529	Mixed	#cccccc
Demetria	Cystobacter	1.0	Anterior_nares	#8000ff
Desulfovibrio	Brachymonas	0.947937184449	Mixed	#cccccc
Devosia	Crocosphaera	0.875100108094	L_Retroauricular_crease	#1fd3e1
Elizabethkingia	Cupriavidus	0.950271212116	Mixed	#cccccc
Empedobacter	Atopococcus	0.947989234695	Anterior_nares	#8000ff
Enterococcus	Citrobacter	0.973002060542	Anterior_nares	#8000ff
Erwinia	Advenella	0.851346191315	Anterior_nares	#8000ff
Ewingella	Cryptobacterium	0.863726128148	Mixed	#cccccc
Faecalibacterium	Akkermansia	0.842520012602	Stool	#ded579
Faecalibacterium	Collinsella	0.804999404463	Stool	#ded579
Fenollaria	Citrobacter	0.801758893896	Anterior_nares	#8000ff
