source	target	weight	edge_sample	edge_color
Basfia	Avibacterium	0.864408174728	Mixed	#cccccc
Coprococcus	Akkermansia	0.864408174728	Stool	#ded579
Coprococcus	Collinsella	0.814977516206	Stool	#ded579
Deinococcus	Bifidobacterium	1.0	Mixed	#cccccc
Dolosigranulum	Afipia	1.0	Anterior_nares	#8000ff
Escherichia	Blautia	0.892750662458	Stool	#ded579
Intestinimonas	Collinsella	1.0	Stool	#ded579
Intestinimonas	Coprococcus	0.814977516206	Stool	#ded579
Kineosphaera	Gordonia	1.0	Mixed	#cccccc
Listeria	Bifidobacterium	1.0	Mixed	#cccccc
Listeria	Deinococcus	1.0	Mixed	#cccccc
Megamonas	Bifidobacterium	1.0	Mixed	#cccccc
Megamonas	Deinococcus	1.0	Mixed	#cccccc
Megamonas	Listeria	1.0	Mixed	#cccccc
Novosphingobium	Afipia	1.0	Mixed	#cccccc
Novosphingobium	Dolosigranulum	1.0	Mixed	#cccccc
Oscillibacter	Coprococcus	0.864408174728	Stool	#ded579
Parabacteroides	Faecalibacterium	0.808637913151	Stool	#ded579
Parasutterella	Bacillus	0.814977516206	Mixed	#cccccc
Pseudoflavonifractor	Collinsella	1.0	Stool	#ded579
Pseudoflavonifractor	Coprococcus	0.814977516206	Stool	#ded579
Pseudoflavonifractor	Intestinimonas	1.0	Stool	#ded579
Ruminiclostridium	Collinsella	1.0	Mixed	#cccccc
Ruminiclostridium	Coprococcus	0.814977516206	Mixed	#cccccc
Ruminiclostridium	Intestinimonas	1.0	Mixed	#cccccc
Ruminiclostridium	Pseudoflavonifractor	1.0	Mixed	#cccccc
Ruminococcus	Faecalibacterium	1.0	Stool	#ded579
Ruminococcus	Parabacteroides	0.808637913151	Stool	#ded579
Sinorhizobium	Collinsella	1.0	Stool	#ded579
Sinorhizobium	Coprococcus	0.814977516206	Stool	#ded579
Sinorhizobium	Intestinimonas	1.0	Stool	#ded579
Sinorhizobium	Pseudoflavonifractor	1.0	Stool	#ded579
Sinorhizobium	Ruminiclostridium	1.0	Mixed	#cccccc
Sphingomonas	Kocuria	1.0	Anterior_nares	#8000ff
Stenotrophomonas	Kocuria	1.0	Anterior_nares	#8000ff
Stenotrophomonas	Sphingomonas	1.0	Anterior_nares	#8000ff
Subdoligranulum	Collinsella	1.0	Stool	#ded579
Subdoligranulum	Coprococcus	0.814977516206	Stool	#ded579
Subdoligranulum	Intestinimonas	1.0	Stool	#ded579
Subdoligranulum	Pseudoflavonifractor	1.0	Stool	#ded579
Subdoligranulum	Ruminiclostridium	1.0	Mixed	#cccccc
Subdoligranulum	Sinorhizobium	1.0	Stool	#ded579
Tyzzerella	Bifidobacterium	1.0	Mixed	#cccccc
Tyzzerella	Deinococcus	1.0	Mixed	#cccccc
Tyzzerella	Listeria	1.0	Mixed	#cccccc
Tyzzerella	Megamonas	1.0	Stool	#ded579
Verminephrobacter	Aquabacterium	1.0	L_Retroauricular_crease	#1fd3e1
Vibrio	Bacillus	1.0	Anterior_nares	#8000ff
Vibrio	Parasutterella	0.814977516206	Mixed	#cccccc
