TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Adlercreutzia	Stool	#ded579	2	10.0	5.0	#2489f5	#5641fd
Aerococcus	Posterior_fornix	#7effb5	26	17.0	6.0	#1dd1e2	#4c50fc
Agrobacterium	R_Retroauricular_crease	#9efaa2	19	12.0	7.0	#11a0f1	#445cfb
Aliterella	Anterior_nares	#8000ff	20	51.0	3.0	#ff3b1e	#6629fe
Asanoa	Anterior_nares	#8000ff	2	25.0	5.0	#66fcc2	#5641fd
Azohydromonas	Anterior_nares	#8000ff	4	51.0	3.0	#ff3b1e	#6629fe
Bdellovibrio	Anterior_nares	#8000ff	1	24.0	17.0	#5efac6	#14cae5
Bilophila	Stool	#ded579	2	12.0	7.0	#11a0f1	#445cfb
Brevibacillus	Anterior_nares	#8000ff	1	49.0	15.0	#ff562c	#02b7eb
Brevibacterium	Anterior_nares	#8000ff	78	17.0	6.0	#1dd1e2	#4c50fc
Caldilinea	Anterior_nares	#8000ff	1	11.0	23.0	#1996f3	#4af2cf
Catenibacterium	Stool	#ded579	16	9.0	5.0	#2e7bf7	#5641fd
Chryseobacterium	R_Retroauricular_crease	#9efaa2	57	17.0	6.0	#1dd1e2	#4c50fc
Collinsella	Stool	#ded579	37	22.0	9.0	#4df3ce	#3176f8
Crocosphaera	L_Retroauricular_crease	#1fd3e1	71	54.0	12.0	#ff1008	#1898f2
Curtobacterium	L_Retroauricular_crease	#1fd3e1	8	29.0	32.0	#8cfead	#99fca6
Cystobacter	Anterior_nares	#8000ff	1	2.0	22.0	#6e1cff	#40ecd4
Dechloromonas	Buccal_mucosa	#425ffa	17	29.0	32.0	#8cfead	#99fca6
Demetria	Anterior_nares	#8000ff	1	2.0	22.0	#6e1cff	#40ecd4
Desulfovibrio	Stool	#ded579	4	35.0	24.0	#c4e88a	#52f5cb
Devosia	L_Retroauricular_crease	#1fd3e1	38	54.0	12.0	#ff1008	#1898f2
Elizabethkingia	Anterior_nares	#8000ff	6	1.0	34.0	#780dff	#abf69b
Empedobacter	Anterior_nares	#8000ff	35	43.0	18.0	#ffa256	#1fd3e1
Enterococcus	Anterior_nares	#8000ff	42	50.0	31.0	#ff4a26	#90feab
Erwinia	Anterior_nares	#8000ff	3	17.0	6.0	#1dd1e2	#4c50fc
Ewingella	Anterior_nares	#8000ff	6	28.0	33.0	#82ffb3	#a2f9a0
Faecalibacterium	Stool	#ded579	148	45.0	9.0	#ff8c49	#3176f8
Fenollaria	Anterior_nares	#8000ff	31	50.0	31.0	#ff4a26	#90feab
Flavihumibacter	Anterior_nares	#8000ff	2	43.0	18.0	#ffa256	#1fd3e1
Flavonifractor	Stool	#ded579	2	22.0	21.0	#4df3ce	#38e7d7
Gardnerella	Vaginal_introitus	#ff0000	106	54.0	12.0	#ff1008	#1898f2
Gemmata	R_Retroauricular_crease	#9efaa2	1	25.0	5.0	#66fcc2	#5641fd
Gloeocapsa	Anterior_nares	#8000ff	4	17.0	6.0	#1dd1e2	#4c50fc
Gluconobacter	R_Retroauricular_crease	#9efaa2	1	18.0	1.0	#27dade	#780dff
Gordonia	L_Retroauricular_crease	#1fd3e1	52	54.0	12.0	#ff1008	#1898f2
Gulbenkiania	L_Retroauricular_crease	#1fd3e1	46	54.0	12.0	#ff1008	#1898f2
Haematobacter	R_Retroauricular_crease	#9efaa2	7	43.0	18.0	#ffa256	#1fd3e1
Halomonas	Anterior_nares	#8000ff	9	20.0	37.0	#38e7d7	#c4e88a
Herbaspirillum	Vaginal_introitus	#ff0000	14	1.0	34.0	#780dff	#abf69b
Holdemania	Stool	#ded579	7	22.0	21.0	#4df3ce	#38e7d7
Hungatella	Stool	#ded579	17	46.0	21.0	#ff7e41	#38e7d7
Hydrogenobacter	Anterior_nares	#8000ff	2	35.0	24.0	#c4e88a	#52f5cb
Ilumatobacter	Anterior_nares	#8000ff	1	2.0	22.0	#6e1cff	#40ecd4
Intestinimonas	Stool	#ded579	30	45.0	9.0	#ff8c49	#3176f8
Janthinobacterium	Anterior_nares	#8000ff	7	43.0	18.0	#ffa256	#1fd3e1
Kandleria	Stool	#ded579	1	25.0	5.0	#66fcc2	#5641fd
Kineosphaera	Subgingival_plaque	#feb562	3	13.0	44.0	#08acee	#ffb05f
Kineosporia	Anterior_nares	#8000ff	1	18.0	1.0	#27dade	#780dff
Kurthia	Anterior_nares	#8000ff	2	27.0	25.0	#7affb7	#5af8c8
