TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Bacillus	Anterior_nares	#8000ff	2	6.0	4.0	#d4dd80	#38e7d7
Bacteroides	Stool	#ded579	127	2.0	0.0	#10a2f0	#8000ff
Barnesiella	Stool	#ded579	14	6.0	4.0	#d4dd80	#38e7d7
Basfia	Buccal_mucosa	#425ffa	4	6.0	7.0	#d4dd80	#c4e88a
Blautia	Stool	#ded579	5	3.0	8.0	#2adddd	#f2c26b
Carnobacterium	Hard_palate	#218cf4	129	4.0	1.0	#62fbc4	#5247fc
Clostridium	Stool	#ded579	17	5.0	3.0	#9bfba5	#0ac0e8
Collinsella	Stool	#ded579	2	5.0	3.0	#9bfba5	#0ac0e8
Coprococcus	Stool	#ded579	3	5.0	3.0	#9bfba5	#0ac0e8
Cryptobacterium	Saliva	#beec8e	14	8.0	6.0	#ff592d	#96fca7
Deinococcus	Anterior_nares	#8000ff	1	3.0	8.0	#2adddd	#f2c26b
Dolosigranulum	Anterior_nares	#8000ff	2	9.0	2.0	#ff0000	#2489f5
Escherichia	Stool	#ded579	4	5.0	3.0	#9bfba5	#0ac0e8
Faecalibacterium	Stool	#ded579	10	5.0	3.0	#9bfba5	#0ac0e8
Gemella	Buccal_mucosa	#425ffa	271	6.0	4.0	#d4dd80	#38e7d7
Granulicatella	Keratinized_gingiva	#01b3ec	261	6.0	4.0	#d4dd80	#38e7d7
Intestinimonas	Stool	#ded579	2	5.0	3.0	#9bfba5	#0ac0e8
Isoptericola	Tongue_dorsum	#ff3219	10	4.0	1.0	#62fbc4	#5247fc
Kineosphaera	Subgingival_plaque	#feb562	2	8.0	9.0	#ff592d	#ff8c49
Lactococcus	Anterior_nares	#8000ff	28	3.0	8.0	#2adddd	#f2c26b
Listeria	L_Retroauricular_crease	#1fd3e1	1	3.0	8.0	#2adddd	#f2c26b
Megamonas	Stool	#ded579	1	3.0	8.0	#2adddd	#f2c26b
Novosphingobium	Mid_vagina	#3febd5	2	9.0	2.0	#ff0000	#2489f5
Odoribacter	Stool	#ded579	10	2.0	0.0	#10a2f0	#8000ff
Olsenella	Palatine_Tonsils	#5efac6	27	8.0	6.0	#ff592d	#96fca7
Oribacterium	Throat	#ff6232	202	4.0	1.0	#62fbc4	#5247fc
Oscillibacter	Stool	#ded579	4	5.0	3.0	#9bfba5	#0ac0e8
Parabacteroides	Stool	#ded579	15	5.0	3.0	#9bfba5	#0ac0e8
Parasutterella	Stool	#ded579	3	6.0	4.0	#d4dd80	#38e7d7
Pseudoflavonifractor	Stool	#ded579	2	5.0	3.0	#9bfba5	#0ac0e8
Psychrobacter	Saliva	#beec8e	2	1.0	11.0	#4856fb	#ff0000
Roseburia	Stool	#ded579	18	2.0	0.0	#10a2f0	#8000ff
Ruminiclostridium	L_Retroauricular_crease	#1fd3e1	2	5.0	3.0	#9bfba5	#0ac0e8
Ruminococcus	Stool	#ded579	10	5.0	3.0	#9bfba5	#0ac0e8
Sinorhizobium	Stool	#ded579	2	5.0	3.0	#9bfba5	#0ac0e8
Solobacterium	Palatine_Tonsils	#5efac6	122	4.0	1.0	#62fbc4	#5247fc
Sphingomonas	Anterior_nares	#8000ff	2	7.0	10.0	#ffa558	#ff4a26
Staphylococcus	L_Retroauricular_crease	#1fd3e1	126	6.0	4.0	#d4dd80	#38e7d7
Stenotrophomonas	Anterior_nares	#8000ff	2	7.0	10.0	#ffa558	#ff4a26
Stomatobaculum	Tongue_dorsum	#ff3219	137	8.0	6.0	#ff592d	#96fca7
Streptococcus	Buccal_mucosa	#425ffa	271	6.0	4.0	#d4dd80	#38e7d7
Subdoligranulum	Stool	#ded579	2	5.0	3.0	#9bfba5	#0ac0e8
Tyzzerella	Stool	#ded579	1	3.0	8.0	#2adddd	#f2c26b
Verminephrobacter	L_Retroauricular_crease	#1fd3e1	1	0.0	5.0	#8000ff	#66fcc2
Vibrio	Anterior_nares	#8000ff	2	6.0	4.0	#d4dd80	#38e7d7
Alistipes	Stool	#ded579	28	6.0	4.0	#d4dd80	#38e7d7
Acetivibrio	Stool	#ded579	2	2.0	0.0	#10a2f0	#8000ff
Avibacterium	Attached	#622ffe	3	6.0	7.0	#d4dd80	#c4e88a
Bifidobacterium	Posterior_fornix	#7effb5	1	3.0	8.0	#2adddd	#f2c26b
Acinetobacter	Anterior_nares	#8000ff	7	4.0	1.0	#62fbc4	#5247fc
Akkermansia	Stool	#ded579	4	5.0	3.0	#9bfba5	#0ac0e8
Atopobium	Posterior_fornix	#7effb5	150	8.0	6.0	#ff592d	#96fca7
Afipia	Anterior_nares	#8000ff	2	9.0	2.0	#ff0000	#2489f5
Gordonia	L_Retroauricular_crease	#1fd3e1	2	8.0	9.0	#ff592d	#ff8c49
Moraxella	Anterior_nares	#8000ff	4	1.0	11.0	#4856fb	#ff0000
Butyrivibrio	Stool	#ded579	1	5.0	3.0	#9bfba5	#0ac0e8
Kocuria	Anterior_nares	#8000ff	2	7.0	10.0	#ffa558	#ff4a26
Aquabacterium	L_Retroauricular_crease	#1fd3e1	1	0.0	5.0	#8000ff	#66fcc2
