	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
33	Atopobium	Campylobacter	1.0	2	2	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	8.0	0.0	#ff592d	#8000ff
34	Campylobacter	Bacillus	1.0	2	1	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	7.0	0.0	#ffa558	#8000ff
35	Bacillus	Campylobacter	1.0	1	2	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	7.0	0.0	#ffa558	#8000ff
36	Capnocytophaga	Afipia	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
37	Afipia	Capnocytophaga	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
38	Capnocytophaga	Aggregatibacter	1.0	2	2	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	3.0	1.0	#2adddd	#ff0000
39	Aggregatibacter	Capnocytophaga	1.0	2	2	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	3.0	1.0	#2adddd	#ff0000
40	Capnocytophaga	Bulleidia	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
41	Bulleidia	Capnocytophaga	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
42	Cardiobacterium	Afipia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
43	Afipia	Cardiobacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
44	Cardiobacterium	Aggregatibacter	1.0	2	2	Subgingival_plaque	Mixed	Intertype	#e4cf74	#cccccc	#cccccc	2.0	1.0	#10a2f0	#ff0000
45	Aggregatibacter	Cardiobacterium	1.0	2	2	Mixed	Subgingival_plaque	Intertype	#cccccc	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
46	Cardiobacterium	Bulleidia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
47	Bulleidia	Cardiobacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
48	Cardiobacterium	Capnocytophaga	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#10a2f0	#ff0000
49	Capnocytophaga	Cardiobacterium	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
50	Catonella	Abiotrophia	1.0	2	2	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	7.0	0.0	#ffa558	#8000ff
51	Abiotrophia	Catonella	1.0	2	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	9.0	0.0	#ff0000	#8000ff
52	Catonella	Actinomyces	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	7.0	0.0	#ffa558	#8000ff
53	Actinomyces	Catonella	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8.0	0.0	#ff592d	#8000ff
54	Catonella	Alistipes	1.0	2	1	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
55	Alistipes	Catonella	1.0	1	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	7.0	0.0	#ffa558	#8000ff
56	Catonella	Atopobium	1.0	2	2	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	7.0	0.0	#ffa558	#8000ff
57	Atopobium	Catonella	1.0	2	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	8.0	0.0	#ff592d	#8000ff
58	Catonella	Bacillus	1.0	2	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7.0	0.0	#ffa558	#8000ff
59	Bacillus	Catonella	1.0	1	2	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7.0	0.0	#ffa558	#8000ff
60	Catonella	Campylobacter	1.0	2	2	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	7.0	0.0	#ffa558	#8000ff
61	Campylobacter	Catonella	1.0	2	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	7.0	0.0	#ffa558	#8000ff
62	Corynebacterium	Actinobaculum	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#4856fb	#ff0000
63	Actinobaculum	Corynebacterium	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	1.0	#2adddd	#ff0000
64	Corynebacterium	Afipia	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#4856fb	#ff0000
65	Afipia	Corynebacterium	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
66	Corynebacterium	Aggregatibacter	1.0	2	2	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	1.0	1.0	#4856fb	#ff0000
67	Aggregatibacter	Corynebacterium	1.0	2	2	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	3.0	1.0	#2adddd	#ff0000
68	Corynebacterium	Bulleidia	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#4856fb	#ff0000
69	Bulleidia	Corynebacterium	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
70	Corynebacterium	Capnocytophaga	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#4856fb	#ff0000
71	Capnocytophaga	Corynebacterium	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	1.0	#2adddd	#ff0000
72	Corynebacterium	Cardiobacterium	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#4856fb	#ff0000
73	Cardiobacterium	Corynebacterium	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#10a2f0	#ff0000
74	Dialister	Actinomyces	1.0	2	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8.0	0.0	#ff592d	#8000ff
75	Actinomyces	Dialister	1.0	2	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8.0	0.0	#ff592d	#8000ff
76	Dialister	Alistipes	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8.0	0.0	#ff592d	#8000ff
77	Alistipes	Dialister	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	0.0	#ffa558	#8000ff
78	Dialister	Atopobium	1.0	2	2	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	8.0	0.0	#ff592d	#8000ff
79	Atopobium	Dialister	1.0	2	2	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	8.0	0.0	#ff592d	#8000ff
80	Dialister	Bacillus	1.0	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	8.0	0.0	#ff592d	#8000ff
81	Bacillus	Dialister	1.0	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
82	Dialister	Campylobacter	1.0	2	2	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	8.0	0.0	#ff592d	#8000ff
83	Campylobacter	Dialister	1.0	2	2	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
84	Dialister	Catonella	1.0	2	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	8.0	0.0	#ff592d	#8000ff
85	Catonella	Dialister	1.0	2	2	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
86	Eggerthia	Actinobaculum	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
87	Actinobaculum	Eggerthia	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
88	Eggerthia	Afipia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
89	Afipia	Eggerthia	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
90	Eggerthia	Aggregatibacter	1.0	1	2	Subgingival_plaque	Mixed	Intertype	#e4cf74	#cccccc	#cccccc	4.0	1.0	#62fbc4	#ff0000
91	Aggregatibacter	Eggerthia	1.0	2	1	Mixed	Subgingival_plaque	Intertype	#cccccc	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
92	Eggerthia	Bulleidia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
93	Bulleidia	Eggerthia	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
94	Eggerthia	Capnocytophaga	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
95	Capnocytophaga	Eggerthia	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
96	Eggerthia	Cardiobacterium	1.0	1	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	1.0	#62fbc4	#ff0000
97	Cardiobacterium	Eggerthia	1.0	2	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	2.0	1.0	#10a2f0	#ff0000
98	Eggerthia	Corynebacterium	1.0	1	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
99	Corynebacterium	Eggerthia	1.0	2	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#4856fb	#ff0000
100	Eikenella	Afipia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
101	Afipia	Eikenella	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
102	Eikenella	Aggregatibacter	1.0	2	2	Subgingival_plaque	Mixed	Intertype	#e4cf74	#cccccc	#cccccc	2.0	1.0	#10a2f0	#ff0000
103	Aggregatibacter	Eikenella	1.0	2	2	Mixed	Subgingival_plaque	Intertype	#cccccc	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
104	Eikenella	Bulleidia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
105	Bulleidia	Eikenella	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
106	Eikenella	Capnocytophaga	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#10a2f0	#ff0000
107	Capnocytophaga	Eikenella	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
108	Eikenella	Cardiobacterium	1.0	2	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	2.0	1.0	#10a2f0	#ff0000
109	Cardiobacterium	Eikenella	1.0	2	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	2.0	1.0	#10a2f0	#ff0000
110	Eikenella	Corynebacterium	1.0	2	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#10a2f0	#ff0000
111	Corynebacterium	Eikenella	1.0	2	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#4856fb	#ff0000
112	Eikenella	Eggerthia	1.0	2	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	2.0	1.0	#10a2f0	#ff0000
113	Eggerthia	Eikenella	1.0	1	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	1.0	#62fbc4	#ff0000
114	Eubacterium	Afipia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
115	Afipia	Eubacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
116	Eubacterium	Bulleidia	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
117	Bulleidia	Eubacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
118	Eubacterium	Eggerthia	1.0	2	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	1.0	#62fbc4	#ff0000
119	Eggerthia	Eubacterium	1.0	1	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	1.0	#62fbc4	#ff0000
120	Faecalibacterium	Abiotrophia	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	7.0	0.0	#ffa558	#8000ff
121	Abiotrophia	Faecalibacterium	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	9.0	0.0	#ff0000	#8000ff
122	Faecalibacterium	Actinomyces	1.0	1	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	7.0	0.0	#ffa558	#8000ff
123	Actinomyces	Faecalibacterium	1.0	2	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8.0	0.0	#ff592d	#8000ff
124	Faecalibacterium	Alistipes	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	0.0	#ffa558	#8000ff
125	Alistipes	Faecalibacterium	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	0.0	#ffa558	#8000ff
126	Faecalibacterium	Atopobium	1.0	1	2	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	7.0	0.0	#ffa558	#8000ff
127	Atopobium	Faecalibacterium	1.0	2	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	8.0	0.0	#ff592d	#8000ff
128	Faecalibacterium	Bacillus	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	7.0	0.0	#ffa558	#8000ff
129	Bacillus	Faecalibacterium	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
130	Faecalibacterium	Campylobacter	1.0	1	2	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	7.0	0.0	#ffa558	#8000ff
131	Campylobacter	Faecalibacterium	1.0	2	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
132	Faecalibacterium	Catonella	1.0	1	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	7.0	0.0	#ffa558	#8000ff
133	Catonella	Faecalibacterium	1.0	2	1	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	7.0	0.0	#ffa558	#8000ff
134	Faecalibacterium	Dialister	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	0.0	#ffa558	#8000ff
135	Dialister	Faecalibacterium	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8.0	0.0	#ff592d	#8000ff
136	Filifactor	Actinobaculum	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
137	Actinobaculum	Filifactor	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
138	Filifactor	Afipia	1.0	1	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	4.0	1.0	#62fbc4	#ff0000
139	Afipia	Filifactor	1.0	1	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	4.0	1.0	#62fbc4	#ff0000
140	Filifactor	Aggregatibacter	1.0	1	2	Throat	Mixed	Intertype	#ff5029	#cccccc	#cccccc	4.0	1.0	#62fbc4	#ff0000
141	Aggregatibacter	Filifactor	1.0	2	1	Mixed	Throat	Intertype	#cccccc	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
142	Filifactor	Bulleidia	1.0	1	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	4.0	1.0	#62fbc4	#ff0000
143	Bulleidia	Filifactor	1.0	1	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	4.0	1.0	#62fbc4	#ff0000
144	Filifactor	Capnocytophaga	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
145	Capnocytophaga	Filifactor	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
146	Filifactor	Cardiobacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
147	Cardiobacterium	Filifactor	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
148	Filifactor	Corynebacterium	1.0	1	2	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	4.0	1.0	#62fbc4	#ff0000
149	Corynebacterium	Filifactor	1.0	2	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#4856fb	#ff0000
150	Filifactor	Eggerthia	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
151	Eggerthia	Filifactor	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
152	Filifactor	Eikenella	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
153	Eikenella	Filifactor	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	2.0	1.0	#10a2f0	#ff0000
154	Filifactor	Eubacterium	1.0	1	2	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	4.0	1.0	#62fbc4	#ff0000
155	Eubacterium	Filifactor	1.0	2	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	1.0	#62fbc4	#ff0000
156	Fusobacterium	Afipia	1.0	2	1	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
157	Afipia	Fusobacterium	1.0	1	2	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	4.0	1.0	#62fbc4	#ff0000
158	Fusobacterium	Aggregatibacter	1.0	2	2	Tongue_dorsum	Mixed	Intertype	#ff0000	#cccccc	#cccccc	3.0	1.0	#2adddd	#ff0000
159	Aggregatibacter	Fusobacterium	1.0	2	2	Mixed	Tongue_dorsum	Intertype	#cccccc	#ff0000	#cccccc	3.0	1.0	#2adddd	#ff0000
160	Fusobacterium	Bulleidia	1.0	2	1	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	3.0	1.0	#2adddd	#ff0000
161	Bulleidia	Fusobacterium	1.0	1	2	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	4.0	1.0	#62fbc4	#ff0000
162	Fusobacterium	Capnocytophaga	1.0	2	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	3.0	1.0	#2adddd	#ff0000
163	Capnocytophaga	Fusobacterium	1.0	2	2	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	3.0	1.0	#2adddd	#ff0000
164	Fusobacterium	Cardiobacterium	1.0	2	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	3.0	1.0	#2adddd	#ff0000
165	Cardiobacterium	Fusobacterium	1.0	2	2	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	2.0	1.0	#10a2f0	#ff0000
166	Fusobacterium	Corynebacterium	1.0	2	2	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	3.0	1.0	#2adddd	#ff0000
