TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces oris	Supragingival_plaque	#ff8646	2	16.0	1.0	#ff0000	#425ffa	Mixed	#cccccc
Campylobacter concisus	Attached	#622ffe	1	2.0	0.0	#425ffa	#8000ff	Mixed	#cccccc
Cardiobacterium valvarum	Subgingival_plaque	#ffac5c	1	2.0	0.0	#425ffa	#8000ff	Mixed	#cccccc
Corynebacterium durum	Supragingival_plaque	#ff8646	2	13.0	2.0	#ff8e4a	#01b3ec	Mixed	#cccccc
Corynebacterium pyruviciproducens	R_Retroauricular_crease	#acf59a	2	16.0	1.0	#ff0000	#425ffa	Mixed	#cccccc
Facklamia ignava	Mid_vagina	#52f5cb	1	15.0	3.0	#ff3219	#3febd5	Mixed	#cccccc
Haemophilus parainfluenzae	Tongue_dorsum	#ff2f18	1	15.0	3.0	#ff3219	#3febd5	Mixed	#cccccc
Kingella oralis	Supragingival_plaque	#ff8646	2	7.0	2.0	#5efac6	#01b3ec	Mixed	#cccccc
Lactobacillus gasseri	Posterior_fornix	#8efeac	1	15.0	3.0	#ff3219	#3febd5	Mixed	#cccccc
Lactobacillus oris	Posterior_fornix	#8efeac	1	0.0	6.0	#8000ff	#feb562	Mixed	#cccccc
Lactobacillus reuteri	Posterior_fornix	#8efeac	1	0.0	6.0	#8000ff	#feb562	Mixed	#cccccc
Lawsonella clevelandensis	Anterior_nares	#8000ff	2	10.0	2.0	#beec8e	#01b3ec	Mixed	#cccccc
Neisseria sp. oral taxon 014	Supragingival_plaque	#ff8646	2	14.0	1.0	#ff6232	#425ffa	Mixed	#cccccc
Ottowia sp. oral taxon 894	Supragingival_plaque	#ff8646	2	7.0	2.0	#5efac6	#01b3ec	Mixed	#cccccc
Peptoniphilus harei	R_Retroauricular_crease	#acf59a	3	1.0	7.0	#622ffe	#ff6232	Mixed	#cccccc
Prevotella bergensis	Stool	#e8cb72	1	2.0	0.0	#425ffa	#8000ff	Mixed	#cccccc
Prevotella buccalis	L_Retroauricular_crease	#34e4d9	2	7.0	2.0	#5efac6	#01b3ec	Mixed	#cccccc
Prevotella disiens	Palatine_Tonsils	#70febc	2	16.0	1.0	#ff0000	#425ffa	Mixed	#cccccc
Pseudomonas frederiksbergensis	Vaginal_introitus	#ff0000	1	0.0	6.0	#8000ff	#feb562	Mixed	#cccccc
Pseudomonas sp. DSM 29167	Mid_vagina	#52f5cb	2	6.0	5.0	#3febd5	#beec8e	Mixed	#cccccc
