TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces oris	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	1	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Candidatus Saccharibacteria oral taxon TM7x	Saliva	#cbe486	1	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Capnocytophaga sp. oral taxon 329	Supragingival_plaque	#ff8646	2	6.0	1.0	#ff703a	#ff0000	Mixed	#cccccc
Capnocytophaga sp. oral taxon 332	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	2	3.0	0.0	#5af8c8	#8000ff	Mixed	#cccccc
Chlamydia trachomatis	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Corynebacterium durum	Supragingival_plaque	#ff8646	2	1.0	0.0	#386df9	#8000ff	Mixed	#cccccc
Corynebacterium matruchotii	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Gemella haemolysans	Buccal_mucosa	#445cfb	2	5.0	1.0	#ecc86f	#ff0000	Mixed	#cccccc
Gemella sanguinis	Tongue_dorsum	#ff2f18	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Granulicatella elegans	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Haemophilus haemolyticus	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Haemophilus influenzae	Attached	#622ffe	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Haemophilus parainfluenzae	Tongue_dorsum	#ff2f18	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Haemophilus sp. oral taxon 851	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Haemophilus sputorum	Saliva	#cbe486	2	6.0	1.0	#ff703a	#ff0000	Mixed	#cccccc
Leptotrichia shahii	Tongue_dorsum	#ff2f18	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Neisseria cinerea	Keratinized_gingiva	#17cbe4	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Neisseria meningitidis	Throat	#ff5c2f	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Porphyromonas catoniae	Subgingival_plaque	#ffac5c	2	4.0	1.0	#a2f9a0	#ff0000	Mixed	#cccccc
Porphyromonas gingivalis	Keratinized_gingiva	#17cbe4	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Porphyromonas sp. oral taxon 278	Saliva	#cbe486	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Prevotella sp. oral taxon 473	Keratinized_gingiva	#17cbe4	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Rothia mucilaginosa	Hard_palate	#08acee	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Staphylococcus pasteuri	Keratinized_gingiva	#17cbe4	2	2.0	1.0	#10c6e6	#ff0000	Mixed	#cccccc
Streptococcus dentisani	Hard_palate	#08acee	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Streptococcus gordonii	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Streptococcus mitis	Buccal_mucosa_NA	#2686f5	2	2.0	1.0	#10c6e6	#ff0000	Mixed	#cccccc
Streptococcus oligofermentans	Keratinized_gingiva	#17cbe4	2	2.0	1.0	#10c6e6	#ff0000	Mixed	#cccccc
Streptococcus parasanguinis	Tongue_dorsum	#ff2f18	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Streptococcus pneumoniae	Buccal_mucosa_NA	#2686f5	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Streptococcus pseudopneumoniae	Buccal_mucosa_NA	#2686f5	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Streptococcus sp. F0442	Palatine_Tonsils	#70febc	1	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Veillonella seminalis	Keratinized_gingiva	#17cbe4	1	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Veillonella sp. oral taxon 780	Keratinized_gingiva	#17cbe4	2	0.0	1.0	#8000ff	#ff0000	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	2	7.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Alloprevotella tannerae	Subgingival_plaque	#ffac5c	2	2.0	1.0	#10c6e6	#ff0000	Mixed	#cccccc
