TAXA	Acetobacter syzygii	Achromobacter sp.	Achromobacter sp. Root170	Acidithiobacillus caldus	Acidovorax sp. JHL-9	Acidovorax sp. Leaf160	Acinetobacter bereziniae	Acinetobacter pittii	Acinetobacter radioresistens	Acinetobacter schindleri	Acinetobacter sp. 243_ASPC	Acinetobacter sp. CIP 101966	Acinetobacter sp. CIP 102136	Acinetobacter sp. MII	Acinetobacter sp. NIPH 284	Acinetobacter sp. NIPH 713	Acinetobacter sp. NIPH 817	Acinetobacter sp. NIPH 899	Acinetobacter sp. P8-3-8	Acinetobacter sp. VT 511	Acinetobacter tandoii	Acinetobacter tjernbergiae	Acinetobacter ursingii	Actinobacillus pleuropneumoniae	Actinobacteria bacterium UC5.1-1B11	Actinobaculum suis	Actinomyces europaeus	Actinomyces sp. ICM58	Actinomyces sp. MS2	Actinomyces sp. oral taxon 180	Actinomyces sp. oral taxon 877	Actinomyces sp. S4-C9	Actinomyces vaccimaxillae	Actinoplanes rectilineatus	Actinoplanes sp. SE50/110	Advenella kashmirensis	Aerococcus urinae	Aerococcus urinaeequi	Aeromonas caviae	Aeromonas hydrophila	Aeromonas rivuli	Aeromonas salmonicida	Aeromonas sanarellii	Afipia clevelandensis	Agrobacterium albertimagni	Agrobacterium larrymoorei	Agrobacterium sp. LC34	Agrobacterium vitis	Alicycliphilus denitrificans	Aliihoeflea sp. 2WW	Aliivibrio salmonicida	Aminobacter sp. J41	Aminobacter sp. Root100	Anaerofustis stercorihominis	Anaeroglobus geminatus	Anaerotruncus sp. G3(2012)	Anoxybacillus flavithermus	Anoxybacillus tepidamans	Archangium gephyra	Arcobacter butzleri	Arthrobacter castelli	Arthrobacter sp. AK-YN10	Arthrobacter sp. H14	Arthrobacter sp. JCM 19049	Arthrobacter sp. L77	Arthrobacter sp. TB 23	Atopobium sp. BS2	Atopococcus tabaci	Aurantimonas coralicida	Aureimonas sp. Leaf324	Aureimonas sp. Leaf454	Azohydromonas australica	Azonexus hydrophilus	Azospirillum brasilense	Bacillaceae bacterium MTCC 8252	Bacillus amyloliquefaciens	Bacillus clausii	Bacillus coagulans	Bacillus nealsonii	Bacillus smithii	Bacillus velezensis	Bacteroidaceae bacterium MS4	Bacteroides barnesiae	Bacteroides sp. 2_1_33B	Bacteroides stercorirosoris	Bdellovibrio bacteriovorus	Belnapia moabensis	Belnapia sp. F-4-1	Bifidobacterium kashiwanohense	Bifidobacterium scardovii	Bifidobacterium subtile	Bifidobacterium thermophilum	Bilophila wadsworthia	Blautia schinkii	Bordetella petrii	Bordetella trematum	Bosea sp. Root483D1	Brachybacterium faecium	Brachymonas chironomi	Bradyrhizobium japonicum	Bradyrhizobium lablabi	Bradyrhizobium sp. Leaf396	Bradyrhizobium sp. URHA0002	Brevibacillus borstelensis	Brevibacterium senegalense	Brevundimonas abyssalis	Brevundimonas nasdae	Brevundimonas sp. BAL3	Brevundimonas sp. EAKA	Brevundimonas sp. KM4	Burkholderia ambifaria	Burkholderia cepacia	Burkholderia contaminans	Burkholderia diffusa	Burkholderia multivorans	Burkholderia vietnamiensis	Caldibacillus debilis	Caldilinea aerophila	Caldimonas manganoxidans	Campylobacter curvus	Campylobacter sp. FOBRC14	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Capnocytophaga canimorsus	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 335	Capnocytophaga sp. oral taxon 336	Carnobacterium sp. 1290_CSPC	Carnobacterium sp. WN1374	Carnobacterium sp. ZWU0011	Catabacter hongkongensis	Cellulomonas carbonis	Cellulomonas flavigena	Cellulomonas gilvus	Cellulomonas sp. Leaf334	Cellulomonas sp. Root485	Chelatococcus sambhunathii	Chlorogloeopsis fritschii	Chryseobacterium hispalense	Chryseobacterium oranimense	Chryseobacterium sp. FF12	Chryseobacterium sp. Hurlbut01	Chryseobacterium sp. Leaf394	Chryseobacterium sp. StRB126	Chryseobacterium sp. UNC8MFCol	Chryseobacterium vrystaatense	Citrobacter freundii	Citrobacter sp. MGH104	Clostridiaceae bacterium MS3	Clostridiales bacterium SIT13	Clostridiales bacterium VE202-13	Clostridiales bacterium VE202-27	Clostridiales bacterium VE202-28	[Clostridium] asparagiforme	Clostridium baratii	Clostridium beijerinckii	[Clostridium] bolteae	[Clostridium] citroniae	Clostridium sp. ATCC 29733	Clostridium sp. SS2/1	Collinsella intestinalis	Collinsella sp. MS5	Collinsella stercoris	Collinsella tanakaei	Comamonas granuli	Comamonas sp. E6	Coprobacter fastidiosus	Coprococcus sp. HPP0048	Corynebacterium accolens	Corynebacterium amycolatum	Corynebacterium capitovis	Corynebacterium epidermidicanis	Corynebacterium freneyi	Corynebacterium glyciniphilum	Corynebacterium humireducens	Corynebacterium marinum	Corynebacterium pilosum	Corynebacterium sp. ATCC 6931	Corynebacterium sp. KPL1818	Corynebacterium terpenotabidum	Corynebacterium ulceribovis	Corynebacterium uterequi	Corynebacterium xerosis	Cronobacter dublinensis	Cronobacter malonaticus	Cronobacter turicensis	Cronobacter universalis	Cupriavidus basilensis	Cupriavidus gilardii	Curtobacterium luteum	Curtobacterium oceanosedimentum	Curvibacter gracilis	Curvibacter lanceolatus	Cystobacter fuscus	Cystobacter violaceus	Dactylosporangium aurantiacum	Deinococcus gobiensis	Deinococcus phoenicis	Deinococcus proteolyticus	Deinococcus radiodurans	Deinococcus sp. 2009	Deinococcus sp. Leaf326	Deinococcus swuensis	Deinococcus wulumuqiensis	Delftia tsuruhatensis	Demetria terragena	Dermacoccus nishinomiyaensis	Desulfovibrio desulfuricans	Dorea sp. AGR2135	Dyadobacter alkalitolerans	Dyadobacter beijingensis	Dyadobacter sp. Leaf189	Dysgonomonas mossii	Elizabethkingia genomosp. 2	Elizabethkingia genomosp. 4	Elizabethkingia meningoseptica	Enterobacter asburiae	Enterobacter hormaechei	Enterobacter sp. K66-74	Enterococcus avium	Enterococcus mundtii	Epilithonimonas lactis	Epilithonimonas sp. FH1	Epilithonimonas tenax	Erwinia billingiae	Erwinia sp. SCU-B244	Erysipelotrichaceae bacterium 21_3	Erysipelotrichaceae bacterium 2_2_44A	Escherichia hermannii	Eubacterium limosum	Eubacterium saphenum	Eubacterium sp. AB3007	Exiguobacterium acetylicum	Exiguobacterium marinum	Exiguobacterium mexicanum	Exiguobacterium sp. S17	Exiguobacterium sp. ZWU0009	Exiguobacterium undae	Faecalitalea cylindroides	Flaviflexus sp. SIT4	Flavihumibacter sp. ZG627	Flavobacterium akiainvivens	Flavobacterium frigidarium	Flavobacterium hibernum	Flavobacterium indicum	Flavobacterium rivuli	Flavobacterium sasangense	Flavobacterium sp. B17	Flavobacterium sp. Root420	Flavobacterium subsaxonicum	Flavonifractor plautii	Franconibacter pulveris	Frigoribacterium sp. Leaf8	Frigoribacterium sp. RIT-PI-h	Fusobacterium mortiferum	Fusobacterium russii	Fusobacterium sp. CM1	Fusobacterium sp. CM21	Fusobacterium sp. CM22	Fusobacterium ulcerans	gamma proteobacterium HIMB30	Gemella cuniculi	Gemmata obscuriglobus	Geodermatophilaceae bacterium URHB0048	Geodermatophilus sp. Leaf369	Gilliamella apicola	Gluconobacter frateurii	Gordonia paraffinivorans	Gordonia sp. KTR9	Gordonia sp. SGD-V-85	Halomonas campaniensis	Halomonas hydrothermalis	Helcococcus sueciensis	Herbaspirillum autotrophicum	Herbaspirillum chlorophenolicum	Herbaspirillum frisingense	Herbaspirillum huttiense	Herbaspirillum rubrisubalbicans	Herbaspirillum seropedicae	Herbaspirillum sp. B39	Herbaspirillum sp. B65	Herbaspirillum sp. GW103	Herbaspirillum sp. RV1423	Holdemania massiliensis	Hydrogenobacter thermophilus	Hymenobacter sp. APR13	Hymenobacter sp. AT01-02	Hymenobacter sp. MIMtkLc17	Idiomarina abyssalis	Intrasporangium oryzae	Janibacter sp. Soil728	Janthinobacterium sp. CG3	Janthinobacterium sp. KBS0711	Janthinobacterium sp. RA13	Jeotgalicoccus psychrophilus	Jonesia quinghaiensis	Jonquetella anthropi	Kaistia adipata	Kandleria vitulina	Kineosphaera limosa	Kineosporia aurantiaca	Kingella kingae	Knoellia flava	Komagataeibacter europaeus	Kordiimonas gwangyangensis	Kurthia sp. Dielmo	Lachnospiraceae bacterium 1_4_56FAA	Lachnospiraceae bacterium 2_1_46FAA	Lachnospiraceae bacterium 28-4	Lachnospiraceae bacterium A4	Lachnospiraceae bacterium AC2012	Lachnospira multipara	Lactobacillus acidipiscis	Lactobacillus acidophilus	Lactobacillus animalis	Lactobacillus aviarius	Lactobacillus coleohominis	Lactobacillus fuchuensis	Lactobacillus johnsonii	Lactobacillus kalixensis	Lactobacillus kunkeei	Lactobacillus murinus	Lactobacillus parakefiri	Lactobacillus pontis	Lactobacillus vini	Leadbetterella byssophila	Leifsonia aquatica	Leisingera sp. ANG-M1	Leptonema illini	Leptotrichia sp. oral taxon 879	Leucobacter chironomi	Leuconostoc inhae	Leuconostoc lactis	Limnohabitans planktonicus	Limnohabitans sp. 103DPR2	Limnohabitans sp. Rim28	Limnohabitans sp. Rim47	Lysobacter defluvii	Lysobacter dokdonensis	Mangrovibacter sp. MFB070	Mannheimia granulomatis	Mannheimia varigena	Marmoricola sp. Leaf446	Marvinbryantia formatexigens	Massilia alkalitolerans	Mastigocladus laminosus	Megasphaera elsdenii	Megasphaera genomosp. type_1	Megasphaera sp. UPII 135-E	Mesorhizobium metallidurans	Mesorhizobium sp. F7	Mesorhizobium sp. Root157	Mesorhizobium sp. UASWS1009	Methylobacillus glycogenes	Methylobacterium oryzae	Methylobacterium radiotolerans	Methylobacterium sp. AMS5	Methylobacterium sp. EUR3 AL-11	Methylobacterium sp. GXF4	Methylobacterium sp. GXS13	Methylobacterium sp. L2-4	Methylobacterium sp. Leaf121	Methylobacterium sp. Leaf361	Methylosarcina fibrata	Methyloversatilis thermotolerans	Micavibrio aeruginosavorus	Microbacterium enclense	Microbacterium hominis	Microbacterium maritypicum	Microbacterium oleivorans	Microbacterium sp. Ag1	Microbacterium sp. Leaf151	Microbacterium sp. Root280D1	Microbacterium sp. Root553	Microbacterium sp. ZOR0019	Microbacterium testaceum	Micrococcus sp. 28	Micrococcus sp. A1	Micrococcus sp. MS-ASIII-49	Micrococcus sp. V7	Microcoleus vaginatus	Microlunatus phosphovorus	Microvirga vignae	Mobiluncus mulieris	Modestobacter caceresii	Modestobacter marinus	Mogibacterium sp. CM50	Moraxella boevrei	Moraxella bovoculi	Moraxella caprae	Moraxella catarrhalis	Moraxella macacae	Moritella dasanensis	Moritella marina	Mycobacterium aromaticivorans	Mycobacterium avium	Mycobacterium chelonae	Mycobacterium chubuense	Mycobacterium gilvum	Mycobacterium hassiacum	Mycobacterium mageritense	Mycobacterium sp. JS623	Mycobacterium tuberculosis	Mycobacterium vulneris	Neisseria bacilliformis	Neisseria macacae	Neisseria shayeganii	Neisseria sp. GT4A_CT1	Neisseria weaveri	Nesterenkonia sp. NP1	Niastella koreensis	Nitrincola lacisaponensis	Nitrosospira multiformis	Nitrospira defluvii	Niveispirillum irakense	Nocardioides alkalitolerans	Nocardioides halotolerans	Nocardioides sp. CF8	Nocardioides sp. JS614	Nocardioides sp. Root122	Nocardioides sp. Soil774	Nocardioides sp. Soil805	Novosphingobium lindaniclasticum	Novosphingobium sp. AP12	Novosphingobium sp. Leaf2	Oceanobacillus kimchii	Oceanobacillus massiliensis	Ochrobactrum anthropi	Ochrobactrum intermedium	Ochrobactrum rhizosphaerae	Olivibacter sitiensis	Olsenella uli	Ornithinimicrobium pekingense	Oscillatoria nigro-viridis	Oscillibacter ruminantium	Paenibacillus pasadenensis	Paenibacillus senegalensis	Paenibacillus sp. SIT18	Paenibacillus sp. TCA20	Paenirhodobacter enshiensis	Pandoraea sp. B-6	Pantoea dispersa	Pantoea sp. AS-PWVM4	Pantoea sp. At-9b	Pantoea sp. MBLJ3	Pantoea sp. NGS-ED-1003	Parabacteroides gordonii	Paraburkholderia ferrariae	Paraburkholderia fungorum	Paraburkholderia phytofirmans	Paracoccus aestuarii	Paracoccus marcusii	Paracoccus pantotrophus	Paracoccus sp. J55	Paracoccus sp. MKU1	Paracoccus versutus	Parvimonas sp. oral taxon 110	Pediococcus acidilactici	Pediococcus parvulus	Pedobacter antarcticus	Pedobacter heparinus	Pedobacter sp. NL19	Pedobacter sp. R20-19	Pelomonas sp. Root1444	Peptostreptococcaceae bacterium OBRC8	Peptostreptococcaceae bacterium oral taxon 113	Phenylobacterium zucineum	Phyllobacterium sp. UNC302MFCol5.2	Planomicrobium sp. ES2	Pleomorphomonas oryzae	Polaromonas sp. JS666	Pontibacter roseus	Porphyromonas gingivicanis	Porphyromonas sp. COT-239 OH1446	Prevotella brevis	Prevotella dentalis	Prevotella multisaccharivorax	Prevotella sp. BV3P1	Prevotella sp. P4-65	Prevotella sp. P5-60	Prevotella sp. S7 MS 2	Promicromonospora kroppenstedtii	Promicromonospora sukumoe	Propionimicrobium lymphophilum	Proteiniclasticum ruminis	Providencia alcalifaciens	Pseudochrobactrum sp. AO18b	Pseudolabrys sp. Root1462	Pseudomonas alcaliphila	Pseudomonas caeni	Pseudomonas composti	Pseudomonas frederiksbergensis	Pseudomonas libanensis	Pseudomonas lutea	Pseudomonas nitroreducens	Pseudomonas orientalis	Pseudomonas parafulva	Pseudomonas psychrotolerans	Pseudomonas sp. 20_BN	Pseudomonas sp. 2-92(2010)	Pseudomonas sp. 313	Pseudomonas sp. Ag1	Pseudomonas sp. CF149	Pseudomonas sp. CHM02	Pseudomonas sp. DSM 28142	Pseudomonas sp. DSM 29164	Pseudomonas sp. DSM 29167	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. KG01	Pseudomonas sp. L10.10	Pseudomonas sp. Leaf127	Pseudomonas sp. NBRC 111130	Pseudomonas sp. NBRC 111133	Pseudomonas sp. NBRC 111134	Pseudomonas sp. NBRC 111135	Pseudomonas sp. PTA1	Pseudomonas sp. Root562	Pseudomonas sp. Root9	Pseudomonas sp. TJI-51	Pseudomonas synxantha	Pseudomonas syringae group genomosp. 3	Pseudomonas tolaasii	Pseudopedobacter saltans	Pseudorhodoferax sp. Leaf265	Pseudorhodoferax sp. Leaf267	Psychrobacter phenylpyruvicus	Psychrobacter sp. G	Psychrobacter sp. P11F6	Psychrobacter sp. PRwf-1	Pyrinomonas methylaliphatogenes	Ralstonia sp. A12	Ralstonia sp. AU12-08	Ralstonia sp. NT80	Raoultella ornithinolytica	Rheinheimera sp. A13L	Rhizobacter sp. Root1221	Rhizobacter sp. Root404	Rhizobium leguminosarum	Rhizobium selenitireducens	Rhizobium sp. H41	Rhizobium sp. NT-26	Rhodococcus erythropolis	Rhodococcus sp. Leaf247	Rhodococcus sp. p52	Rhodococcus sp. R04	Rhodocyclaceae bacterium Paddy-1	Rhodopseudomonas sp. AAP120	Riemerella anatipestifer	Riemerella columbina	Rikenella microfusus	Roseomonas cervicalis	Roseomonas mucosa	Rubellimicrobium mesophilum	Rubritepida flocculans	Rubrobacter aplysinae	Ruminococcus albus	Ruminococcus flavefaciens	[Ruminococcus] torques	Runella zeae	Saccharomonospora glauca	Saccharomonospora viridis	Saccharopolyspora rectivirgula	Salinicoccus luteus	Salinispora arenicola	Sanguibacteroides justesenii	Scytonema millei	Scytonema tolypothrichoides	Selenomonas artemidis	Selenomonas sp. F0473	Selenomonas sp. FOBRC9	Selenomonas sp. oral taxon 138	Selenomonas sp. oral taxon 149	Selenomonas sp. oral taxon 478	Serinicoccus profundi	Serratia liquefaciens	Serratia plymuthica	Serratia sp. Leaf51	Shewanella baltica	Shewanella decolorationis	Shewanella putrefaciens	Shewanella sp. ANA-3	Shewanella sp. HN-41	Shinella sp. DD12	Shuttleworthia sp. MSX8B	Sinorhizobium sp. GL2	Slackia exigua	Slackia piriformis	Solimonas variicoloris	Solirubrobacter sp. URHD0082	Sorangium cellulosum	Sphaerobacter thermophilus	Sphingobacteriaceae bacterium DW12	Sphingobacterium sp. 21	Sphingobacterium spiritivorum	Sphingobacterium sp. ML3W	Sphingobium sp. Ant17	Sphingobium sp. ba1	Sphingobium sp. DC-2	Sphingomonas sanguinis	Sphingomonas sp. 35-24ZXX	Sphingomonas sp. Ant20	Sphingomonas sp. DC-6	Sphingomonas sp. KA1	Sphingomonas sp. Leaf10	Sphingomonas sp. Leaf208	Sphingomonas sp. Leaf257	Sphingomonas sp. Leaf28	Sphingomonas sp. Leaf30	Sphingomonas sp. Leaf339	Sphingomonas sp. Leaf412	Sphingomonas sp. Mn802worker	Sphingomonas sp. SRS2	Sphingopyxis macrogoltabida	Sphingopyxis sp. H115	Sporosarcina koreensis	Staphylococcus agnetis	Staphylococcus chromogenes	Staphylococcus condimenti	Staphylococcus intermedius	Staphylococcus lentus	Staphylococcus schleiferi	Staphylococcus sp. E463	Staphylococcus sp. EGD-HP3	Staphylococcus sp. OJ82	Staphylococcus sp. ZWU0021	Staphylococcus vitulinus	Stenotrophomonas chelatiphaga	Streptococcus infantarius	Streptococcus lutetiensis	Streptococcus pyogenes	Streptococcus sp. 2_1_36FAA	Streptococcus sp. AS20	Streptococcus sp. CM6	Streptococcus sp. CM7	Streptococcus sp. F0441	Streptococcus sp. HSISS3	Streptococcus sp. oral taxon 056	Streptococcus sp. SK140	Streptococcus sp. SR4	Streptococcus urinalis	Streptomyces bottropensis	Streptomyces sp. NRRL F-5630	Synechococcus sp. BL107	Tannerella sp. 6_1_58FAA_CT1	Tessaracoccus sp. SIT7	Tetragenococcus muriaticus	Thauera sp. SWB20	Thermanaerovibrio acidaminovorans	Thermoactinomyces daqus	Thermobispora bispora	Thermocrinis ruber	Thermomonas fusca	Thermosinus carboxydivorans	Timonella senegalensis	Treponema endosymbiont of Eucomonympha sp.	Treponema pedis	Tuberibacillus calidus	Ureaplasma parvum	Veillonella seminalis	Vibrio cholerae	Weeksella sp. FF8	Williamsia sp. Leaf354	Xanthobacter autotrophicus	Xanthomonas albilineans	Xanthomonas sp. Mitacek01
Acetobacter syzygii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0
