TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces massiliensis	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Aerococcus christensenii	Posterior_fornix	#8efeac	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Aggregatibacter aphrophilus	Saliva	#cbe486	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Campylobacter concisus	Attached	#622ffe	1	5.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Capnocytophaga gingivalis	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Capnocytophaga sp. oral taxon 329	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Cardiobacterium valvarum	Subgingival_plaque	#ffac5c	1	5.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Corynebacterium durum	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Corynebacterium matruchotii	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Corynebacterium pyruviciproducens	R_Retroauricular_crease	#acf59a	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Cupriavidus basilensis	Mid_vagina	#52f5cb	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Dialister micraerophilus	Saliva	#cbe486	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Gardnerella vaginalis	Vaginal_introitus	#ff0000	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Haemophilus parainfluenzae	Tongue_dorsum	#ff2f18	1	2.0	2.0	#4df3ce	#4df3ce	Mixed	#cccccc
Herbaspirillum huttiense	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Herbaspirillum sp. B39	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Kingella oralis	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Lactobacillus coleohominis	Mid_vagina	#52f5cb	4	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Lactobacillus crispatus	Mid_vagina	#52f5cb	4	3.0	3.0	#b2f396	#b2f396	Mixed	#cccccc
Lactobacillus gasseri	Posterior_fornix	#8efeac	1	2.0	2.0	#4df3ce	#4df3ce	Mixed	#cccccc
Lactobacillus iners	Posterior_fornix	#8efeac	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Lactobacillus jensenii	Posterior_fornix	#8efeac	4	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Lactobacillus kefiranofaciens	Vaginal_introitus	#ff0000	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Lactobacillus oris	Posterior_fornix	#8efeac	1	3.0	3.0	#b2f396	#b2f396	Mixed	#cccccc
Lactobacillus reuteri	Posterior_fornix	#8efeac	1	3.0	3.0	#b2f396	#b2f396	Mixed	#cccccc
Lactobacillus vaginalis	Posterior_fornix	#8efeac	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Lautropia mirabilis	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Lawsonella clevelandensis	Anterior_nares	#8000ff	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Mycobacterium abscessus	Vaginal_introitus	#ff0000	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Mycobacterium chelonae	Mid_vagina	#52f5cb	4	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Neisseria sp. oral taxon 014	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Nocardia otitidiscaviarum	Mid_vagina	#52f5cb	4	3.0	3.0	#b2f396	#b2f396	Mixed	#cccccc
Ottowia sp. oral taxon 894	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Peptoniphilus harei	R_Retroauricular_crease	#acf59a	3	1.0	5.0	#1996f3	#ff0000	Mixed	#cccccc
Peptoniphilus sp. BV3AC2	Posterior_fornix	#8efeac	3	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Porphyromonas catoniae	Subgingival_plaque	#ffac5c	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Prevotella bergensis	Stool	#e8cb72	1	5.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Prevotella bivia	Saliva	#cbe486	3	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Prevotella buccalis	L_Retroauricular_crease	#34e4d9	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Prevotella disiens	Palatine_Tonsils	#70febc	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Prevotella timonensis	Anterior_nares	#8000ff	4	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Propionibacterium propionicum	Subgingival_plaque	#ffac5c	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Pseudomonas fluorescens	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas frederiksbergensis	Vaginal_introitus	#ff0000	1	3.0	3.0	#b2f396	#b2f396	Mixed	#cccccc
Pseudomonas mandelii	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas orientalis	Vaginal_introitus	#ff0000	1	0.0	4.0	#8000ff	#ff964f	Mixed	#cccccc
Pseudomonas sp. Ag1	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas sp. DSM 29167	Mid_vagina	#52f5cb	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas sp. Eur1 9.41	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas sp. FH1	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas sp. NBRC 111132	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas sp. NBRC 111134	Vaginal_introitus	#ff0000	2	4.0	4.0	#ff964f	#ff964f	Mixed	#cccccc
Pseudomonas sp. Root9	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Pseudomonas synxantha	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Rothia aeria	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Rothia dentocariosa	Supragingival_plaque	#ff8646	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Rothia mucilaginosa	Hard_palate	#08acee	2	4.0	1.0	#ff964f	#1996f3	Mixed	#cccccc
Sphingobium yanoikuyae	Vaginal_introitus	#ff0000	2	4.0	3.0	#ff964f	#b2f396	Mixed	#cccccc
Sphingopyxis macrogoltabida	Vaginal_introitus	#ff0000	1	0.0	4.0	#8000ff	#ff964f	Mixed	#cccccc
