TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinobacillus suis	Tongue_dorsum	#ff2f18	1	8.0	2.0	#396bf9	#6e1cff	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	106	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces dentalis	Subgingival_plaque	#ffac5c	44	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	33	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	20	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	86	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	81	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	50	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	30	14.0	0.0	#04b0ed	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	16	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	15	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	48.0	1.0	#ff7b40	#780dff	Mixed	#cccccc
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	257	27.0	7.0	#70febc	#425ffa	Mixed	#cccccc
Actinomyces viscosus	Attached	#622ffe	56	14.0	0.0	#04b0ed	#8000ff	Mixed	#cccccc
Aggregatibacter segnis	Supragingival_plaque	#ff8646	86	2.0	1.0	#7019ff	#780dff	Mixed	#cccccc
