TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces georgiae	Subgingival_plaque	#ffac5c	17	0.0	2.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	19	0.0	2.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	5	0.0	2.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	2	2.0	3.0	#01b3ec	#3febd5	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 180	Tongue_dorsum	#ff2f18	3	0.0	2.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	19	0.0	2.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	11	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	14	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	19	6.0	0.0	#feb562	#8000ff	Mixed	#cccccc
