TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	2	19.0	1.0	#ff2914	#6826fe	Mixed	#cccccc
Actinobacillus ureae	Keratinized_gingiva	#17cbe4	4	6.0	2.0	#18cde4	#4e4dfc	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	2	17.0	3.0	#ff763d	#3473f8	Mixed	#cccccc
Actinomyces dentalis	Subgingival_plaque	#ffac5c	2	17.0	3.0	#ff763d	#3473f8	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	5	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces sp. HPA0247	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8	Mixed	#cccccc
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	6	0.0	7.0	#8000ff	#32e3da	Mixed	#cccccc
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8	Mixed	#cccccc
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff	Mixed	#cccccc
